inputtedAction,x,y,mapBank,mapNum,isInBattle,isDone,executedStep,currentSteps,facingDirection,reward
PRINT_POSITION,9,10,0,9,False,False,NIL,0,DOWN,0
RIGHT,10,10,0,9,False,False,RIGHT,1,RIGHT,0
PRINT_POSITION,10,10,0,9,False,False,NIL,1,RIGHT,0.95
RIGHT,11,10,0,9,False,False,RIGHT,2,RIGHT,0.95
PRINT_POSITION,11,10,0,9,False,False,NIL,2,RIGHT,1.9
UP,11,9,0,9,False,False,UP,3,UP,1.9
PRINT_POSITION,11,9,0,9,False,False,NIL,3,UP,2.85
A,11,9,0,9,False,False,A,4,UP,2.85
PRINT_POSITION,11,9,0,9,False,False,NIL,4,UP,2.8000000000000003
A,11,9,0,9,False,False,A,5,UP,2.8000000000000003
PRINT_POSITION,11,9,0,9,False,False,NIL,5,UP,2.7500000000000004
A,11,9,0,9,False,False,A,6,UP,2.7500000000000004
PRINT_POSITION,11,9,0,9,False,False,NIL,6,UP,2.7000000000000006
A,11,9,0,9,False,False,A,7,UP,2.7000000000000006
PRINT_POSITION,11,9,0,9,False,False,NIL,7,UP,2.650000000000001
A,11,9,0,9,False,False,A,8,UP,2.650000000000001
PRINT_POSITION,11,9,0,9,False,False,NIL,8,UP,2.600000000000001
A,11,9,0,9,False,False,A,9,UP,2.600000000000001
PRINT_POSITION,11,9,0,9,False,False,NIL,9,UP,2.550000000000001
A,11,9,0,9,False,False,A,10,UP,2.550000000000001
PRINT_POSITION,11,9,0,9,False,False,NIL,10,UP,2.5000000000000013
A,11,9,0,9,False,False,A,11,UP,2.5000000000000013
PRINT_POSITION,11,9,0,9,False,False,NIL,11,UP,2.4500000000000015
A,11,9,0,9,False,False,A,12,UP,2.4500000000000015
PRINT_POSITION,11,9,0,9,False,False,NIL,12,UP,2.4000000000000017
A,11,9,0,9,False,False,A,13,UP,2.4000000000000017
PRINT_POSITION,11,9,0,9,False,False,NIL,13,UP,2.350000000000002
A,11,9,0,9,False,False,A,14,UP,2.350000000000002
PRINT_POSITION,11,9,0,9,False,False,NIL,14,UP,2.300000000000002
A,11,9,0,9,False,False,A,15,UP,2.300000000000002
PRINT_POSITION,11,9,0,9,False,False,NIL,15,UP,2.250000000000002
B,11,9,0,9,False,False,B,16,UP,2.250000000000002
PRINT_POSITION,11,9,0,9,False,False,NIL,16,UP,2.2000000000000024
