inputtedAction,x,y,mapBank,mapNum,isInBattle,isDone,executedStep,currentSteps,facingDirection,reward
PRINT_POSITION,9,10,0,9,False,False,NIL,0,DOWN,0
LEFT,8,10,0,9,False,False,LEFT,1,LEFT,0
PRINT_POSITION,8,10,0,9,False,False,NIL,1,LEFT,0.95
RIGHT,9,10,0,9,False,False,RIGHT,2,RIGHT,0.95
PRINT_POSITION,9,10,0,9,False,False,NIL,2,RIGHT,1.9
RIGHT,10,10,0,9,False,False,RIGHT,3,RIGHT,1.9
PRINT_POSITION,10,10,0,9,False,False,NIL,3,RIGHT,2.85
RIGHT,11,10,0,9,False,False,RIGHT,4,RIGHT,2.85
PRINT_POSITION,11,10,0,9,False,False,NIL,4,RIGHT,3.8000000000000003
LEFT,10,10,0,9,False,False,LEFT,5,LEFT,3.8000000000000003
PRINT_POSITION,10,10,0,9,False,False,NIL,5,LEFT,3.7500000000000004
DOWN,10,11,0,9,False,False,DOWN,6,DOWN,3.7500000000000004
PRINT_POSITION,10,11,0,9,False,False,NIL,6,DOWN,4.7
DOWN,10,12,0,9,False,False,DOWN,7,DOWN,4.7
PRINT_POSITION,10,12,0,9,False,False,NIL,7,DOWN,5.65
DOWN,10,13,0,9,False,False,DOWN,8,DOWN,5.65
PRINT_POSITION,10,13,0,9,False,False,NIL,8,DOWN,6.6000000000000005
DOWN,10,14,0,9,False,False,DOWN,9,DOWN,6.6000000000000005
PRINT_POSITION,10,14,0,9,False,False,NIL,9,DOWN,7.550000000000001
LEFT,10,14,0,9,False,False,LEFT,10,LEFT,7.550000000000001
PRINT_POSITION,10,14,0,9,False,False,NIL,10,LEFT,7.500000000000001
A,10,14,0,9,False,False,A,11,LEFT,7.500000000000001
PRINT_POSITION,10,14,0,9,False,False,NIL,11,LEFT,7.450000000000001
RIGHT,11,14,0,9,False,False,RIGHT,12,RIGHT,7.450000000000001
PRINT_POSITION,11,14,0,9,False,False,NIL,12,RIGHT,8.4
RIGHT,11,14,0,9,False,False,RIGHT,13,RIGHT,8.4
PRINT_POSITION,11,14,0,9,False,False,NIL,13,RIGHT,8.35
UP,11,13,0,9,False,False,UP,14,UP,8.35
PRINT_POSITION,11,13,0,9,False,False,NIL,14,UP,9.299999999999999
LEFT,10,13,0,9,False,False,LEFT,15,LEFT,9.299999999999999
PRINT_POSITION,10,13,0,9,False,False,NIL,15,LEFT,9.249999999999998
DOWN,10,14,0,9,False,False,DOWN,16,DOWN,9.249999999999998
PRINT_POSITION,10,14,0,9,False,False,NIL,16,DOWN,9.199999999999998
RIGHT,11,14,0,9,False,False,RIGHT,17,RIGHT,9.199999999999998
PRINT_POSITION,11,14,0,9,False,False,NIL,17,RIGHT,9.149999999999997
B,11,14,0,9,False,False,B,18,RIGHT,9.149999999999997
PRINT_POSITION,11,14,0,9,False,False,NIL,18,RIGHT,9.099999999999996
DOWN,11,15,0,9,False,False,DOWN,19,DOWN,9.099999999999996
PRINT_POSITION,11,15,0,9,False,False,NIL,19,DOWN,10.049999999999995
LEFT,10,15,0,9,False,False,LEFT,20,LEFT,10.049999999999995
PRINT_POSITION,10,15,0,9,False,False,NIL,20,LEFT,10.999999999999995
B,10,15,0,9,False,False,B,21,LEFT,10.999999999999995
PRINT_POSITION,10,15,0,9,False,False,NIL,21,LEFT,10.949999999999994
RIGHT,11,15,0,9,False,False,RIGHT,22,RIGHT,10.949999999999994
PRINT_POSITION,11,15,0,9,False,False,NIL,22,RIGHT,10.899999999999993
DOWN,11,16,0,9,False,False,DOWN,23,DOWN,10.899999999999993
PRINT_POSITION,11,16,0,9,False,False,NIL,23,DOWN,11.849999999999993
LEFT,10,16,0,9,False,False,LEFT,24,LEFT,11.849999999999993
PRINT_POSITION,10,16,0,9,False,False,NIL,24,LEFT,12.799999999999992
DOWN,10,17,0,9,False,False,DOWN,25,DOWN,12.799999999999992
PRINT_POSITION,10,17,0,9,False,False,NIL,25,DOWN,13.749999999999991
UP,10,16,0,9,False,False,UP,26,UP,13.749999999999991
PRINT_POSITION,10,16,0,9,False,False,NIL,26,UP,13.69999999999999
A,10,16,0,9,False,False,A,27,UP,13.69999999999999
PRINT_POSITION,10,16,0,9,False,False,NIL,27,UP,13.64999999999999
RIGHT,11,16,0,9,False,False,RIGHT,28,RIGHT,13.64999999999999
PRINT_POSITION,11,16,0,9,False,False,NIL,28,RIGHT,13.599999999999989
A,11,16,0,9,False,False,A,29,RIGHT,13.599999999999989
PRINT_POSITION,11,16,0,9,False,False,NIL,29,RIGHT,13.549999999999988
RIGHT,12,16,0,9,False,False,RIGHT,30,RIGHT,13.549999999999988
PRINT_POSITION,12,16,0,9,False,False,NIL,30,RIGHT,14.499999999999988
UP,12,15,0,9,False,False,UP,31,UP,14.499999999999988
PRINT_POSITION,12,15,0,9,False,False,NIL,31,UP,15.449999999999987
DOWN,12,16,0,9,False,False,DOWN,32,DOWN,15.449999999999987
PRINT_POSITION,12,16,0,9,False,False,NIL,32,DOWN,15.399999999999986
DOWN,12,17,0,9,False,False,DOWN,33,DOWN,15.399999999999986
PRINT_POSITION,12,17,0,9,False,False,NIL,33,DOWN,16.349999999999984
RIGHT,13,17,0,9,False,False,RIGHT,34,RIGHT,16.349999999999984
PRINT_POSITION,13,17,0,9,False,False,NIL,34,RIGHT,17.299999999999983
DOWN,13,18,0,9,False,False,DOWN,35,DOWN,17.299999999999983
PRINT_POSITION,13,18,0,9,False,False,NIL,35,DOWN,18.249999999999982
B,13,18,0,9,False,False,B,36,DOWN,18.249999999999982
PRINT_POSITION,13,18,0,9,False,False,NIL,36,DOWN,18.19999999999998
LEFT,12,18,0,9,False,False,LEFT,37,LEFT,18.19999999999998
PRINT_POSITION,12,18,0,9,False,False,NIL,37,LEFT,19.14999999999998
DOWN,12,19,0,9,False,False,DOWN,38,DOWN,19.14999999999998
PRINT_POSITION,12,19,0,9,False,False,NIL,38,DOWN,20.09999999999998
LEFT,11,19,0,9,False,False,LEFT,39,LEFT,20.09999999999998
PRINT_POSITION,11,19,0,9,False,False,NIL,39,LEFT,21.04999999999998
LEFT,10,19,0,9,False,False,LEFT,40,LEFT,21.04999999999998
PRINT_POSITION,10,19,0,9,False,False,NIL,40,LEFT,21.99999999999998
DOWN,10,19,0,9,False,False,DOWN,41,DOWN,21.99999999999998
PRINT_POSITION,10,19,0,9,False,False,NIL,41,DOWN,21.949999999999978
UP,10,18,0,9,False,False,UP,42,UP,21.949999999999978
PRINT_POSITION,10,18,0,9,False,False,NIL,42,UP,22.899999999999977
UP,10,17,0,9,False,False,UP,43,UP,22.899999999999977
PRINT_POSITION,10,17,0,9,False,False,NIL,43,UP,22.849999999999977
DOWN,10,18,0,9,False,False,DOWN,44,DOWN,22.849999999999977
PRINT_POSITION,10,18,0,9,False,False,NIL,44,DOWN,22.799999999999976
A,10,18,0,9,False,False,A,45,DOWN,22.799999999999976
PRINT_POSITION,10,18,0,9,False,False,NIL,45,DOWN,22.749999999999975
RIGHT,11,18,0,9,False,False,RIGHT,46,RIGHT,22.749999999999975
PRINT_POSITION,11,18,0,9,False,False,NIL,46,RIGHT,23.699999999999974
DOWN,11,19,0,9,False,False,DOWN,47,DOWN,23.699999999999974
PRINT_POSITION,11,19,0,9,False,False,NIL,47,DOWN,23.649999999999974
DOWN,11,19,0,9,False,False,DOWN,48,DOWN,23.649999999999974
PRINT_POSITION,11,19,0,9,False,False,NIL,48,DOWN,23.599999999999973
A,11,19,0,9,False,False,A,49,DOWN,23.599999999999973
PRINT_POSITION,11,19,0,9,False,False,NIL,49,DOWN,23.549999999999972
UP,11,18,0,9,False,False,UP,50,UP,23.549999999999972
PRINT_POSITION,11,18,0,9,False,False,NIL,50,UP,23.49999999999997
RIGHT,12,18,0,9,False,False,RIGHT,51,RIGHT,23.49999999999997
PRINT_POSITION,12,18,0,9,False,False,NIL,51,RIGHT,23.44999999999997
UP,12,17,0,9,False,False,UP,52,UP,23.44999999999997
PRINT_POSITION,12,17,0,9,False,False,NIL,52,UP,23.39999999999997
A,12,17,0,9,False,False,A,53,UP,23.39999999999997
PRINT_POSITION,12,17,0,9,False,False,NIL,53,UP,23.34999999999997
A,12,17,0,9,False,False,A,54,UP,23.34999999999997
PRINT_POSITION,12,17,0,9,False,False,NIL,54,UP,23.29999999999997
RIGHT,12,17,0,9,False,False,RIGHT,55,RIGHT,23.29999999999997
PRINT_POSITION,12,17,0,9,False,False,NIL,55,RIGHT,23.249999999999968
RIGHT,12,17,0,9,False,False,RIGHT,56,RIGHT,23.249999999999968
PRINT_POSITION,12,17,0,9,False,False,NIL,56,RIGHT,23.199999999999967
LEFT,11,17,0,9,False,False,LEFT,57,LEFT,23.199999999999967
PRINT_POSITION,11,17,0,9,False,False,NIL,57,LEFT,24.149999999999967
LEFT,10,17,0,9,False,False,LEFT,58,LEFT,24.149999999999967
PRINT_POSITION,10,17,0,9,False,False,NIL,58,LEFT,24.099999999999966
DOWN,10,18,0,9,False,False,DOWN,59,DOWN,24.099999999999966
PRINT_POSITION,10,18,0,9,False,False,NIL,59,DOWN,24.049999999999965
UP,10,17,0,9,False,False,UP,60,UP,24.049999999999965
PRINT_POSITION,10,17,0,9,False,False,NIL,60,UP,23.999999999999964
DOWN,10,18,0,9,False,False,DOWN,61,DOWN,23.999999999999964
PRINT_POSITION,10,18,0,9,False,False,NIL,61,DOWN,23.949999999999964
A,10,18,0,9,False,False,A,62,DOWN,23.949999999999964
PRINT_POSITION,10,18,0,9,False,False,NIL,62,DOWN,23.899999999999963
UP,10,17,0,9,False,False,UP,63,UP,23.899999999999963
PRINT_POSITION,10,17,0,9,False,False,NIL,63,UP,23.849999999999962
RIGHT,11,17,0,9,False,False,RIGHT,64,RIGHT,23.849999999999962
PRINT_POSITION,11,17,0,9,False,False,NIL,64,RIGHT,23.79999999999996
LEFT,10,17,0,9,False,False,LEFT,65,LEFT,23.79999999999996
PRINT_POSITION,10,17,0,9,False,False,NIL,65,LEFT,23.74999999999996
A,10,17,0,9,False,False,A,66,LEFT,23.74999999999996
PRINT_POSITION,10,17,0,9,False,False,NIL,66,LEFT,23.69999999999996
UP,10,16,0,9,False,False,UP,67,UP,23.69999999999996
PRINT_POSITION,10,16,0,9,False,False,NIL,67,UP,23.64999999999996
RIGHT,11,16,0,9,False,False,RIGHT,68,RIGHT,23.64999999999996
PRINT_POSITION,11,16,0,9,False,False,NIL,68,RIGHT,23.59999999999996
DOWN,11,17,0,9,False,False,DOWN,69,DOWN,23.59999999999996
PRINT_POSITION,11,17,0,9,False,False,NIL,69,DOWN,23.549999999999958
A,11,17,0,9,False,False,A,70,DOWN,23.549999999999958
PRINT_POSITION,11,17,0,9,False,False,NIL,70,DOWN,23.499999999999957
LEFT,10,17,0,9,False,False,LEFT,71,LEFT,23.499999999999957
PRINT_POSITION,10,17,0,9,False,False,NIL,71,LEFT,23.449999999999957
LEFT,9,17,0,9,False,False,LEFT,72,LEFT,23.449999999999957
PRINT_POSITION,9,17,0,9,False,False,NIL,72,LEFT,24.399999999999956
LEFT,8,17,0,9,False,False,LEFT,73,LEFT,24.399999999999956
PRINT_POSITION,8,17,0,9,False,False,NIL,73,LEFT,25.349999999999955
UP,8,17,0,9,False,False,UP,74,UP,25.349999999999955
PRINT_POSITION,8,17,0,9,False,False,NIL,74,UP,25.299999999999955
A,8,17,0,9,False,False,A,75,UP,25.299999999999955
PRINT_POSITION,8,17,0,9,False,False,NIL,75,UP,25.249999999999954
A,8,17,0,9,False,False,A,76,UP,25.249999999999954
PRINT_POSITION,8,17,0,9,False,False,NIL,76,UP,25.199999999999953
A,8,17,0,9,False,False,A,77,UP,25.199999999999953
PRINT_POSITION,8,17,0,9,False,False,NIL,77,UP,25.149999999999952
A,8,17,0,9,False,False,A,78,UP,25.149999999999952
PRINT_POSITION,8,17,0,9,False,False,NIL,78,UP,25.09999999999995
DOWN,8,18,0,9,False,False,DOWN,79,DOWN,25.09999999999995
PRINT_POSITION,8,18,0,9,False,False,NIL,79,DOWN,26.04999999999995
DOWN,8,19,0,9,False,False,DOWN,80,DOWN,26.04999999999995
PRINT_POSITION,8,19,0,9,False,False,NIL,80,DOWN,26.99999999999995
LEFT,7,19,0,9,False,False,LEFT,81,LEFT,26.99999999999995
PRINT_POSITION,7,19,0,9,False,False,NIL,81,LEFT,27.94999999999995
LEFT,6,19,0,9,False,False,LEFT,82,LEFT,27.94999999999995
PRINT_POSITION,6,19,0,9,False,False,NIL,82,LEFT,28.89999999999995
LEFT,5,19,0,9,False,False,LEFT,83,LEFT,28.89999999999995
PRINT_POSITION,5,19,0,9,False,False,NIL,83,LEFT,29.849999999999948
DOWN,5,19,0,9,False,False,DOWN,84,DOWN,29.849999999999948
PRINT_POSITION,5,19,0,9,False,False,NIL,84,DOWN,29.799999999999947
B,5,19,0,9,False,False,B,85,DOWN,29.799999999999947
PRINT_POSITION,5,19,0,9,False,False,NIL,85,DOWN,29.749999999999947
UP,5,18,0,9,False,False,UP,86,UP,29.749999999999947
PRINT_POSITION,5,18,0,9,False,False,NIL,86,UP,30.699999999999946
B,5,18,0,9,False,False,B,87,UP,30.699999999999946
PRINT_POSITION,5,18,0,9,False,False,NIL,87,UP,30.649999999999945
RIGHT,6,18,0,9,False,False,RIGHT,88,RIGHT,30.649999999999945
PRINT_POSITION,6,18,0,9,False,False,NIL,88,RIGHT,31.599999999999945
LEFT,5,18,0,9,False,False,LEFT,89,LEFT,31.599999999999945
PRINT_POSITION,5,18,0,9,False,False,NIL,89,LEFT,31.549999999999944
A,5,18,0,9,False,False,A,90,LEFT,31.549999999999944
PRINT_POSITION,5,18,0,9,False,False,NIL,90,LEFT,31.499999999999943
UP,5,17,0,9,False,False,UP,91,UP,31.499999999999943
PRINT_POSITION,5,17,0,9,False,False,NIL,91,UP,32.449999999999946
RIGHT,5,17,0,9,False,False,RIGHT,92,RIGHT,32.449999999999946
PRINT_POSITION,5,17,0,9,False,False,NIL,92,RIGHT,32.39999999999995
A,5,17,0,9,False,False,A,93,RIGHT,32.39999999999995
PRINT_POSITION,5,17,0,9,False,False,NIL,93,RIGHT,32.34999999999995
LEFT,5,17,0,9,False,False,LEFT,94,RIGHT,32.34999999999995
