inputtedAction,x,y,mapBank,mapNum,isInBattle,isDone,executedStep,currentSteps,facingDirection,reward
PRINT_POSITION,9,10,0,9,False,False,NIL,0,DOWN,0
DOWN,9,11,0,9,False,False,DOWN,1,DOWN,0
PRINT_POSITION,9,11,0,9,False,False,NIL,1,DOWN,0.95
RIGHT,10,11,0,9,False,False,RIGHT,2,RIGHT,0.95
PRINT_POSITION,10,11,0,9,False,False,NIL,2,RIGHT,1.9
UP,10,10,0,9,False,False,UP,3,UP,1.9
PRINT_POSITION,10,10,0,9,False,False,NIL,3,UP,2.85
RIGHT,11,10,0,9,False,False,RIGHT,4,RIGHT,2.85
PRINT_POSITION,11,10,0,9,False,False,NIL,4,RIGHT,3.8000000000000003
UP,11,9,0,9,False,False,UP,5,UP,3.8000000000000003
PRINT_POSITION,11,9,0,9,False,False,NIL,5,UP,4.750000000000001
RIGHT,12,9,0,9,False,False,RIGHT,6,RIGHT,4.750000000000001
PRINT_POSITION,12,9,0,9,False,False,NIL,6,RIGHT,5.700000000000001
A,12,9,0,9,False,False,A,7,RIGHT,5.700000000000001
PRINT_POSITION,12,9,0,9,False,False,NIL,7,RIGHT,5.650000000000001
A,12,9,0,9,False,False,A,8,RIGHT,5.650000000000001
PRINT_POSITION,12,9,0,9,False,False,NIL,8,RIGHT,5.600000000000001
UP,12,9,0,9,False,False,UP,9,UP,5.600000000000001
PRINT_POSITION,12,9,0,9,False,False,NIL,9,UP,5.550000000000002
A,12,9,0,9,False,False,A,10,UP,5.550000000000002
PRINT_POSITION,12,9,0,9,False,False,NIL,10,UP,5.500000000000002
A,12,9,0,9,False,False,A,11,UP,5.500000000000002
PRINT_POSITION,12,9,0,9,False,False,NIL,11,UP,5.450000000000002
A,12,9,0,9,False,False,A,12,UP,5.450000000000002
PRINT_POSITION,12,9,0,9,False,False,NIL,12,UP,5.400000000000002
A,12,9,0,9,False,False,A,13,UP,5.400000000000002
PRINT_POSITION,12,9,0,9,False,False,NIL,13,UP,5.350000000000002
A,12,9,0,9,False,False,A,14,UP,5.350000000000002
PRINT_POSITION,12,9,0,9,False,False,NIL,14,UP,5.3000000000000025
A,12,9,0,9,False,False,A,15,UP,5.3000000000000025
PRINT_POSITION,12,9,0,9,False,False,NIL,15,UP,5.250000000000003
A,12,9,0,9,False,False,A,16,UP,5.250000000000003
PRINT_POSITION,12,9,0,9,False,False,NIL,16,UP,5.200000000000003
A,12,9,0,9,False,False,A,17,UP,5.200000000000003
PRINT_POSITION,12,9,0,9,False,False,NIL,17,UP,5.150000000000003
RIGHT,13,9,0,9,False,False,RIGHT,18,RIGHT,5.150000000000003
PRINT_POSITION,13,9,0,9,False,False,NIL,18,RIGHT,6.100000000000003
LEFT,12,9,0,9,False,False,LEFT,19,LEFT,6.100000000000003
PRINT_POSITION,12,9,0,9,False,False,NIL,19,LEFT,6.050000000000003
A,12,9,0,9,False,False,A,20,LEFT,6.050000000000003
PRINT_POSITION,12,9,0,9,False,False,NIL,20,LEFT,6.0000000000000036
B,12,9,0,9,False,False,B,21,LEFT,6.0000000000000036
PRINT_POSITION,12,9,0,9,False,False,NIL,21,LEFT,5.950000000000004
A,12,9,0,9,False,False,A,22,LEFT,5.950000000000004
PRINT_POSITION,12,9,0,9,False,False,NIL,22,LEFT,5.900000000000004
A,12,9,0,9,False,False,A,23,LEFT,5.900000000000004
PRINT_POSITION,12,9,0,9,False,False,NIL,23,LEFT,5.850000000000004
A,12,9,0,9,False,False,A,24,LEFT,5.850000000000004
PRINT_POSITION,12,9,0,9,False,False,NIL,24,LEFT,5.800000000000004
A,12,9,0,9,False,False,A,25,LEFT,5.800000000000004
PRINT_POSITION,12,9,0,9,False,False,NIL,25,LEFT,5.750000000000004
A,12,9,0,9,False,False,A,26,LEFT,5.750000000000004
PRINT_POSITION,12,9,0,9,False,False,NIL,26,LEFT,5.700000000000005
A,12,9,0,9,False,False,A,27,LEFT,5.700000000000005
PRINT_POSITION,12,9,0,9,False,False,NIL,27,LEFT,5.650000000000005
A,12,9,0,9,False,False,A,28,LEFT,5.650000000000005
PRINT_POSITION,12,9,0,9,False,False,NIL,28,LEFT,5.600000000000005
A,12,9,0,9,False,False,A,29,LEFT,5.600000000000005
PRINT_POSITION,12,9,0,9,False,False,NIL,29,LEFT,5.550000000000005
A,12,9,0,9,False,False,A,30,LEFT,5.550000000000005
PRINT_POSITION,12,9,0,9,False,False,NIL,30,LEFT,5.500000000000005
A,12,9,0,9,False,False,A,31,LEFT,5.500000000000005
PRINT_POSITION,12,9,0,9,False,False,NIL,31,LEFT,5.4500000000000055
A,12,9,0,9,False,False,A,32,LEFT,5.4500000000000055
PRINT_POSITION,12,9,0,9,False,False,NIL,32,LEFT,5.400000000000006
A,12,9,0,9,False,False,A,33,LEFT,5.400000000000006
PRINT_POSITION,12,9,0,9,False,False,NIL,33,LEFT,5.350000000000006
A,12,9,0,9,False,False,A,34,LEFT,5.350000000000006
PRINT_POSITION,12,9,0,9,False,False,NIL,34,LEFT,5.300000000000006
A,12,9,0,9,False,False,A,35,LEFT,5.300000000000006
PRINT_POSITION,12,9,0,9,False,False,NIL,35,LEFT,5.250000000000006
DOWN,12,10,0,9,False,False,DOWN,36,DOWN,5.250000000000006
PRINT_POSITION,12,10,0,9,False,False,NIL,36,DOWN,6.200000000000006
LEFT,11,10,0,9,False,False,LEFT,37,LEFT,6.200000000000006
PRINT_POSITION,11,10,0,9,False,False,NIL,37,LEFT,6.150000000000007
UP,11,9,0,9,False,False,UP,38,UP,6.150000000000007
PRINT_POSITION,11,9,0,9,False,False,NIL,38,UP,6.100000000000007
A,11,9,0,9,False,False,A,39,UP,6.100000000000007
PRINT_POSITION,11,9,0,9,False,False,NIL,39,UP,6.050000000000007
A,11,9,0,9,False,False,A,40,UP,6.050000000000007
PRINT_POSITION,11,9,0,9,False,False,NIL,40,UP,6.000000000000007
A,11,9,0,9,False,False,A,41,UP,6.000000000000007
PRINT_POSITION,11,9,0,9,False,False,NIL,41,UP,5.950000000000007
A,11,9,0,9,False,False,A,42,UP,5.950000000000007
PRINT_POSITION,11,9,0,9,False,False,NIL,42,UP,5.9000000000000075
A,11,9,0,9,False,False,A,43,UP,5.9000000000000075
PRINT_POSITION,11,9,0,9,False,False,NIL,43,UP,5.850000000000008
A,11,9,0,9,False,False,A,44,UP,5.850000000000008
PRINT_POSITION,11,9,0,9,False,False,NIL,44,UP,5.800000000000008
A,11,9,0,9,False,False,A,45,UP,5.800000000000008
PRINT_POSITION,11,9,0,9,False,False,NIL,45,UP,5.750000000000008
A,11,9,0,9,False,False,A,46,UP,5.750000000000008
PRINT_POSITION,11,9,0,9,False,False,NIL,46,UP,5.700000000000008
A,11,9,0,9,False,False,A,47,UP,5.700000000000008
PRINT_POSITION,11,9,0,9,False,False,NIL,47,UP,5.650000000000008
A,11,9,0,9,False,False,A,48,UP,5.650000000000008
PRINT_POSITION,11,9,0,9,False,False,NIL,48,UP,5.6000000000000085
A,11,9,0,9,False,False,A,49,UP,5.6000000000000085
PRINT_POSITION,11,9,0,9,False,False,NIL,49,UP,5.550000000000009
A,11,9,0,9,False,False,A,50,UP,5.550000000000009
PRINT_POSITION,11,9,0,9,False,False,NIL,50,UP,5.500000000000009
A,11,9,0,9,False,False,A,51,UP,5.500000000000009
PRINT_POSITION,11,9,0,9,False,False,NIL,51,UP,5.450000000000009
A,11,9,0,9,False,False,A,52,UP,5.450000000000009
PRINT_POSITION,11,9,0,9,False,False,NIL,52,UP,5.400000000000009
A,11,9,0,9,False,False,A,53,UP,5.400000000000009
PRINT_POSITION,11,9,0,9,False,False,NIL,53,UP,5.350000000000009
A,11,9,0,9,False,False,A,54,UP,5.350000000000009
PRINT_POSITION,11,9,0,9,False,False,NIL,54,UP,5.30000000000001
A,11,9,0,9,False,False,A,55,UP,5.30000000000001
PRINT_POSITION,11,9,0,9,False,False,NIL,55,UP,5.25000000000001
A,11,9,0,9,False,False,A,56,UP,5.25000000000001
PRINT_POSITION,11,9,0,9,False,False,NIL,56,UP,5.20000000000001
A,11,9,0,9,False,False,A,57,UP,5.20000000000001
PRINT_POSITION,11,9,0,9,False,False,NIL,57,UP,5.15000000000001
LEFT,10,9,0,9,False,False,LEFT,58,LEFT,5.15000000000001
PRINT_POSITION,10,9,0,9,False,False,NIL,58,LEFT,6.10000000000001
UP,10,8,0,9,False,False,UP,59,UP,6.10000000000001
PRINT_POSITION,10,8,0,9,False,False,NIL,59,UP,7.0500000000000105
A,10,8,0,9,False,False,A,60,UP,7.0500000000000105
PRINT_POSITION,10,8,0,9,False,False,NIL,60,UP,7.000000000000011
UP,10,7,0,9,False,False,UP,61,UP,7.000000000000011
PRINT_POSITION,10,7,0,9,False,False,NIL,61,UP,7.950000000000011
RIGHT,11,7,0,9,False,False,RIGHT,62,RIGHT,7.950000000000011
PRINT_POSITION,11,7,0,9,False,False,NIL,62,RIGHT,8.90000000000001
A,11,7,0,9,False,False,A,63,RIGHT,8.90000000000001
PRINT_POSITION,11,7,0,9,False,False,NIL,63,RIGHT,8.850000000000009
