inputtedAction,x,y,mapBank,mapNum,isInBattle,isDone,executedStep,currentSteps,reward
START,10,9,0,9,False,False,START,2,0.9
START,10,9,0,9,False,False,START,3,0.8
START,10,9,0,9,False,False,START,4,0.7000000000000001
START,10,9,0,9,False,False,START,5,0.6000000000000001
LEFT,9,9,0,9,False,False,LEFT,6,1.5
UP,9,8,0,9,False,False,UP,7,2.4
RIGHT,10,8,0,9,False,False,RIGHT,8,3.3
DOWN,10,9,0,9,False,False,DOWN,9,3.1999999999999997
UP,10,8,0,9,False,False,UP,10,3.0999999999999996
UP,10,7,0,9,False,False,UP,11,3.9999999999999996
START,10,7,0,9,False,False,START,12,3.8999999999999995
START,10,7,0,9,False,False,START,13,3.7999999999999994
DOWN,10,8,0,9,False,False,DOWN,14,3.6999999999999993
DOWN,10,9,0,9,False,False,DOWN,15,3.599999999999999
UP,10,8,0,9,False,False,UP,16,3.499999999999999
UP,10,7,0,9,False,False,UP,17,3.399999999999999
UP,10,6,0,9,False,False,UP,18,4.299999999999999
LEFT,9,6,0,9,False,False,LEFT,19,5.199999999999999
RIGHT,10,6,0,9,False,False,RIGHT,20,5.1
RIGHT,11,6,0,9,False,False,RIGHT,21,6.0
RIGHT,12,6,0,9,False,False,RIGHT,22,6.9
RIGHT,12,6,0,9,False,False,RIGHT,23,6.800000000000001
UP,12,5,0,9,False,False,UP,24,7.700000000000001
UP,12,4,0,9,False,False,UP,25,8.600000000000001
RIGHT,13,4,0,9,False,False,RIGHT,26,9.500000000000002
RIGHT,14,4,0,9,False,False,RIGHT,27,10.400000000000002
UP,14,3,0,9,False,False,UP,28,11.300000000000002
LEFT,13,3,0,9,False,False,LEFT,29,12.200000000000003
LEFT,12,3,0,9,False,False,LEFT,30,13.100000000000003
LEFT,11,3,0,9,False,False,LEFT,31,14.000000000000004
LEFT,10,3,0,9,False,False,LEFT,32,14.900000000000004
UP,10,2,0,9,False,False,UP,33,15.800000000000004
UP,10,1,0,9,False,False,UP,34,16.700000000000003
UP,10,0,0,9,False,False,UP,35,17.6
UP,10,19,0,16,False,True,UP,36,68.5
