inputtedAction,x,y,mapBank,mapNum,isInBattle,isDone,executedStep,currentSteps,reward
LEFT,7,18,0,10,False,False,LEFT,1,0.9
LEFT,6,18,0,10,False,False,LEFT,2,1.7999999999999998
LEFT,5,18,0,10,False,False,LEFT,3,2.6999999999999997
UP,5,17,0,10,False,False,UP,4,3.5999999999999996
UP,5,16,0,10,False,False,UP,5,4.5
UP,5,15,0,10,False,False,UP,6,5.4
UP,5,14,0,10,False,False,UP,7,6.300000000000001
UP,5,13,0,10,False,False,UP,8,7.200000000000001
UP,5,12,0,10,False,False,UP,9,8.100000000000001
LEFT,46,10,0,17,False,False,LEFT,10,9.000000000000002
RIGHT,2,7,0,17,False,False,RIGHT,11,9.900000000000002
LEFT,1,7,0,17,False,False,LEFT,12,10.800000000000002
LEFT,0,7,0,17,False,False,LEFT,13,11.700000000000003
LEFT,29,17,0,0,False,False,LEFT,14,12.600000000000003
LEFT,28,17,0,0,False,False,LEFT,15,13.500000000000004
LEFT,27,17,0,0,False,False,LEFT,16,14.400000000000004
LEFT,39,63,0,19,False,False,LEFT,17,15.300000000000004
LEFT,38,63,0,19,False,False,LEFT,18,16.200000000000003
LEFT,33,35,24,11,False,False,LEFT,19,17.1
RIGHT,25,26,0,19,False,False,RIGHT,20,18.0
DOWN,17,53,0,3,False,False,DOWN,21,18.9
UP,5,18,11,3,False,False,UP,22,19.799999999999997
