inputtedAction,x,y,mapBank,mapNum,isInBattle,isDone,executedStep,currentSteps
L,10,9,0,9,False,False,L,1
RIGHT,11,9,0,9,False,False,RIGHT,2
B,11,9,0,9,False,False,B,3
DOWN,11,10,0,9,False,False,DOWN,4
SELECT,11,10,0,9,False,False,SELECT,5
LEFT,10,10,0,9,False,False,LEFT,6
START,10,10,0,9,False,False,START,7
A,10,10,0,9,False,False,A,8
RIGHT,11,10,0,9,False,False,RIGHT,9
R,11,10,0,9,False,False,R,10
SELECT,11,10,0,9,False,False,SELECT,11
START,11,10,0,9,False,False,START,12
UP,11,10,0,9,False,False,UP,13
A,11,10,0,9,False,False,A,14
SELECT,11,10,0,9,False,False,SELECT,15
DOWN,11,10,0,9,False,False,DOWN,16
LEFT,11,10,0,9,False,False,LEFT,17
DOWN,11,10,0,9,False,False,DOWN,18
R,11,10,0,9,False,False,R,19
LEFT,11,10,0,9,False,False,LEFT,20
R,11,10,0,9,False,False,R,21
DOWN,11,10,0,9,False,False,DOWN,22
RIGHT,11,10,0,9,False,False,RIGHT,23
START,11,10,0,9,False,False,START,24
L,11,10,0,9,False,False,L,25
SELECT,11,10,0,9,False,False,SELECT,26
SELECT,11,10,0,9,False,False,SELECT,27
L,11,10,0,9,False,False,L,28
A,11,10,0,9,False,False,A,29
RIGHT,12,10,0,9,False,False,RIGHT,30
UP,12,9,0,9,False,False,UP,31
RIGHT,13,9,0,9,False,False,RIGHT,32
RIGHT,14,9,0,9,False,False,RIGHT,33
L,14,9,0,9,False,False,L,34
R,14,9,0,9,False,False,R,35
B,14,9,0,9,False,False,B,36
DOWN,14,10,0,9,False,False,DOWN,37
UP,14,9,0,9,False,False,UP,38
DOWN,14,10,0,9,False,False,DOWN,39
DOWN,14,11,0,9,False,False,DOWN,40
R,14,11,0,9,False,False,R,41
SELECT,14,11,0,9,False,False,SELECT,42
A,14,11,0,9,False,False,A,43
UP,14,11,0,9,False,False,UP,44
B,14,11,0,9,False,False,B,45
SELECT,14,11,0,9,False,False,SELECT,46
L,14,11,0,9,False,False,L,47
DOWN,14,11,0,9,False,False,DOWN,48
START,14,11,0,9,False,False,START,49
LEFT,14,11,0,9,False,False,LEFT,50
LEFT,14,11,0,9,False,False,LEFT,51
START,14,11,0,9,False,False,START,52
SELECT,14,11,0,9,False,False,SELECT,53
B,14,11,0,9,False,False,B,54
A,14,11,0,9,False,False,A,55
SELECT,14,11,0,9,False,False,SELECT,56
DOWN,14,11,0,9,False,False,DOWN,57
LEFT,14,11,0,9,False,False,LEFT,58
A,14,11,0,9,False,False,A,59
DOWN,14,11,0,9,False,False,DOWN,60
L,14,11,0,9,False,False,L,61
B,14,11,0,9,False,False,B,62
UP,14,10,0,9,False,False,UP,63
RIGHT,15,10,0,9,False,False,RIGHT,64
START,15,10,0,9,False,False,START,65
A,15,10,0,9,False,False,A,66
LEFT,15,10,0,9,False,False,LEFT,67
UP,15,10,0,9,False,False,UP,68
B,15,10,0,9,False,False,B,69
L,15,10,0,9,False,False,L,70
START,15,10,0,9,False,False,START,71
DOWN,15,10,0,9,False,False,DOWN,72
RIGHT,15,10,0,9,False,False,RIGHT,73
UP,15,10,0,9,False,False,UP,74
SELECT,15,10,0,9,False,False,SELECT,75
LEFT,15,10,0,9,False,False,LEFT,76
LEFT,15,10,0,9,False,False,LEFT,77
LEFT,15,10,0,9,False,False,LEFT,78
DOWN,15,10,0,9,False,False,DOWN,79
START,15,10,0,9,False,False,START,80
LEFT,15,10,0,9,False,False,LEFT,81
RIGHT,15,10,0,9,False,False,RIGHT,82
RIGHT,15,10,0,9,False,False,RIGHT,83
RIGHT,15,10,0,9,False,False,RIGHT,84
RIGHT,15,10,0,9,False,False,RIGHT,85
SELECT,15,10,0,9,False,False,SELECT,86
R,15,10,0,9,False,False,R,87
RIGHT,15,10,0,9,False,False,RIGHT,88
R,15,10,0,9,False,False,R,89
DOWN,15,10,0,9,False,False,DOWN,90
B,15,10,0,9,False,False,B,91
START,15,10,0,9,False,False,START,92
R,15,10,0,9,False,False,R,93
R,15,10,0,9,False,False,R,94
START,15,10,0,9,False,False,START,95
UP,15,9,0,9,False,False,UP,96
SELECT,15,9,0,9,False,False,SELECT,97
UP,15,9,0,9,False,False,UP,98
R,15,9,0,9,False,False,R,99
R,15,9,0,9,False,False,R,100
LEFT,14,9,0,9,False,False,LEFT,101
SELECT,14,9,0,9,False,False,SELECT,102
A,14,9,0,9,False,False,A,103
UP,14,9,0,9,False,False,UP,104
SELECT,14,8,0,9,False,False,SELECT,105
SELECT,14,8,0,9,False,False,SELECT,106
LEFT,14,8,0,9,False,False,LEFT,107
RIGHT,2,8,1,2,False,False,RIGHT,108
R,2,8,1,2,False,False,R,109
START,2,8,1,2,False,False,START,110
RIGHT,2,8,1,2,False,False,RIGHT,111
B,2,8,1,2,False,False,B,112
DOWN,2,8,1,2,False,False,DOWN,113
R,14,8,0,9,False,False,R,114
SELECT,14,9,0,9,False,False,SELECT,115
UP,14,9,0,9,False,False,UP,116
B,14,9,0,9,False,False,B,117
R,14,9,0,9,False,False,R,118
RIGHT,15,9,0,9,False,False,RIGHT,119
L,15,9,0,9,False,False,L,120
SELECT,15,9,0,9,False,False,SELECT,121
R,15,9,0,9,False,False,R,122
DOWN,15,9,0,9,False,False,DOWN,123
A,15,9,0,9,False,False,A,124
L,15,9,0,9,False,False,L,125
START,15,9,0,9,False,False,START,126
R,15,9,0,9,False,False,R,127
R,15,9,0,9,False,False,R,128
L,15,9,0,9,False,False,L,129
START,15,9,0,9,False,False,START,130
LEFT,15,9,0,9,False,False,LEFT,131
UP,15,9,0,9,False,False,UP,132
RIGHT,15,9,0,9,False,False,RIGHT,133
L,15,9,0,9,False,False,L,134
R,15,9,0,9,False,False,R,135
RIGHT,15,9,0,9,False,False,RIGHT,136
B,15,9,0,9,False,False,B,137
UP,15,9,0,9,False,False,UP,138
START,15,9,0,9,False,False,START,139
UP,15,9,0,9,False,False,UP,140
START,15,9,0,9,False,False,START,141
START,15,9,0,9,False,False,START,142
UP,15,9,0,9,False,False,UP,143
R,15,9,0,9,False,False,R,144
UP,15,9,0,9,False,False,UP,145
START,15,9,0,9,False,False,START,146
B,15,9,0,9,False,False,B,147
DOWN,15,10,0,9,False,False,DOWN,148
R,15,10,0,9,False,False,R,149
RIGHT,16,10,0,9,False,False,RIGHT,150
B,16,10,0,9,False,False,B,151
DOWN,16,11,0,9,False,False,DOWN,152
L,16,11,0,9,False,False,L,153
B,16,11,0,9,False,False,B,154
DOWN,16,12,0,9,False,False,DOWN,155
DOWN,16,13,0,9,False,False,DOWN,156
A,16,13,0,9,False,False,A,157
LEFT,16,13,0,9,False,False,LEFT,158
R,16,13,0,9,False,False,R,159
UP,16,12,0,9,False,False,UP,160
RIGHT,17,12,0,9,False,False,RIGHT,161
SELECT,17,12,0,9,False,False,SELECT,162
LEFT,16,12,0,9,False,False,LEFT,163
R,16,12,0,9,False,False,R,164
LEFT,15,12,0,9,False,False,LEFT,165
L,15,12,0,9,False,False,L,166
B,15,12,0,9,False,False,B,167
UP,15,11,0,9,False,False,UP,168
DOWN,15,12,0,9,False,False,DOWN,169
R,15,12,0,9,False,False,R,170
LEFT,14,12,0,9,False,False,LEFT,171
START,14,12,0,9,False,False,START,172
L,14,12,0,9,False,False,L,173
LEFT,13,12,0,9,False,False,LEFT,174
B,13,12,0,9,False,False,B,175
L,13,12,0,9,False,False,L,176
A,13,12,0,9,False,False,A,177
UP,13,11,0,9,False,False,UP,178
SELECT,13,11,0,9,False,False,SELECT,179
START,13,11,0,9,False,False,START,180
B,13,11,0,9,False,False,B,181
UP,13,10,0,9,False,False,UP,182
DOWN,13,11,0,9,False,False,DOWN,183
UP,13,10,0,9,False,False,UP,184
DOWN,13,11,0,9,False,False,DOWN,185
A,13,11,0,9,False,False,A,186
SELECT,13,11,0,9,False,False,SELECT,187
UP,13,11,0,9,False,False,UP,188
R,13,11,0,9,False,False,R,189
B,13,11,0,9,False,False,B,190
SELECT,13,11,0,9,False,False,SELECT,191
B,13,11,0,9,False,False,B,192
B,13,11,0,9,False,False,B,193
L,13,11,0,9,False,False,L,194
DOWN,13,12,0,9,False,False,DOWN,195
A,13,12,0,9,False,False,A,196
A,13,12,0,9,False,False,A,197
RIGHT,14,12,0,9,False,False,RIGHT,198
A,14,12,0,9,False,False,A,199
L,14,12,0,9,False,False,L,200
DOWN,14,13,0,9,False,False,DOWN,201
DOWN,14,14,0,9,False,False,DOWN,202
LEFT,13,14,0,9,False,False,LEFT,203
LEFT,12,14,0,9,False,False,LEFT,204
L,12,14,0,9,False,False,L,205
UP,12,13,0,9,False,False,UP,206
START,12,13,0,9,False,False,START,207
SELECT,12,13,0,9,False,False,SELECT,208
L,12,13,0,9,False,False,L,209
DOWN,12,13,0,9,False,False,DOWN,210
START,12,13,0,9,False,False,START,211
DOWN,12,13,0,9,False,False,DOWN,212
LEFT,12,13,0,9,False,False,LEFT,213
UP,12,13,0,9,False,False,UP,214
SELECT,12,13,0,9,False,False,SELECT,215
B,12,13,0,9,False,False,B,216
L,12,13,0,9,False,False,L,217
A,12,13,0,9,False,False,A,218
R,12,13,0,9,False,False,R,219
SELECT,12,13,0,9,False,False,SELECT,220
START,12,13,0,9,False,False,START,221
DOWN,12,13,0,9,False,False,DOWN,222
START,12,13,0,9,False,False,START,223
START,12,13,0,9,False,False,START,224
RIGHT,12,13,0,9,False,False,RIGHT,225
UP,12,13,0,9,False,False,UP,226
R,12,13,0,9,False,False,R,227
SELECT,12,13,0,9,False,False,SELECT,228
B,12,13,0,9,False,False,B,229
DOWN,12,14,0,9,False,False,DOWN,230
LEFT,11,14,0,9,False,False,LEFT,231
LEFT,10,14,0,9,False,False,LEFT,232
START,10,14,0,9,False,False,START,233
A,10,14,0,9,False,False,A,234
A,10,14,0,9,False,False,A,235
SELECT,10,14,0,9,False,False,SELECT,236
L,10,14,0,9,False,False,L,237
R,10,14,0,9,False,False,R,238
R,10,14,0,9,False,False,R,239
