inputtedAction,x,y,mapBank,mapNum,isInBattle,isDone,executedStep,currentSteps
SELECT,10,9,0,9,False,False,SELECT,1
L,10,9,0,9,False,False,L,2
DOWN,10,9,0,9,False,False,DOWN,3
LEFT,10,9,0,9,False,False,LEFT,4
L,10,9,0,9,False,False,L,5
R,10,9,0,9,False,False,R,6
L,10,9,0,9,False,False,L,7
R,10,9,0,9,False,False,R,8
START,10,9,0,9,False,False,START,9
R,10,9,0,9,False,False,R,10
RIGHT,10,9,0,9,False,False,RIGHT,11
A,10,9,0,9,False,False,A,12
SELECT,10,9,0,9,False,False,SELECT,13
SELECT,10,9,0,9,False,False,SELECT,14
A,10,9,0,9,False,False,A,15
L,10,9,0,9,False,False,L,16
L,10,9,0,9,False,False,L,17
RIGHT,10,9,0,9,False,False,RIGHT,18
R,10,9,0,9,False,False,R,19
B,10,9,0,9,False,False,B,20
UP,10,8,0,9,False,False,UP,21
A,10,8,0,9,False,False,A,22
B,10,8,0,9,False,False,B,23
LEFT,9,8,0,9,False,False,LEFT,24
L,9,8,0,9,False,False,L,25
B,9,8,0,9,False,False,B,26
R,9,8,0,9,False,False,R,27
A,9,8,0,9,False,False,A,28
A,9,8,0,9,False,False,A,29
LEFT,8,8,0,9,False,False,LEFT,30
A,8,8,0,9,False,False,A,31
UP,8,8,0,9,False,False,UP,32
UP,8,8,0,9,False,False,UP,33
A,8,8,0,9,False,False,A,34
A,8,8,0,9,False,False,A,35
R,8,8,0,9,False,False,R,36
RIGHT,8,8,0,9,False,False,RIGHT,37
UP,8,8,0,9,False,False,UP,38
LEFT,8,8,0,9,False,False,LEFT,39
RIGHT,8,8,0,9,False,False,RIGHT,40
A,8,8,0,9,False,False,A,41
LEFT,8,8,0,9,False,False,LEFT,42
RIGHT,9,8,0,9,False,False,RIGHT,43
DOWN,9,9,0,9,False,False,DOWN,44
SELECT,9,9,0,9,False,False,SELECT,45
RIGHT,10,9,0,9,False,False,RIGHT,46
B,10,9,0,9,False,False,B,47
DOWN,10,10,0,9,False,False,DOWN,48
L,10,10,0,9,False,False,L,49
LEFT,9,10,0,9,False,False,LEFT,50
START,9,10,0,9,False,False,START,51
L,9,10,0,9,False,False,L,52
A,9,10,0,9,False,False,A,53
SELECT,9,10,0,9,False,False,SELECT,54
B,9,10,0,9,False,False,B,55
