inputtedAction,x,y,mapBank,mapNum,isInBattle,isDone,executedStep,currentSteps
L,10,9,0,9,False,False,L,1
L,10,9,0,9,False,False,L,2
SELECT,10,9,0,9,False,False,SELECT,3
SELECT,10,9,0,9,False,False,SELECT,4
R,10,9,0,9,False,False,R,5
R,10,9,0,9,False,False,R,6
L,10,9,0,9,False,False,L,7
L,10,9,0,9,False,False,L,8
DOWN,10,9,0,9,False,False,DOWN,9
L,10,9,0,9,False,False,L,10
LEFT,10,9,0,9,False,False,LEFT,11
START,10,9,0,9,False,False,START,12
UP,10,9,0,9,False,False,UP,13
SELECT,10,9,0,9,False,False,SELECT,14
LEFT,10,9,0,9,False,False,LEFT,15
A,10,9,0,9,False,False,A,16
UP,10,8,0,9,False,False,UP,17
DOWN,10,9,0,9,False,False,DOWN,18
LEFT,9,9,0,9,False,False,LEFT,19
A,9,9,0,9,False,False,A,20
RIGHT,10,9,0,9,False,False,RIGHT,21
A,10,9,0,9,False,False,A,22
UP,10,8,0,9,False,False,UP,23
R,10,8,0,9,False,False,R,24
UP,10,7,0,9,False,False,UP,25
R,10,7,0,9,False,False,R,26
SELECT,10,7,0,9,False,False,SELECT,27
DOWN,10,7,0,9,False,False,DOWN,28
DOWN,10,7,0,9,False,False,DOWN,29
UP,10,7,0,9,False,False,UP,30
L,10,7,0,9,False,False,L,31
DOWN,10,7,0,9,False,False,DOWN,32
A,10,7,0,9,False,False,A,33
DOWN,10,8,0,9,False,False,DOWN,34
START,10,8,0,9,False,False,START,35
RIGHT,11,8,0,9,False,False,RIGHT,36
L,11,8,0,9,False,False,L,37
B,11,8,0,9,False,False,B,38
LEFT,10,8,0,9,False,False,LEFT,39
UP,10,7,0,9,False,False,UP,40
B,10,7,0,9,False,False,B,41
DOWN,10,8,0,9,False,False,DOWN,42
RIGHT,11,8,0,9,False,False,RIGHT,43
L,11,8,0,9,False,False,L,44
RIGHT,11,8,0,9,False,False,RIGHT,45
RIGHT,11,8,0,9,False,False,RIGHT,46
L,11,8,0,9,False,False,L,47
A,11,8,0,9,False,False,A,48
A,11,8,0,9,False,False,A,49
L,11,8,0,9,False,False,L,50
START,11,8,0,9,False,False,START,51
SELECT,11,8,0,9,False,False,SELECT,52
B,11,8,0,9,False,False,B,53
UP,11,7,0,9,False,False,UP,54
SELECT,11,7,0,9,False,False,SELECT,55
A,11,7,0,9,False,False,A,56
LEFT,10,7,0,9,False,False,LEFT,57
LEFT,9,7,0,9,False,False,LEFT,58
RIGHT,10,7,0,9,False,False,RIGHT,59
R,10,7,0,9,False,False,R,60
LEFT,9,7,0,9,False,False,LEFT,61
START,9,7,0,9,False,False,START,62
RIGHT,10,7,0,9,False,False,RIGHT,63
UP,10,6,0,9,False,False,UP,64
LEFT,9,6,0,9,False,False,LEFT,65
DOWN,9,7,0,9,False,False,DOWN,66
L,9,7,0,9,False,False,L,67
B,9,7,0,9,False,False,B,68
B,9,7,0,9,False,False,B,69
DOWN,9,8,0,9,False,False,DOWN,70
A,9,8,0,9,False,False,A,71
A,9,8,0,9,False,False,A,72
B,9,8,0,9,False,False,B,73
SELECT,9,8,0,9,False,False,SELECT,74
UP,9,8,0,9,False,False,UP,75
UP,9,8,0,9,False,False,UP,76
A,9,8,0,9,False,False,A,77
RIGHT,9,8,0,9,False,False,RIGHT,78
L,9,8,0,9,False,False,L,79
UP,9,8,0,9,False,False,UP,80
DOWN,9,8,0,9,False,False,DOWN,81
B,9,8,0,9,False,False,B,82
R,9,8,0,9,False,False,R,83
B,9,8,0,9,False,False,B,84
UP,9,7,0,9,False,False,UP,85
R,9,7,0,9,False,False,R,86
A,9,7,0,9,False,False,A,87
START,9,7,0,9,False,False,START,88
B,9,7,0,9,False,False,B,89
START,9,7,0,9,False,False,START,90
RIGHT,9,7,0,9,False,False,RIGHT,91
RIGHT,9,7,0,9,False,False,RIGHT,92
START,9,7,0,9,False,False,START,93
B,9,7,0,9,False,False,B,94
LEFT,8,7,0,9,False,False,LEFT,95
DOWN,8,8,0,9,False,False,DOWN,96
START,8,8,0,9,False,False,START,97
L,8,8,0,9,False,False,L,98
RIGHT,8,8,0,9,False,False,RIGHT,99
DOWN,8,8,0,9,False,False,DOWN,100
START,8,8,0,9,False,False,START,101
RIGHT,9,8,0,9,False,False,RIGHT,102
A,9,8,0,9,False,False,A,103
R,9,8,0,9,False,False,R,104
RIGHT,10,8,0,9,False,False,RIGHT,105
LEFT,9,8,0,9,False,False,LEFT,106
UP,9,7,0,9,False,False,UP,107
B,9,7,0,9,False,False,B,108
R,9,7,0,9,False,False,R,109
UP,9,6,0,9,False,False,UP,110
