inputtedAction,x,y,mapBank,mapNum,isInBattle,isDone,executedStep,currentSteps
A,10,9,0,9,False,False,A,1
B,10,9,0,9,False,False,B,2
LEFT,9,9,0,9,False,False,LEFT,3
R,9,9,0,9,False,False,R,4
SELECT,9,9,0,9,False,False,SELECT,5
UP,9,9,0,9,False,False,UP,6
A,9,9,0,9,False,False,A,7
A,9,9,0,9,False,False,A,8
DOWN,9,9,0,9,False,False,DOWN,9
DOWN,9,9,0,9,False,False,DOWN,10
SELECT,9,9,0,9,False,False,SELECT,11
LEFT,9,9,0,9,False,False,LEFT,12
RIGHT,9,9,0,9,False,False,RIGHT,13
R,9,9,0,9,False,False,R,14
B,9,9,0,9,False,False,B,15
LEFT,8,9,0,9,False,False,LEFT,16
A,8,9,0,9,False,False,A,17
R,8,9,0,9,False,False,R,18
B,8,9,0,9,False,False,B,19
DOWN,8,10,0,9,False,False,DOWN,20
R,8,10,0,9,False,False,R,21
LEFT,7,10,0,9,False,False,LEFT,22
RIGHT,8,10,0,9,False,False,RIGHT,23
R,8,10,0,9,False,False,R,24
LEFT,7,10,0,9,False,False,LEFT,25
L,7,10,0,9,False,False,L,26
DOWN,7,11,0,9,False,False,DOWN,27
START,7,11,0,9,False,False,START,28
UP,7,10,0,9,False,False,UP,29
START,7,10,0,9,False,False,START,30
RIGHT,8,10,0,9,False,False,RIGHT,31
SELECT,8,10,0,9,False,False,SELECT,32
SELECT,8,10,0,9,False,False,SELECT,33
B,8,10,0,9,False,False,B,34
LEFT,8,10,0,9,False,False,LEFT,35
DOWN,8,10,0,9,False,False,DOWN,36
A,8,10,0,9,False,False,A,37
START,8,10,0,9,False,False,START,38
A,8,10,0,9,False,False,A,39
R,8,10,0,9,False,False,R,40
RIGHT,8,10,0,9,False,False,RIGHT,41
R,8,10,0,9,False,False,R,42
UP,8,10,0,9,False,False,UP,43
A,8,10,0,9,False,False,A,44
SELECT,8,10,0,9,False,False,SELECT,45
RIGHT,8,10,0,9,False,False,RIGHT,46
START,8,10,0,9,False,False,START,47
A,8,10,0,9,False,False,A,48
LEFT,8,10,0,9,False,False,LEFT,49
START,8,10,0,9,False,False,START,50
START,8,10,0,9,False,False,START,51
UP,8,10,0,9,False,False,UP,52
A,8,10,0,9,False,False,A,53
B,8,10,0,9,False,False,B,54
L,8,10,0,9,False,False,L,55
R,8,10,0,9,False,False,R,56
B,8,10,0,9,False,False,B,57
LEFT,7,10,0,9,False,False,LEFT,58
RIGHT,8,10,0,9,False,False,RIGHT,59
START,8,10,0,9,False,False,START,60
LEFT,8,10,0,9,False,False,LEFT,61
R,8,10,0,9,False,False,R,62
LEFT,8,10,0,9,False,False,LEFT,63
SELECT,8,10,0,9,False,False,SELECT,64
RIGHT,8,10,0,9,False,False,RIGHT,65
RIGHT,8,10,0,9,False,False,RIGHT,66
LEFT,8,10,0,9,False,False,LEFT,67
B,8,10,0,9,False,False,B,68
UP,8,9,0,9,False,False,UP,69
B,8,9,0,9,False,False,B,70
LEFT,7,9,0,9,False,False,LEFT,71
A,7,9,0,9,False,False,A,72
START,7,9,0,9,False,False,START,73
L,7,9,0,9,False,False,L,74
RIGHT,7,9,0,9,False,False,RIGHT,75
R,7,9,0,9,False,False,R,76
LEFT,7,9,0,9,False,False,LEFT,77
A,7,9,0,9,False,False,A,78
SELECT,7,9,0,9,False,False,SELECT,79
R,7,9,0,9,False,False,R,80
DOWN,7,9,0,9,False,False,DOWN,81
DOWN,7,9,0,9,False,False,DOWN,82
RIGHT,7,9,0,9,False,False,RIGHT,83
UP,7,9,0,9,False,False,UP,84
B,7,9,0,9,False,False,B,85
SELECT,7,9,0,9,False,False,SELECT,86
L,7,9,0,9,False,False,L,87
B,7,9,0,9,False,False,B,88
R,7,9,0,9,False,False,R,89
RIGHT,7,9,0,9,False,False,RIGHT,90
UP,7,9,0,9,False,False,UP,91
RIGHT,7,9,0,9,False,False,RIGHT,92
L,7,9,0,9,False,False,L,93
RIGHT,7,9,0,9,False,False,RIGHT,94
START,7,9,0,9,False,False,START,95
START,7,9,0,9,False,False,START,96
A,7,9,0,9,False,False,A,97
SELECT,7,9,0,9,False,False,SELECT,98
R,7,9,0,9,False,False,R,99
A,7,9,0,9,False,False,A,100
R,7,9,0,9,False,False,R,101
START,7,9,0,9,False,False,START,102
UP,7,9,0,9,False,False,UP,103
LEFT,7,9,0,9,False,False,LEFT,104
B,7,9,0,9,False,False,B,105
R,7,9,0,9,False,False,R,106
RIGHT,7,9,0,9,False,False,RIGHT,107
A,7,9,0,9,False,False,A,108
A,7,9,0,9,False,False,A,109
L,7,9,0,9,False,False,L,110
UP,7,9,0,9,False,False,UP,111
L,7,9,0,9,False,False,L,112
SELECT,7,9,0,9,False,False,SELECT,113
START,7,9,0,9,False,False,START,114
L,7,9,0,9,False,False,L,115
LEFT,7,9,0,9,False,False,LEFT,116
UP,7,9,0,9,False,False,UP,117
R,7,9,0,9,False,False,R,118
R,7,9,0,9,False,False,R,119
START,7,9,0,9,False,False,START,120
DOWN,7,10,0,9,False,False,DOWN,121
