inputtedAction,x,y,mapBank,mapNum,isInBattle,isDone,executedStep,currentSteps
L,10,9,0,9,False,False,L,1
SELECT,10,9,0,9,False,False,SELECT,2
B,10,9,0,9,False,False,B,3
START,10,9,0,9,False,False,START,4
DOWN,10,9,0,9,False,False,DOWN,5
DOWN,10,9,0,9,False,False,DOWN,6
SELECT,10,9,0,9,False,False,SELECT,7
RIGHT,10,9,0,9,False,False,RIGHT,8
UP,10,9,0,9,False,False,UP,9
SELECT,10,9,0,9,False,False,SELECT,10
A,10,9,0,9,False,False,A,11
RIGHT,11,9,0,9,False,False,RIGHT,12
B,11,9,0,9,False,False,B,13
L,11,9,0,9,False,False,L,14
DOWN,11,10,0,9,False,False,DOWN,15
DOWN,11,11,0,9,False,False,DOWN,16
LEFT,10,11,0,9,False,False,LEFT,17
LEFT,9,11,0,9,False,False,LEFT,18
A,9,11,0,9,False,False,A,19
DOWN,9,12,0,9,False,False,DOWN,20
START,9,12,0,9,False,False,START,21
UP,9,11,0,9,False,False,UP,22
R,9,11,0,9,False,False,R,23
RIGHT,10,11,0,9,False,False,RIGHT,24
A,10,11,0,9,False,False,A,25
RIGHT,11,11,0,9,False,False,RIGHT,26
B,11,11,0,9,False,False,B,27
RIGHT,12,11,0,9,False,False,RIGHT,28
L,12,11,0,9,False,False,L,29
DOWN,12,12,0,9,False,False,DOWN,30
SELECT,12,12,0,9,False,False,SELECT,31
START,12,12,0,9,False,False,START,32
UP,12,12,0,9,False,False,UP,33
L,12,12,0,9,False,False,L,34
R,12,12,0,9,False,False,R,35
R,12,12,0,9,False,False,R,36
R,12,12,0,9,False,False,R,37
R,12,12,0,9,False,False,R,38
DOWN,12,12,0,9,False,False,DOWN,39
A,12,12,0,9,False,False,A,40
DOWN,12,12,0,9,False,False,DOWN,41
RIGHT,12,12,0,9,False,False,RIGHT,42
RIGHT,12,12,0,9,False,False,RIGHT,43
B,12,12,0,9,False,False,B,44
UP,12,12,0,9,False,False,UP,45
B,12,12,0,9,False,False,B,46
R,12,12,0,9,False,False,R,47
SELECT,12,12,0,9,False,False,SELECT,48
B,12,12,0,9,False,False,B,49
L,12,12,0,9,False,False,L,50
B,12,12,0,9,False,False,B,51
RIGHT,13,12,0,9,False,False,RIGHT,52
DOWN,13,13,0,9,False,False,DOWN,53
RIGHT,13,13,0,9,False,False,RIGHT,54
A,13,13,0,9,False,False,A,55
DOWN,13,13,0,9,False,False,DOWN,56
R,13,13,0,9,False,False,R,57
SELECT,13,13,0,9,False,False,SELECT,58
DOWN,13,13,0,9,False,False,DOWN,59
START,13,13,0,9,False,False,START,60
B,13,13,0,9,False,False,B,61
A,13,13,0,9,False,False,A,62
B,13,13,0,9,False,False,B,63
SELECT,13,13,0,9,False,False,SELECT,64
LEFT,13,13,0,9,False,False,LEFT,65
RIGHT,13,13,0,9,False,False,RIGHT,66
RIGHT,13,13,0,9,False,False,RIGHT,67
R,13,13,0,9,False,False,R,68
LEFT,13,13,0,9,False,False,LEFT,69
DOWN,13,13,0,9,False,False,DOWN,70
A,13,13,0,9,False,False,A,71
R,13,13,0,9,False,False,R,72
SELECT,13,13,0,9,False,False,SELECT,73
L,13,13,0,9,False,False,L,74
DOWN,13,13,0,9,False,False,DOWN,75
RIGHT,13,13,0,9,False,False,RIGHT,76
LEFT,13,13,0,9,False,False,LEFT,77
START,13,13,0,9,False,False,START,78
R,13,13,0,9,False,False,R,79
L,13,13,0,9,False,False,L,80
A,13,13,0,9,False,False,A,81
R,13,13,0,9,False,False,R,82
R,13,13,0,9,False,False,R,83
UP,13,12,0,9,False,False,UP,84
DOWN,13,13,0,9,False,False,DOWN,85
L,13,13,0,9,False,False,L,86
UP,13,12,0,9,False,False,UP,87
START,13,12,0,9,False,False,START,88
A,13,12,0,9,False,False,A,89
SELECT,13,12,0,9,False,False,SELECT,90
UP,13,12,0,9,False,False,UP,91
L,13,12,0,9,False,False,L,92
SELECT,13,12,0,9,False,False,SELECT,93
LEFT,13,12,0,9,False,False,LEFT,94
LEFT,13,12,0,9,False,False,LEFT,95
RIGHT,13,12,0,9,False,False,RIGHT,96
UP,13,12,0,9,False,False,UP,97
B,13,12,0,9,False,False,B,98
L,13,12,0,9,False,False,L,99
B,13,12,0,9,False,False,B,100
UP,13,11,0,9,False,False,UP,101
LEFT,12,11,0,9,False,False,LEFT,102
A,12,11,0,9,False,False,A,103
R,12,11,0,9,False,False,R,104
R,12,11,0,9,False,False,R,105
RIGHT,13,11,0,9,False,False,RIGHT,106
A,13,11,0,9,False,False,A,107
SELECT,13,11,0,9,False,False,SELECT,108
UP,13,11,0,9,False,False,UP,109
UP,13,11,0,9,False,False,UP,110
DOWN,13,11,0,9,False,False,DOWN,111
L,13,11,0,9,False,False,L,112
B,13,11,0,9,False,False,B,113
START,13,11,0,9,False,False,START,114
SELECT,13,11,0,9,False,False,SELECT,115
L,13,11,0,9,False,False,L,116
RIGHT,13,11,0,9,False,False,RIGHT,117
START,13,11,0,9,False,False,START,118
R,13,11,0,9,False,False,R,119
DOWN,13,12,0,9,False,False,DOWN,120
A,13,12,0,9,False,False,A,121
L,13,12,0,9,False,False,L,122
SELECT,13,12,0,9,False,False,SELECT,123
L,13,12,0,9,False,False,L,124
B,13,12,0,9,False,False,B,125
UP,13,12,0,9,False,False,UP,126
R,13,12,0,9,False,False,R,127
B,13,12,0,9,False,False,B,128
R,13,12,0,9,False,False,R,129
UP,13,11,0,9,False,False,UP,130
L,13,11,0,9,False,False,L,131
DOWN,13,12,0,9,False,False,DOWN,132
R,13,12,0,9,False,False,R,133
UP,13,11,0,9,False,False,UP,134
RIGHT,14,11,0,9,False,False,RIGHT,135
DOWN,14,12,0,9,False,False,DOWN,136
