inputtedAction,x,y,mapBank,mapNum,isInBattle,isDone,executedStep,currentSteps
B,10,9,0,9,False,False,B,22
UP,10,8,0,9,False,False,UP,23
UP,10,7,0,9,False,False,UP,24
UP,10,6,0,9,False,False,UP,25
R,10,6,0,9,False,False,R,26
LEFT,9,6,0,9,False,False,LEFT,27
A,9,6,0,9,False,False,A,28
LEFT,8,6,0,9,False,False,LEFT,29
L,8,6,0,9,False,False,L,30
UP,8,5,0,9,False,False,UP,31
LEFT,7,5,0,9,False,False,LEFT,32
LEFT,7,5,0,9,False,False,LEFT,33
START,7,5,0,9,False,False,START,34
RIGHT,7,5,0,9,False,False,RIGHT,35
UP,7,5,0,9,False,False,UP,36
START,7,5,0,9,False,False,START,37
DOWN,7,6,0,9,False,False,DOWN,38
START,7,6,0,9,False,False,START,39
A,7,6,0,9,False,False,A,40
RIGHT,8,6,0,9,False,False,RIGHT,41
R,8,6,0,9,False,False,R,42
LEFT,7,6,0,9,False,False,LEFT,43
START,7,6,0,9,False,False,START,44
UP,7,5,0,9,False,False,UP,45
LEFT,7,5,0,9,False,False,LEFT,46
LEFT,7,5,0,9,False,False,LEFT,47
L,7,5,0,9,False,False,L,48
R,7,5,0,9,False,False,R,49
RIGHT,8,5,0,9,False,False,RIGHT,50
UP,8,4,0,9,False,False,UP,51
R,8,4,0,9,False,False,R,52
A,8,4,0,9,False,False,A,53
B,8,4,0,9,False,False,B,54
UP,8,3,0,9,False,False,UP,55
DOWN,8,4,0,9,False,False,DOWN,56
START,8,4,0,9,False,False,START,57
UP,8,3,0,9,False,False,UP,58
A,8,3,0,9,False,False,A,59
R,8,3,0,9,False,False,R,60
R,8,3,0,9,False,False,R,61
DOWN,8,4,0,9,False,False,DOWN,62
A,8,4,0,9,False,False,A,63
LEFT,7,4,0,9,False,False,LEFT,64
RIGHT,8,4,0,9,False,False,RIGHT,65
A,8,4,0,9,False,False,A,66
LEFT,7,4,0,9,False,False,LEFT,67
START,7,4,0,9,False,False,START,68
R,7,4,0,9,False,False,R,69
UP,7,3,0,9,False,False,UP,70
SELECT,7,3,0,9,False,False,SELECT,71
R,7,3,0,9,False,False,R,72
SELECT,7,3,0,9,False,False,SELECT,73
R,7,3,0,9,False,False,R,74
UP,7,3,0,9,False,False,UP,75
DOWN,7,3,0,9,False,False,DOWN,76
UP,7,3,0,9,False,False,UP,77
START,7,3,0,9,False,False,START,78
SELECT,7,3,0,9,False,False,SELECT,79
START,7,3,0,9,False,False,START,80
SELECT,7,3,0,9,False,False,SELECT,81
START,7,3,0,9,False,False,START,82
SELECT,7,3,0,9,False,False,SELECT,83
UP,7,3,0,9,False,False,UP,84
SELECT,7,3,0,9,False,False,SELECT,85
