inputtedAction,x,y,mapBank,mapNum,isInBattle,isDone,executedStep,currentSteps
UP,10,8,0,9,False,False,UP,293
L,10,8,0,9,False,False,L,294
SELECT,10,8,0,9,False,False,SELECT,295
START,10,8,0,9,False,False,START,296
B,10,8,0,9,False,False,B,297
START,10,8,0,9,False,False,START,298
SELECT,10,8,0,9,False,False,SELECT,299
L,10,8,0,9,False,False,L,300
LEFT,10,8,0,9,False,False,LEFT,301
L,10,8,0,9,False,False,L,302
UP,10,8,0,9,False,False,UP,303
DOWN,10,8,0,9,False,False,DOWN,304
R,10,8,0,9,False,False,R,305
RIGHT,10,8,0,9,False,False,RIGHT,306
UP,10,8,0,9,False,False,UP,307
R,10,8,0,9,False,False,R,308
START,10,8,0,9,False,False,START,309
START,10,8,0,9,False,False,START,310
A,10,8,0,9,False,False,A,311
A,10,8,0,9,False,False,A,312
UP,10,7,0,9,False,False,UP,313
START,10,7,0,9,False,False,START,314
L,10,7,0,9,False,False,L,315
SELECT,10,7,0,9,False,False,SELECT,316
UP,10,7,0,9,False,False,UP,317
START,10,7,0,9,False,False,START,318
L,10,7,0,9,False,False,L,319
DOWN,10,8,0,9,False,False,DOWN,320
LEFT,9,8,0,9,False,False,LEFT,321
SELECT,9,8,0,9,False,False,SELECT,322
SELECT,9,8,0,9,False,False,SELECT,323
A,9,8,0,9,False,False,A,324
L,9,8,0,9,False,False,L,325
A,9,8,0,9,False,False,A,326
LEFT,8,8,0,9,False,False,LEFT,327
START,8,8,0,9,False,False,START,328
R,8,8,0,9,False,False,R,329
SELECT,8,8,0,9,False,False,SELECT,330
LEFT,8,8,0,9,False,False,LEFT,331
SELECT,8,8,0,9,False,False,SELECT,332
START,8,8,0,9,False,False,START,333
START,8,8,0,9,False,False,START,334
START,8,8,0,9,False,False,START,335
DOWN,8,9,0,9,False,False,DOWN,336
UP,8,8,0,9,False,False,UP,337
B,8,8,0,9,False,False,B,338
LEFT,8,8,0,9,False,False,LEFT,339
LEFT,8,8,0,9,False,False,LEFT,340
DOWN,8,9,0,9,False,False,DOWN,341
L,8,9,0,9,False,False,L,342
RIGHT,9,9,0,9,False,False,RIGHT,343
L,9,9,0,9,False,False,L,344
UP,9,8,0,9,False,False,UP,345
A,9,8,0,9,False,False,A,346
LEFT,8,8,0,9,False,False,LEFT,347
RIGHT,9,8,0,9,False,False,RIGHT,348
UP,9,7,0,9,False,False,UP,349
L,9,7,0,9,False,False,L,350
SELECT,9,7,0,9,False,False,SELECT,351
SELECT,9,7,0,9,False,False,SELECT,352
DOWN,9,7,0,9,False,False,DOWN,353
B,9,7,0,9,False,False,B,354
DOWN,9,7,0,9,False,False,DOWN,355
SELECT,9,7,0,9,False,False,SELECT,356
UP,9,7,0,9,False,False,UP,357
L,9,7,0,9,False,False,L,358
START,9,7,0,9,False,False,START,359
DOWN,9,7,0,9,False,False,DOWN,360
DOWN,9,7,0,9,False,False,DOWN,361
RIGHT,9,7,0,9,False,False,RIGHT,362
B,9,7,0,9,False,False,B,363
LEFT,8,7,0,9,False,False,LEFT,364
START,8,7,0,9,False,False,START,365
A,8,7,0,9,False,False,A,366
RIGHT,9,7,0,9,False,False,RIGHT,367
START,9,7,0,9,False,False,START,368
START,9,7,0,9,False,False,START,369
DOWN,9,7,0,9,False,False,DOWN,370
LEFT,9,7,0,9,False,False,LEFT,371
B,9,7,0,9,False,False,B,372
A,9,7,0,9,False,False,A,373
A,9,7,0,9,False,False,A,374
R,9,7,0,9,False,False,R,375
UP,9,6,0,9,False,False,UP,376
R,9,6,0,9,False,False,R,377
SELECT,9,6,0,9,False,False,SELECT,378
R,9,6,0,9,False,False,R,379
DOWN,9,6,0,9,False,False,DOWN,380
R,9,6,0,9,False,False,R,381
RIGHT,9,6,0,9,False,False,RIGHT,382
LEFT,9,6,0,9,False,False,LEFT,383
DOWN,9,6,0,9,False,False,DOWN,384
DOWN,9,6,0,9,False,False,DOWN,385
L,9,6,0,9,False,False,L,386
L,9,6,0,9,False,False,L,387
UP,9,6,0,9,False,False,UP,388
SELECT,9,6,0,9,False,False,SELECT,389
R,9,6,0,9,False,False,R,390
RIGHT,9,6,0,9,False,False,RIGHT,391
R,9,6,0,9,False,False,R,392
RIGHT,9,6,0,9,False,False,RIGHT,393
LEFT,9,6,0,9,False,False,LEFT,394
B,9,6,0,9,False,False,B,395
LEFT,8,6,0,9,False,False,LEFT,396
DOWN,8,7,0,9,False,False,DOWN,397
B,8,7,0,9,False,False,B,398
START,8,7,0,9,False,False,START,399
UP,8,7,0,9,False,False,UP,400
A,8,7,0,9,False,False,A,401
A,8,7,0,9,False,False,A,402
A,8,7,0,9,False,False,A,403
SELECT,8,7,0,9,False,False,SELECT,404
START,8,7,0,9,False,False,START,405
R,8,7,0,9,False,False,R,406
RIGHT,8,7,0,9,False,False,RIGHT,407
LEFT,8,7,0,9,False,False,LEFT,408
UP,8,7,0,9,False,False,UP,409
B,8,7,0,9,False,False,B,410
DOWN,8,7,0,9,False,False,DOWN,411
L,8,7,0,9,False,False,L,412
DOWN,8,7,0,9,False,False,DOWN,413
R,8,7,0,9,False,False,R,414
LEFT,8,7,0,9,False,False,LEFT,415
DOWN,8,7,0,9,False,False,DOWN,416
L,8,7,0,9,False,False,L,417
L,8,7,0,9,False,False,L,418
A,8,7,0,9,False,False,A,419
SELECT,8,7,0,9,False,False,SELECT,420
SELECT,8,7,0,9,False,False,SELECT,421
LEFT,8,7,0,9,False,False,LEFT,422
START,8,7,0,9,False,False,START,423
DOWN,8,8,0,9,False,False,DOWN,424
LEFT,8,8,0,9,False,False,LEFT,425
R,8,8,0,9,False,False,R,426
START,8,8,0,9,False,False,START,427
UP,8,8,0,9,False,False,UP,428
RIGHT,8,8,0,9,False,False,RIGHT,429
START,8,8,0,9,False,False,START,430
SELECT,8,8,0,9,False,False,SELECT,431
A,8,8,0,9,False,False,A,432
L,8,8,0,9,False,False,L,433
SELECT,8,8,0,9,False,False,SELECT,434
RIGHT,8,8,0,9,False,False,RIGHT,435
B,8,8,0,9,False,False,B,436
DOWN,8,9,0,9,False,False,DOWN,437
R,8,9,0,9,False,False,R,438
B,8,9,0,9,False,False,B,439
RIGHT,9,9,0,9,False,False,RIGHT,440
L,9,9,0,9,False,False,L,441
START,9,9,0,9,False,False,START,442
UP,9,9,0,9,False,False,UP,443
LEFT,9,9,0,9,False,False,LEFT,444
DOWN,9,9,0,9,False,False,DOWN,445
R,9,9,0,9,False,False,R,446
R,9,9,0,9,False,False,R,447
L,9,9,0,9,False,False,L,448
UP,9,9,0,9,False,False,UP,449
LEFT,9,9,0,9,False,False,LEFT,450
SELECT,9,9,0,9,False,False,SELECT,451
START,9,9,0,9,False,False,START,452
L,9,9,0,9,False,False,L,453
RIGHT,10,9,0,9,False,False,RIGHT,454
RIGHT,11,9,0,9,False,False,RIGHT,455
UP,11,8,0,9,False,False,UP,456
RIGHT,11,8,0,9,False,False,RIGHT,457
R,11,8,0,9,False,False,R,458
L,11,8,0,9,False,False,L,459
START,11,8,0,9,False,False,START,460
UP,11,8,0,9,False,False,UP,461
LEFT,11,8,0,9,False,False,LEFT,462
UP,11,8,0,9,False,False,UP,463
LEFT,11,8,0,9,False,False,LEFT,464
A,11,8,0,9,False,False,A,465
B,11,8,0,9,False,False,B,466
R,11,8,0,9,False,False,R,467
UP,11,7,0,9,False,False,UP,468
L,11,7,0,9,False,False,L,469
SELECT,11,7,0,9,False,False,SELECT,470
B,11,7,0,9,False,False,B,471
B,11,7,0,9,False,False,B,472
L,11,7,0,9,False,False,L,473
L,11,7,0,9,False,False,L,474
LEFT,11,7,0,9,False,False,LEFT,475
B,11,7,0,9,False,False,B,476
RIGHT,12,7,0,9,False,False,RIGHT,477
B,12,7,0,9,False,False,B,478
START,12,7,0,9,False,False,START,479
SELECT,12,7,0,9,False,False,SELECT,480
R,12,7,0,9,False,False,R,481
B,12,7,0,9,False,False,B,482
LEFT,11,7,0,9,False,False,LEFT,483
START,11,7,0,9,False,False,START,484
SELECT,11,7,0,9,False,False,SELECT,485
L,11,7,0,9,False,False,L,486
SELECT,11,7,0,9,False,False,SELECT,487
A,11,7,0,9,False,False,A,488
UP,11,7,0,9,False,False,UP,489
A,11,7,0,9,False,False,A,490
RIGHT,12,7,0,9,False,False,RIGHT,491
L,12,7,0,9,False,False,L,492
DOWN,12,7,0,9,False,False,DOWN,493
B,12,7,0,9,False,False,B,494
L,12,7,0,9,False,False,L,495
START,12,7,0,9,False,False,START,496
A,12,7,0,9,False,False,A,497
R,12,7,0,9,False,False,R,498
LEFT,11,7,0,9,False,False,LEFT,499
LEFT,10,7,0,9,False,True,LEFT,500
