inputtedAction,x,y,mapBank,mapNum,isInBattle,isDone,executedStep,currentSteps
LEFT,9,9,0,9,False,False,LEFT,1
START,9,9,0,9,False,False,START,2
DOWN,9,10,0,9,False,False,DOWN,3
SELECT,9,10,0,9,False,False,SELECT,4
RIGHT,10,10,0,9,False,False,RIGHT,5
DOWN,10,11,0,9,False,False,DOWN,6
L,10,11,0,9,False,False,L,7
START,10,11,0,9,False,False,START,8
SELECT,10,11,0,9,False,False,SELECT,9
A,10,11,0,9,False,False,A,10
UP,10,11,0,9,False,False,UP,11
LEFT,10,11,0,9,False,False,LEFT,12
B,10,11,0,9,False,False,B,13
UP,10,11,0,9,False,False,UP,14
SELECT,10,11,0,9,False,False,SELECT,15
LEFT,10,11,0,9,False,False,LEFT,16
START,10,11,0,9,False,False,START,17
UP,10,11,0,9,False,False,UP,18
UP,10,11,0,9,False,False,UP,19
A,10,11,0,9,False,False,A,20
UP,10,11,0,9,False,False,UP,21
A,10,11,0,9,False,False,A,22
B,10,11,0,9,False,False,B,23
R,10,11,0,9,False,False,R,24
R,10,11,0,9,False,False,R,25
RIGHT,10,11,0,9,False,False,RIGHT,26
UP,10,11,0,9,False,False,UP,27
RIGHT,10,11,0,9,False,False,RIGHT,28
B,10,11,0,9,False,False,B,29
B,10,11,0,9,False,False,B,30
A,10,11,0,9,False,False,A,31
SELECT,10,11,0,9,False,False,SELECT,32
START,10,11,0,9,False,False,START,33
L,10,11,0,9,False,False,L,34
B,10,11,0,9,False,False,B,35
B,10,11,0,9,False,False,B,36
L,10,11,0,9,False,False,L,37
A,10,11,0,9,False,False,A,38
START,10,11,0,9,False,False,START,39
L,10,11,0,9,False,False,L,40
L,10,11,0,9,False,False,L,41
DOWN,10,11,0,9,False,False,DOWN,42
RIGHT,10,11,0,9,False,False,RIGHT,43
UP,10,11,0,9,False,False,UP,44
RIGHT,10,11,0,9,False,False,RIGHT,45
DOWN,10,11,0,9,False,False,DOWN,46
B,10,11,0,9,False,False,B,47
DOWN,10,12,0,9,False,False,DOWN,48
SELECT,10,12,0,9,False,False,SELECT,49
B,10,12,0,9,False,False,B,50
R,10,12,0,9,False,False,R,51
SELECT,10,12,0,9,False,False,SELECT,52
UP,10,12,0,9,False,False,UP,53
LEFT,10,12,0,9,False,False,LEFT,54
DOWN,10,12,0,9,False,False,DOWN,55
R,10,12,0,9,False,False,R,56
UP,10,12,0,9,False,False,UP,57
R,10,12,0,9,False,False,R,58
LEFT,10,12,0,9,False,False,LEFT,59
START,10,12,0,9,False,False,START,60
R,10,12,0,9,False,False,R,61
A,10,12,0,9,False,False,A,62
R,10,12,0,9,False,False,R,63
SELECT,10,12,0,9,False,False,SELECT,64
START,10,12,0,9,False,False,START,65
L,10,12,0,9,False,False,L,66
R,10,12,0,9,False,False,R,67
DOWN,10,12,0,9,False,False,DOWN,68
SELECT,10,12,0,9,False,False,SELECT,69
LEFT,10,12,0,9,False,False,LEFT,70
RIGHT,10,12,0,9,False,False,RIGHT,71
SELECT,10,12,0,9,False,False,SELECT,72
START,10,12,0,9,False,False,START,73
SELECT,10,12,0,9,False,False,SELECT,74
START,10,12,0,9,False,False,START,75
LEFT,10,12,0,9,False,False,LEFT,76
SELECT,10,12,0,9,False,False,SELECT,77
RIGHT,10,12,0,9,False,False,RIGHT,78
RIGHT,10,12,0,9,False,False,RIGHT,79
B,10,12,0,9,False,False,B,80
START,10,12,0,9,False,False,START,81
B,10,12,0,9,False,False,B,82
RIGHT,11,12,0,9,False,False,RIGHT,83
SELECT,11,12,0,9,False,False,SELECT,84
A,11,12,0,9,False,False,A,85
B,11,12,0,9,False,False,B,86
SELECT,11,12,0,9,False,False,SELECT,87
DOWN,11,12,0,9,False,False,DOWN,88
LEFT,11,12,0,9,False,False,LEFT,89
RIGHT,11,12,0,9,False,False,RIGHT,90
DOWN,11,12,0,9,False,False,DOWN,91
R,11,12,0,9,False,False,R,92
LEFT,11,12,0,9,False,False,LEFT,93
UP,11,12,0,9,False,False,UP,94
LEFT,11,12,0,9,False,False,LEFT,95
RIGHT,11,12,0,9,False,False,RIGHT,96
RIGHT,11,12,0,9,False,False,RIGHT,97
UP,11,12,0,9,False,False,UP,98
SELECT,11,12,0,9,False,False,SELECT,99
LEFT,11,12,0,9,False,False,LEFT,100
LEFT,11,12,0,9,False,False,LEFT,101
START,11,12,0,9,False,False,START,102
A,11,12,0,9,False,False,A,103
SELECT,11,12,0,9,False,False,SELECT,104
UP,11,12,0,9,False,False,UP,105
A,11,12,0,9,False,False,A,106
R,11,12,0,9,False,False,R,107
