inputtedAction,x,y,mapBank,mapNum,isInBattle,isDone,executedStep,currentSteps
B,10,9,0,9,False,False,B,1
A,10,9,0,9,False,False,A,2
RIGHT,11,9,0,9,False,False,RIGHT,3
A,11,9,0,9,False,False,A,4
R,11,9,0,9,False,False,R,5
UP,11,8,0,9,False,False,UP,6
B,11,8,0,9,False,False,B,7
B,11,8,0,9,False,False,B,8
UP,11,7,0,9,False,False,UP,9
RIGHT,12,7,0,9,False,False,RIGHT,10
LEFT,11,7,0,9,False,False,LEFT,11
START,11,7,0,9,False,False,START,12
A,11,7,0,9,False,False,A,13
A,11,7,0,9,False,False,A,14
START,11,7,0,9,False,False,START,15
L,11,7,0,9,False,False,L,16
START,11,7,0,9,False,False,START,17
RIGHT,11,7,0,9,False,False,RIGHT,18
DOWN,11,7,0,9,False,False,DOWN,19
B,11,7,0,9,False,False,B,20
UP,11,7,0,9,False,False,UP,21
R,11,7,0,9,False,False,R,22
RIGHT,11,7,0,9,False,False,RIGHT,23
START,11,7,0,9,False,False,START,24
LEFT,10,7,0,9,False,False,LEFT,25
LEFT,9,7,0,9,False,False,LEFT,26
L,9,7,0,9,False,False,L,27
A,9,7,0,9,False,False,A,28
START,9,7,0,9,False,False,START,29
L,9,7,0,9,False,False,L,30
UP,9,7,0,9,False,False,UP,31
A,9,7,0,9,False,False,A,32
L,9,7,0,9,False,False,L,33
R,9,7,0,9,False,False,R,34
A,9,7,0,9,False,False,A,35
L,9,7,0,9,False,False,L,36
DOWN,9,7,0,9,False,False,DOWN,37
B,9,7,0,9,False,False,B,38
L,9,7,0,9,False,False,L,39
RIGHT,9,7,0,9,False,False,RIGHT,40
A,9,7,0,9,False,False,A,41
UP,9,7,0,9,False,False,UP,42
SELECT,9,7,0,9,False,False,SELECT,43
B,9,7,0,9,False,False,B,44
R,9,7,0,9,False,False,R,45
A,9,7,0,9,False,False,A,46
L,9,7,0,9,False,False,L,47
START,9,7,0,9,False,False,START,48
RIGHT,9,7,0,9,False,False,RIGHT,49
UP,9,7,0,9,False,False,UP,50
START,9,7,0,9,False,False,START,51
L,9,7,0,9,False,False,L,52
L,9,7,0,9,False,False,L,53
L,9,7,0,9,False,False,L,54
L,9,7,0,9,False,False,L,55
A,9,7,0,9,False,False,A,56
DOWN,9,7,0,9,False,False,DOWN,57
A,9,7,0,9,False,False,A,58
A,9,7,0,9,False,False,A,59
L,9,7,0,9,False,False,L,60
SELECT,9,7,0,9,False,False,SELECT,61
START,9,7,0,9,False,False,START,62
UP,9,7,0,9,False,False,UP,63
RIGHT,9,7,0,9,False,False,RIGHT,64
SELECT,9,7,0,9,False,False,SELECT,65
UP,9,7,0,9,False,False,UP,66
DOWN,9,7,0,9,False,False,DOWN,67
DOWN,9,7,0,9,False,False,DOWN,68
DOWN,9,7,0,9,False,False,DOWN,69
L,9,7,0,9,False,False,L,70
R,9,7,0,9,False,False,R,71
LEFT,8,7,0,9,False,False,LEFT,72
A,8,7,0,9,False,False,A,73
SELECT,8,7,0,9,False,False,SELECT,74
START,8,7,0,9,False,False,START,75
UP,8,7,0,9,False,False,UP,76
R,8,7,0,9,False,False,R,77
L,8,7,0,9,False,False,L,78
RIGHT,8,7,0,9,False,False,RIGHT,79
R,8,7,0,9,False,False,R,80
DOWN,8,7,0,9,False,False,DOWN,81
B,8,7,0,9,False,False,B,82
DOWN,8,7,0,9,False,False,DOWN,83
R,8,7,0,9,False,False,R,84
SELECT,8,7,0,9,False,False,SELECT,85
UP,8,7,0,9,False,False,UP,86
LEFT,8,7,0,9,False,False,LEFT,87
RIGHT,8,7,0,9,False,False,RIGHT,88
R,8,7,0,9,False,False,R,89
L,8,7,0,9,False,False,L,90
START,8,7,0,9,False,False,START,91
START,8,7,0,9,False,False,START,92
SELECT,8,7,0,9,False,False,SELECT,93
R,8,7,0,9,False,False,R,94
RIGHT,8,7,0,9,False,False,RIGHT,95
UP,8,7,0,9,False,False,UP,96
SELECT,8,7,0,9,False,False,SELECT,97
L,8,7,0,9,False,False,L,98
UP,8,7,0,9,False,False,UP,99
UP,8,7,0,9,False,False,UP,100
L,8,7,0,9,False,False,L,101
LEFT,8,7,0,9,False,False,LEFT,102
L,8,7,0,9,False,False,L,103
RIGHT,8,7,0,9,False,False,RIGHT,104
R,8,7,0,9,False,False,R,105
UP,8,7,0,9,False,False,UP,106
UP,8,7,0,9,False,False,UP,107
L,8,7,0,9,False,False,L,108
LEFT,8,7,0,9,False,False,LEFT,109
DOWN,8,7,0,9,False,False,DOWN,110
START,8,7,0,9,False,False,START,111
DOWN,8,7,0,9,False,False,DOWN,112
DOWN,8,7,0,9,False,False,DOWN,113
L,8,7,0,9,False,False,L,114
R,8,7,0,9,False,False,R,115
L,8,7,0,9,False,False,L,116
SELECT,8,7,0,9,False,False,SELECT,117
A,8,7,0,9,False,False,A,118
UP,8,6,0,9,False,False,UP,119
B,8,6,0,9,False,False,B,120
DOWN,8,7,0,9,False,False,DOWN,121
R,8,7,0,9,False,False,R,122
START,8,7,0,9,False,False,START,123
B,8,7,0,9,False,False,B,124
RIGHT,9,7,0,9,False,False,RIGHT,125
RIGHT,10,7,0,9,False,False,RIGHT,126
UP,10,6,0,9,False,False,UP,127
UP,10,5,0,9,False,False,UP,128
SELECT,10,5,0,9,False,False,SELECT,129
LEFT,10,5,0,9,False,False,LEFT,130
LEFT,10,5,0,9,False,False,LEFT,131
DOWN,10,5,0,9,False,False,DOWN,132
START,10,5,0,9,False,False,START,133
DOWN,10,5,0,9,False,False,DOWN,134
UP,10,5,0,9,False,False,UP,135
B,10,5,0,9,False,False,B,136
A,10,5,0,9,False,False,A,137
UP,10,5,0,9,False,False,UP,138
B,10,5,0,9,False,False,B,139
B,10,5,0,9,False,False,B,140
RIGHT,10,5,0,9,False,False,RIGHT,141
A,10,5,0,9,False,False,A,142
B,10,5,0,9,False,False,B,143
SELECT,10,5,0,9,False,False,SELECT,144
UP,10,5,0,9,False,False,UP,145
A,10,5,0,9,False,False,A,146
L,10,5,0,9,False,False,L,147
RIGHT,10,5,0,9,False,False,RIGHT,148
A,10,5,0,9,False,False,A,149
START,10,5,0,9,False,False,START,150
A,10,5,0,9,False,False,A,151
RIGHT,10,5,0,9,False,False,RIGHT,152
L,10,5,0,9,False,False,L,153
A,10,5,0,9,False,False,A,154
B,10,5,0,9,False,False,B,155
DOWN,10,6,0,9,False,False,DOWN,156
L,10,6,0,9,False,False,L,157
RIGHT,11,6,0,9,False,False,RIGHT,158
R,11,6,0,9,False,False,R,159
SELECT,11,6,0,9,False,False,SELECT,160
LEFT,11,6,0,9,False,False,LEFT,161
LEFT,11,6,0,9,False,False,LEFT,162
R,11,6,0,9,False,False,R,163
L,11,6,0,9,False,False,L,164
A,11,6,0,9,False,False,A,165
UP,11,6,0,9,False,False,UP,166
L,11,6,0,9,False,False,L,167
DOWN,11,6,0,9,False,False,DOWN,168
LEFT,11,6,0,9,False,False,LEFT,169
LEFT,11,6,0,9,False,False,LEFT,170
START,11,6,0,9,False,False,START,171
LEFT,11,6,0,9,False,False,LEFT,172
DOWN,11,6,0,9,False,False,DOWN,173
RIGHT,11,6,0,9,False,False,RIGHT,174
START,11,6,0,9,False,False,START,175
UP,11,6,0,9,False,False,UP,176
B,11,6,0,9,False,False,B,177
UP,11,6,0,9,False,False,UP,178
L,11,6,0,9,False,False,L,179
UP,11,6,0,9,False,False,UP,180
A,11,6,0,9,False,False,A,181
A,11,6,0,9,False,False,A,182
START,11,6,0,9,False,False,START,183
SELECT,11,6,0,9,False,False,SELECT,184
A,11,6,0,9,False,False,A,185
START,11,6,0,9,False,False,START,186
B,11,6,0,9,False,False,B,187
UP,11,6,0,9,False,False,UP,188
A,11,6,0,9,False,False,A,189
R,11,6,0,9,False,False,R,190
LEFT,11,6,0,9,False,False,LEFT,191
SELECT,11,6,0,9,False,False,SELECT,192
A,11,6,0,9,False,False,A,193
DOWN,11,6,0,9,False,False,DOWN,194
LEFT,11,6,0,9,False,False,LEFT,195
B,11,6,0,9,False,False,B,196
B,11,6,0,9,False,False,B,197
L,11,6,0,9,False,False,L,198
RIGHT,11,6,0,9,False,False,RIGHT,199
SELECT,11,6,0,9,False,False,SELECT,200
RIGHT,11,6,0,9,False,False,RIGHT,201
DOWN,11,6,0,9,False,False,DOWN,202
B,11,6,0,9,False,False,B,203
LEFT,11,6,0,9,False,False,LEFT,204
R,11,6,0,9,False,False,R,205
UP,11,6,0,9,False,False,UP,206
L,11,6,0,9,False,False,L,207
START,11,6,0,9,False,False,START,208
DOWN,11,6,0,9,False,False,DOWN,209
RIGHT,11,6,0,9,False,False,RIGHT,210
L,11,6,0,9,False,False,L,211
RIGHT,11,6,0,9,False,False,RIGHT,212
SELECT,11,6,0,9,False,False,SELECT,213
START,11,6,0,9,False,False,START,214
DOWN,11,6,0,9,False,False,DOWN,215
B,11,6,0,9,False,False,B,216
RIGHT,11,6,0,9,False,False,RIGHT,217
START,11,6,0,9,False,False,START,218
B,11,6,0,9,False,False,B,219
LEFT,10,6,0,9,False,False,LEFT,220
B,10,6,0,9,False,False,B,221
START,10,6,0,9,False,False,START,222
R,10,6,0,9,False,False,R,223
A,10,6,0,9,False,False,A,224
R,10,6,0,9,False,False,R,225
B,10,6,0,9,False,False,B,226
L,10,6,0,9,False,False,L,227
SELECT,10,6,0,9,False,False,SELECT,228
START,10,6,0,9,False,False,START,229
LEFT,10,6,0,9,False,False,LEFT,230
RIGHT,10,6,0,9,False,False,RIGHT,231
UP,10,6,0,9,False,False,UP,232
RIGHT,10,6,0,9,False,False,RIGHT,233
A,10,6,0,9,False,False,A,234
SELECT,10,6,0,9,False,False,SELECT,235
SELECT,10,6,0,9,False,False,SELECT,236
START,10,6,0,9,False,False,START,237
DOWN,10,6,0,9,False,False,DOWN,238
START,10,6,0,9,False,False,START,239
B,10,6,0,9,False,False,B,240
RIGHT,10,6,0,9,False,False,RIGHT,241
A,10,6,0,9,False,False,A,242
DOWN,10,6,0,9,False,False,DOWN,243
LEFT,10,6,0,9,False,False,LEFT,244
RIGHT,10,6,0,9,False,False,RIGHT,245
SELECT,10,6,0,9,False,False,SELECT,246
START,10,6,0,9,False,False,START,247
LEFT,10,6,0,9,False,False,LEFT,248
SELECT,10,6,0,9,False,False,SELECT,249
LEFT,10,6,0,9,False,False,LEFT,250
RIGHT,10,6,0,9,False,False,RIGHT,251
RIGHT,10,6,0,9,False,False,RIGHT,252
LEFT,10,6,0,9,False,False,LEFT,253
RIGHT,10,6,0,9,False,False,RIGHT,254
R,10,6,0,9,False,False,R,255
B,10,6,0,9,False,False,B,256
A,10,6,0,9,False,False,A,257
B,10,6,0,9,False,False,B,258
UP,10,6,0,9,False,False,UP,259
UP,10,6,0,9,False,False,UP,260
R,10,6,0,9,False,False,R,261
A,10,6,0,9,False,False,A,262
RIGHT,10,6,0,9,False,False,RIGHT,263
A,10,6,0,9,False,False,A,264
LEFT,10,6,0,9,False,False,LEFT,265
LEFT,10,6,0,9,False,False,LEFT,266
UP,10,6,0,9,False,False,UP,267
R,10,6,0,9,False,False,R,268
A,10,6,0,9,False,False,A,269
L,10,6,0,9,False,False,L,270
RIGHT,10,6,0,9,False,False,RIGHT,271
START,10,6,0,9,False,False,START,272
L,10,6,0,9,False,False,L,273
B,10,6,0,9,False,False,B,274
A,10,6,0,9,False,False,A,275
SELECT,10,6,0,9,False,False,SELECT,276
UP,10,6,0,9,False,False,UP,277
LEFT,10,6,0,9,False,False,LEFT,278
LEFT,10,6,0,9,False,False,LEFT,279
R,10,6,0,9,False,False,R,280
A,10,6,0,9,False,False,A,281
A,10,6,0,9,False,False,A,282
A,10,6,0,9,False,False,A,283
DOWN,10,6,0,9,False,False,DOWN,284
DOWN,10,6,0,9,False,False,DOWN,285
START,10,6,0,9,False,False,START,286
SELECT,10,6,0,9,False,False,SELECT,287
START,10,6,0,9,False,False,START,288
LEFT,10,6,0,9,False,False,LEFT,289
A,10,6,0,9,False,False,A,290
A,10,6,0,9,False,False,A,291
SELECT,10,6,0,9,False,False,SELECT,292
LEFT,10,6,0,9,False,False,LEFT,293
R,10,6,0,9,False,False,R,294
L,10,6,0,9,False,False,L,295
RIGHT,10,6,0,9,False,False,RIGHT,296
B,10,6,0,9,False,False,B,297
A,10,6,0,9,False,False,A,298
DOWN,10,6,0,9,False,False,DOWN,299
DOWN,10,6,0,9,False,False,DOWN,300
SELECT,10,6,0,9,False,False,SELECT,301
UP,10,6,0,9,False,False,UP,302
L,10,6,0,9,False,False,L,303
R,10,6,0,9,False,False,R,304
B,10,6,0,9,False,False,B,305
RIGHT,11,6,0,9,False,False,RIGHT,306
START,11,6,0,9,False,False,START,307
RIGHT,12,6,0,9,False,False,RIGHT,308
A,12,6,0,9,False,False,A,309
SELECT,12,6,0,9,False,False,SELECT,310
R,12,6,0,9,False,False,R,311
SELECT,12,6,0,9,False,False,SELECT,312
R,12,6,0,9,False,False,R,313
UP,12,6,0,9,False,False,UP,314
UP,12,6,0,9,False,False,UP,315
A,12,6,0,9,False,False,A,316
UP,12,6,0,9,False,False,UP,317
L,12,6,0,9,False,False,L,318
START,12,6,0,9,False,False,START,319
UP,12,6,0,9,False,False,UP,320
RIGHT,12,6,0,9,False,False,RIGHT,321
UP,12,6,0,9,False,False,UP,322
SELECT,12,6,0,9,False,False,SELECT,323
R,12,6,0,9,False,False,R,324
R,12,6,0,9,False,False,R,325
