inputtedAction,x,y,mapBank,mapNum,isInBattle,isDone,executedStep,currentSteps
DOWN,10,10,0,9,False,False,DOWN,1
LEFT,9,10,0,9,False,False,LEFT,2
DOWN,9,11,0,9,False,False,DOWN,3
L,9,11,0,9,False,False,L,4
RIGHT,10,11,0,9,False,False,RIGHT,5
RIGHT,11,11,0,9,False,False,RIGHT,6
UP,11,10,0,9,False,False,UP,7
RIGHT,12,10,0,9,False,False,RIGHT,8
L,12,10,0,9,False,False,L,9
SELECT,12,10,0,9,False,False,SELECT,10
B,12,10,0,9,False,False,B,11
UP,12,10,0,9,False,False,UP,12
START,12,10,0,9,False,False,START,13
LEFT,12,10,0,9,False,False,LEFT,14
L,12,10,0,9,False,False,L,15
LEFT,12,10,0,9,False,False,LEFT,16
B,12,10,0,9,False,False,B,17
DOWN,12,11,0,9,False,False,DOWN,18
UP,12,10,0,9,False,False,UP,19
RIGHT,13,10,0,9,False,False,RIGHT,20
RIGHT,14,10,0,9,False,False,RIGHT,21
B,14,10,0,9,False,False,B,22
LEFT,13,10,0,9,False,False,LEFT,23
DOWN,13,11,0,9,False,False,DOWN,24
SELECT,13,11,0,9,False,False,SELECT,25
SELECT,13,11,0,9,False,False,SELECT,26
RIGHT,13,11,0,9,False,False,RIGHT,27
RIGHT,13,11,0,9,False,False,RIGHT,28
DOWN,13,11,0,9,False,False,DOWN,29
SELECT,13,11,0,9,False,False,SELECT,30
A,13,11,0,9,False,False,A,31
A,13,11,0,9,False,False,A,32
B,13,11,0,9,False,False,B,33
LEFT,12,11,0,9,False,False,LEFT,34
START,12,11,0,9,False,False,START,35
DOWN,12,12,0,9,False,False,DOWN,36
UP,12,11,0,9,False,False,UP,37
R,12,11,0,9,False,False,R,38
B,12,11,0,9,False,False,B,39
SELECT,12,11,0,9,False,False,SELECT,40
START,12,11,0,9,False,False,START,41
R,12,11,0,9,False,False,R,42
UP,12,11,0,9,False,False,UP,43
DOWN,12,11,0,9,False,False,DOWN,44
START,12,11,0,9,False,False,START,45
R,12,11,0,9,False,False,R,46
UP,12,11,0,9,False,False,UP,47
UP,12,11,0,9,False,False,UP,48
LEFT,12,11,0,9,False,False,LEFT,49
LEFT,12,11,0,9,False,False,LEFT,50
LEFT,12,11,0,9,False,False,LEFT,51
LEFT,12,11,0,9,False,False,LEFT,52
DOWN,12,11,0,9,False,False,DOWN,53
L,12,11,0,9,False,False,L,54
LEFT,12,11,0,9,False,False,LEFT,55
R,12,11,0,9,False,False,R,56
LEFT,12,11,0,9,False,False,LEFT,57
SELECT,12,11,0,9,False,False,SELECT,58
LEFT,12,11,0,9,False,False,LEFT,59
START,12,11,0,9,False,False,START,60
UP,12,11,0,9,False,False,UP,61
DOWN,12,11,0,9,False,False,DOWN,62
L,12,11,0,9,False,False,L,63
START,12,11,0,9,False,False,START,64
R,12,11,0,9,False,False,R,65
SELECT,12,11,0,9,False,False,SELECT,66
START,12,11,0,9,False,False,START,67
RIGHT,12,11,0,9,False,False,RIGHT,68
L,12,11,0,9,False,False,L,69
SELECT,12,11,0,9,False,False,SELECT,70
SELECT,12,11,0,9,False,False,SELECT,71
RIGHT,12,11,0,9,False,False,RIGHT,72
SELECT,12,11,0,9,False,False,SELECT,73
RIGHT,12,11,0,9,False,False,RIGHT,74
START,12,11,0,9,False,False,START,75
LEFT,12,11,0,9,False,False,LEFT,76
RIGHT,12,11,0,9,False,False,RIGHT,77
A,12,11,0,9,False,False,A,78
A,12,11,0,9,False,False,A,79
A,12,11,0,9,False,False,A,80
DOWN,12,12,0,9,False,False,DOWN,81
A,12,12,0,9,False,False,A,82
L,12,12,0,9,False,False,L,83
START,12,12,0,9,False,False,START,84
L,12,12,0,9,False,False,L,85
B,12,12,0,9,False,False,B,86
SELECT,12,12,0,9,False,False,SELECT,87
R,12,12,0,9,False,False,R,88
SELECT,12,12,0,9,False,False,SELECT,89
L,12,12,0,9,False,False,L,90
L,12,12,0,9,False,False,L,91
R,12,12,0,9,False,False,R,92
LEFT,12,12,0,9,False,False,LEFT,93
A,12,12,0,9,False,False,A,94
B,12,12,0,9,False,False,B,95
START,12,12,0,9,False,False,START,96
RIGHT,12,12,0,9,False,False,RIGHT,97
START,12,12,0,9,False,False,START,98
R,12,12,0,9,False,False,R,99
START,12,12,0,9,False,False,START,100
R,12,12,0,9,False,False,R,101
RIGHT,12,12,0,9,False,False,RIGHT,102
RIGHT,12,12,0,9,False,False,RIGHT,103
L,12,12,0,9,False,False,L,104
L,12,12,0,9,False,False,L,105
B,12,12,0,9,False,False,B,106
LEFT,11,12,0,9,False,False,LEFT,107
B,11,12,0,9,False,False,B,108
UP,11,11,0,9,False,False,UP,109
LEFT,10,11,0,9,False,False,LEFT,110
LEFT,9,11,0,9,False,False,LEFT,111
B,9,11,0,9,False,False,B,112
RIGHT,10,11,0,9,False,False,RIGHT,113
LEFT,9,11,0,9,False,False,LEFT,114
UP,9,10,0,9,False,False,UP,115
LEFT,8,10,0,9,False,False,LEFT,116
START,8,10,0,9,False,False,START,117
SELECT,8,10,0,9,False,False,SELECT,118
START,8,10,0,9,False,False,START,119
START,8,10,0,9,False,False,START,120
UP,8,10,0,9,False,False,UP,121
RIGHT,8,10,0,9,False,False,RIGHT,122
R,8,10,0,9,False,False,R,123
DOWN,8,10,0,9,False,False,DOWN,124
R,8,10,0,9,False,False,R,125
START,8,10,0,9,False,False,START,126
START,8,10,0,9,False,False,START,127
L,8,10,0,9,False,False,L,128
START,8,10,0,9,False,False,START,129
B,8,10,0,9,False,False,B,130
