inputtedAction,x,y,mapBank,mapNum,isInBattle,isDone,executedStep,currentSteps
A,10,9,0,9,False,False,A,1
RIGHT,11,9,0,9,False,False,RIGHT,2
R,11,9,0,9,False,False,R,3
LEFT,10,9,0,9,False,False,LEFT,4
UP,10,8,0,9,False,False,UP,5
RIGHT,11,8,0,9,False,False,RIGHT,6
DOWN,11,9,0,9,False,False,DOWN,7
SELECT,11,9,0,9,False,False,SELECT,8
L,11,9,0,9,False,False,L,9
R,11,9,0,9,False,False,R,10
RIGHT,12,9,0,9,False,False,RIGHT,11
START,12,9,0,9,False,False,START,12
A,12,9,0,9,False,False,A,13
R,12,9,0,9,False,False,R,14
RIGHT,13,9,0,9,False,False,RIGHT,15
B,13,9,0,9,False,False,B,16
B,13,9,0,9,False,False,B,17
DOWN,13,10,0,9,False,False,DOWN,18
L,13,10,0,9,False,False,L,19
B,13,10,0,9,False,False,B,20
SELECT,13,10,0,9,False,False,SELECT,21
RIGHT,13,10,0,9,False,False,RIGHT,22
LEFT,13,10,0,9,False,False,LEFT,23
START,13,10,0,9,False,False,START,24
SELECT,13,10,0,9,False,False,SELECT,25
A,13,10,0,9,False,False,A,26
A,13,10,0,9,False,False,A,27
SELECT,13,10,0,9,False,False,SELECT,28
LEFT,13,10,0,9,False,False,LEFT,29
R,13,10,0,9,False,False,R,30
UP,13,10,0,9,False,False,UP,31
R,13,10,0,9,False,False,R,32
SELECT,13,10,0,9,False,False,SELECT,33
L,13,10,0,9,False,False,L,34
R,13,10,0,9,False,False,R,35
B,13,10,0,9,False,False,B,36
SELECT,13,10,0,9,False,False,SELECT,37
SELECT,13,10,0,9,False,False,SELECT,38
START,13,10,0,9,False,False,START,39
R,13,10,0,9,False,False,R,40
LEFT,13,10,0,9,False,False,LEFT,41
B,13,10,0,9,False,False,B,42
RIGHT,14,10,0,9,False,False,RIGHT,43
B,14,10,0,9,False,False,B,44
R,14,10,0,9,False,False,R,45
DOWN,14,11,0,9,False,False,DOWN,46
A,14,11,0,9,False,False,A,47
