inputtedAction,x,y,mapBank,mapNum,isInBattle,isDone,executedStep,currentSteps
R,10,9,0,9,False,False,R,1
START,10,9,0,9,False,False,START,2
DOWN,10,9,0,9,False,False,DOWN,3
LEFT,10,9,0,9,False,False,LEFT,4
R,10,9,0,9,False,False,R,5
SELECT,10,9,0,9,False,False,SELECT,6
UP,10,9,0,9,False,False,UP,7
A,10,9,0,9,False,False,A,8
DOWN,10,9,0,9,False,False,DOWN,9
B,10,9,0,9,False,False,B,10
LEFT,10,9,0,9,False,False,LEFT,11
SELECT,10,9,0,9,False,False,SELECT,12
START,10,9,0,9,False,False,START,13
RIGHT,10,9,0,9,False,False,RIGHT,14
R,10,9,0,9,False,False,R,15
DOWN,10,9,0,9,False,False,DOWN,16
RIGHT,10,9,0,9,False,False,RIGHT,17
L,10,9,0,9,False,False,L,18
SELECT,10,9,0,9,False,False,SELECT,19
START,10,9,0,9,False,False,START,20
SELECT,10,9,0,9,False,False,SELECT,21
DOWN,10,9,0,9,False,False,DOWN,22
RIGHT,10,9,0,9,False,False,RIGHT,23
R,10,9,0,9,False,False,R,24
A,10,9,0,9,False,False,A,25
SELECT,10,9,0,9,False,False,SELECT,26
A,10,9,0,9,False,False,A,27
B,10,9,0,9,False,False,B,28
RIGHT,10,9,0,9,False,False,RIGHT,29
R,10,9,0,9,False,False,R,30
START,10,9,0,9,False,False,START,31
DOWN,10,9,0,9,False,False,DOWN,32
START,10,9,0,9,False,False,START,33
START,10,9,0,9,False,False,START,34
B,10,9,0,9,False,False,B,35
L,10,9,0,9,False,False,L,36
LEFT,9,9,0,9,False,False,LEFT,37
SELECT,9,9,0,9,False,False,SELECT,38
B,9,9,0,9,False,False,B,39
L,9,9,0,9,False,False,L,40
SELECT,9,9,0,9,False,False,SELECT,41
DOWN,9,9,0,9,False,False,DOWN,42
START,9,9,0,9,False,False,START,43
SELECT,9,9,0,9,False,False,SELECT,44
LEFT,9,9,0,9,False,False,LEFT,45
B,9,9,0,9,False,False,B,46
START,9,9,0,9,False,False,START,47
LEFT,9,9,0,9,False,False,LEFT,48
UP,9,9,0,9,False,False,UP,49
LEFT,9,9,0,9,False,False,LEFT,50
START,9,9,0,9,False,False,START,51
LEFT,9,9,0,9,False,False,LEFT,52
DOWN,9,9,0,9,False,False,DOWN,53
SELECT,9,9,0,9,False,False,SELECT,54
A,9,9,0,9,False,False,A,55
RIGHT,9,9,0,9,False,False,RIGHT,56
LEFT,9,9,0,9,False,False,LEFT,57
START,9,9,0,9,False,False,START,58
R,9,9,0,9,False,False,R,59
R,9,9,0,9,False,False,R,60
LEFT,9,9,0,9,False,False,LEFT,61
DOWN,9,9,0,9,False,False,DOWN,62
SELECT,9,9,0,9,False,False,SELECT,63
R,9,9,0,9,False,False,R,64
R,9,9,0,9,False,False,R,65
L,9,9,0,9,False,False,L,66
B,9,9,0,9,False,False,B,67
RIGHT,10,9,0,9,False,False,RIGHT,68
R,10,9,0,9,False,False,R,69
LEFT,9,9,0,9,False,False,LEFT,70
L,9,9,0,9,False,False,L,71
B,9,9,0,9,False,False,B,72
LEFT,8,9,0,9,False,False,LEFT,73
R,8,9,0,9,False,False,R,74
L,8,9,0,9,False,False,L,75
SELECT,8,9,0,9,False,False,SELECT,76
LEFT,8,9,0,9,False,False,LEFT,77
DOWN,8,9,0,9,False,False,DOWN,78
START,8,9,0,9,False,False,START,79
START,8,9,0,9,False,False,START,80
R,8,9,0,9,False,False,R,81
B,8,9,0,9,False,False,B,82
UP,8,9,0,9,False,False,UP,83
START,8,9,0,9,False,False,START,84
B,8,9,0,9,False,False,B,85
RIGHT,8,9,0,9,False,False,RIGHT,86
L,8,9,0,9,False,False,L,87
A,8,9,0,9,False,False,A,88
L,8,9,0,9,False,False,L,89
R,8,9,0,9,False,False,R,90
START,8,9,0,9,False,False,START,91
UP,8,9,0,9,False,False,UP,92
R,8,9,0,9,False,False,R,93
SELECT,8,9,0,9,False,False,SELECT,94
B,8,9,0,9,False,False,B,95
A,8,9,0,9,False,False,A,96
R,8,9,0,9,False,False,R,97
B,8,9,0,9,False,False,B,98
DOWN,8,10,0,9,False,False,DOWN,99
START,8,10,0,9,False,False,START,100
DOWN,8,11,0,9,False,False,DOWN,101
START,8,11,0,9,False,False,START,102
L,8,11,0,9,False,False,L,103
LEFT,8,11,0,9,False,False,LEFT,104
RIGHT,8,11,0,9,False,False,RIGHT,105
R,8,11,0,9,False,False,R,106
L,8,11,0,9,False,False,L,107
DOWN,8,11,0,9,False,False,DOWN,108
SELECT,8,11,0,9,False,False,SELECT,109
R,8,11,0,9,False,False,R,110
LEFT,8,11,0,9,False,False,LEFT,111
A,8,11,0,9,False,False,A,112
B,8,11,0,9,False,False,B,113
L,8,11,0,9,False,False,L,114
SELECT,8,11,0,9,False,False,SELECT,115
DOWN,8,11,0,9,False,False,DOWN,116
A,8,11,0,9,False,False,A,117
UP,8,11,0,9,False,False,UP,118
UP,8,11,0,9,False,False,UP,119
START,8,11,0,9,False,False,START,120
L,8,11,0,9,False,False,L,121
UP,8,11,0,9,False,False,UP,122
A,8,11,0,9,False,False,A,123
SELECT,8,11,0,9,False,False,SELECT,124
UP,8,11,0,9,False,False,UP,125
LEFT,8,11,0,9,False,False,LEFT,126
UP,8,11,0,9,False,False,UP,127
B,8,11,0,9,False,False,B,128
SELECT,8,11,0,9,False,False,SELECT,129
B,8,11,0,9,False,False,B,130
B,8,11,0,9,False,False,B,131
SELECT,8,11,0,9,False,False,SELECT,132
L,8,11,0,9,False,False,L,133
UP,8,11,0,9,False,False,UP,134
DOWN,8,11,0,9,False,False,DOWN,135
UP,8,11,0,9,False,False,UP,136
SELECT,8,11,0,9,False,False,SELECT,137
START,8,11,0,9,False,False,START,138
A,8,11,0,9,False,False,A,139
RIGHT,9,11,0,9,False,False,RIGHT,140
RIGHT,10,11,0,9,False,False,RIGHT,141
DOWN,10,12,0,9,False,False,DOWN,142
RIGHT,11,12,0,9,False,False,RIGHT,143
SELECT,11,12,0,9,False,False,SELECT,144
START,11,12,0,9,False,False,START,145
UP,11,12,0,9,False,False,UP,146
DOWN,11,12,0,9,False,False,DOWN,147
START,11,12,0,9,False,False,START,148
SELECT,11,12,0,9,False,False,SELECT,149
A,11,12,0,9,False,False,A,150
UP,11,12,0,9,False,False,UP,151
SELECT,11,12,0,9,False,False,SELECT,152
LEFT,11,12,0,9,False,False,LEFT,153
