inputtedAction,x,y,mapBank,mapNum,isInBattle,isDone,executedStep,currentSteps,facingDirection,reward
LEFT,8,10,0,9,False,False,LEFT,1,LEFT,0
B,8,10,0,9,False,False,B,2,LEFT,0.9
B,8,10,0,9,False,False,B,3,LEFT,0.8
A,8,10,0,9,False,False,A,4,LEFT,0.7000000000000001
B,8,10,0,9,False,False,B,5,LEFT,0.6000000000000001
UP,8,9,0,9,False,False,UP,6,UP,0.5000000000000001
B,8,9,0,9,False,False,B,7,UP,1.4
DOWN,8,10,0,9,False,False,DOWN,8,DOWN,1.2999999999999998
UP,8,9,0,9,False,False,UP,9,UP,1.1999999999999997
A,8,9,0,9,False,False,A,10,UP,1.0999999999999996
B,8,9,0,9,False,False,B,11,UP,0.9999999999999997
A,8,9,0,9,False,False,A,12,UP,0.8999999999999997
RIGHT,9,9,0,9,False,False,RIGHT,13,RIGHT,0.7999999999999997
A,9,9,0,9,False,False,A,14,RIGHT,1.6999999999999997
LEFT,8,9,0,9,False,False,LEFT,15,LEFT,1.5999999999999996
DOWN,8,10,0,9,False,False,DOWN,16,DOWN,1.4999999999999996
A,8,10,0,9,False,False,A,17,DOWN,1.3999999999999995
LEFT,7,10,0,9,False,False,LEFT,18,LEFT,1.2999999999999994
UP,7,9,0,9,False,False,UP,19,UP,2.1999999999999993
A,7,9,0,9,False,False,A,20,UP,3.099999999999999
DOWN,7,9,0,9,False,False,DOWN,21,UP,2.999999999999999
UP,7,9,0,9,False,False,UP,22,UP,2.899999999999999
A,7,9,0,9,False,False,A,23,UP,2.799999999999999
B,7,9,0,9,False,False,B,24,UP,2.699999999999999
DOWN,7,10,0,9,False,False,DOWN,25,DOWN,2.5999999999999988
LEFT,6,10,0,9,False,False,LEFT,26,LEFT,2.4999999999999987
LEFT,5,10,0,9,False,False,LEFT,27,LEFT,3.3999999999999986
UP,5,9,0,9,False,False,UP,28,UP,4.299999999999999
UP,5,8,0,9,False,False,UP,29,UP,5.199999999999999
LEFT,5,8,0,9,False,False,LEFT,30,UP,6.1
LEFT,5,8,0,9,False,False,LEFT,31,UP,6.0
UP,8,8,1,0,False,False,UP,32,UP,5.9
UP,8,8,1,0,False,False,UP,33,UP,6.800000000000001
DOWN,8,8,1,0,False,False,DOWN,34,UP,6.700000000000001
LEFT,5,8,0,9,False,False,LEFT,35,DOWN,6.600000000000001
A,5,9,0,9,False,False,A,36,DOWN,6.500000000000002
A,5,9,0,9,False,False,A,37,DOWN,6.400000000000002
A,5,9,0,9,False,False,A,38,DOWN,6.3000000000000025
LEFT,4,9,0,9,False,False,LEFT,39,LEFT,6.200000000000003
LEFT,3,9,0,9,False,False,LEFT,40,LEFT,7.100000000000003
DOWN,3,10,0,9,False,False,DOWN,41,DOWN,8.000000000000004
