inputtedAction,x,y,mapBank,mapNum,isInBattle,isDone,executedStep,currentSteps,facingDirection,reward
A,9,10,0,9,False,False,A,1,DOWN,0
RIGHT,10,10,0,9,False,False,RIGHT,2,RIGHT,0.9
LEFT,9,10,0,9,False,False,LEFT,3,LEFT,1.7999999999999998
RIGHT,10,10,0,9,False,False,RIGHT,4,RIGHT,1.6999999999999997
B,10,10,0,9,False,False,B,5,RIGHT,1.5999999999999996
UP,10,9,0,9,False,False,UP,6,UP,1.4999999999999996
B,10,9,0,9,False,False,B,7,UP,2.3999999999999995
B,10,9,0,9,False,False,B,8,UP,2.2999999999999994
RIGHT,11,9,0,9,False,False,RIGHT,9,RIGHT,2.1999999999999993
RIGHT,12,9,0,9,False,False,RIGHT,10,RIGHT,3.099999999999999
B,12,9,0,9,False,False,B,11,RIGHT,3.9999999999999996
B,12,9,0,9,False,False,B,12,RIGHT,3.8999999999999995
UP,12,9,0,9,False,False,UP,13,UP,3.7999999999999994
DOWN,12,10,0,9,False,False,DOWN,14,DOWN,3.6999999999999993
RIGHT,13,10,0,9,False,False,RIGHT,15,RIGHT,4.6
B,13,10,0,9,False,False,B,16,RIGHT,5.5
LEFT,12,10,0,9,False,False,LEFT,17,LEFT,5.4
RIGHT,13,10,0,9,False,False,RIGHT,18,RIGHT,5.300000000000001
A,13,10,0,9,False,False,A,19,RIGHT,5.200000000000001
RIGHT,14,10,0,9,False,False,RIGHT,20,RIGHT,5.100000000000001
UP,14,9,0,9,False,False,UP,21,UP,6.000000000000002
UP,14,8,0,9,False,False,UP,22,UP,6.900000000000002
B,14,8,0,9,False,False,B,23,UP,7.8000000000000025
B,14,8,0,9,False,False,B,24,UP,7.700000000000003
DOWN,2,8,1,2,False,False,DOWN,25,UP,7.600000000000003
LEFT,2,8,1,2,False,False,LEFT,26,UP,8.500000000000004
DOWN,2,8,1,2,False,False,DOWN,27,UP,8.400000000000004
A,14,8,0,9,False,False,A,28,DOWN,8.300000000000004
B,14,9,0,9,False,False,B,29,DOWN,8.200000000000005
DOWN,14,9,0,9,False,False,DOWN,30,DOWN,8.100000000000005
B,14,9,0,9,False,False,B,31,DOWN,8.000000000000005
A,14,9,0,9,False,False,A,32,DOWN,7.900000000000006
B,14,9,0,9,False,False,B,33,DOWN,7.800000000000006
A,14,9,0,9,False,False,A,34,DOWN,7.700000000000006
B,14,9,0,9,False,False,B,35,DOWN,7.600000000000007
RIGHT,15,9,0,9,False,False,RIGHT,36,RIGHT,7.500000000000007
RIGHT,16,9,0,9,False,False,RIGHT,37,RIGHT,8.400000000000007
UP,16,9,0,9,False,False,UP,38,UP,9.300000000000008
LEFT,15,9,0,9,False,False,LEFT,39,LEFT,9.200000000000008
LEFT,14,9,0,9,False,False,LEFT,40,LEFT,9.100000000000009
A,14,9,0,9,False,False,A,41,LEFT,9.000000000000009
B,14,9,0,9,False,False,B,42,LEFT,8.90000000000001
DOWN,14,10,0,9,False,False,DOWN,43,DOWN,8.80000000000001
DOWN,14,11,0,9,False,False,DOWN,44,DOWN,8.70000000000001
B,14,11,0,9,False,False,B,45,DOWN,9.60000000000001
B,14,11,0,9,False,False,B,46,DOWN,9.50000000000001
DOWN,14,12,0,9,False,False,DOWN,47,DOWN,9.400000000000011
LEFT,13,12,0,9,False,False,LEFT,48,LEFT,10.300000000000011
B,13,12,0,9,False,False,B,49,LEFT,11.200000000000012
B,13,12,0,9,False,False,B,50,LEFT,11.100000000000012
B,13,12,0,9,False,False,B,51,LEFT,11.000000000000012
RIGHT,14,12,0,9,False,False,RIGHT,52,RIGHT,10.900000000000013
RIGHT,14,12,0,9,False,False,RIGHT,53,RIGHT,10.800000000000013
LEFT,13,12,0,9,False,False,LEFT,54,LEFT,10.700000000000014
A,13,12,0,9,False,False,A,55,LEFT,10.600000000000014
UP,13,11,0,9,False,False,UP,56,UP,10.500000000000014
B,13,11,0,9,False,False,B,57,UP,11.400000000000015
RIGHT,14,11,0,9,False,False,RIGHT,58,RIGHT,11.300000000000015
UP,14,10,0,9,False,False,UP,59,UP,11.200000000000015
LEFT,13,10,0,9,False,False,LEFT,60,LEFT,11.100000000000016
RIGHT,14,10,0,9,False,False,RIGHT,61,RIGHT,11.000000000000016
UP,14,9,0,9,False,False,UP,62,UP,10.900000000000016
B,14,9,0,9,False,False,B,63,UP,10.800000000000017
A,14,9,0,9,False,False,A,64,UP,10.700000000000017
RIGHT,15,9,0,9,False,False,RIGHT,65,RIGHT,10.600000000000017
RIGHT,16,9,0,9,False,False,RIGHT,66,RIGHT,10.500000000000018
A,16,9,0,9,False,False,A,67,RIGHT,10.400000000000018
UP,16,9,0,9,False,False,UP,68,UP,10.300000000000018
