inputtedAction,x,y,mapBank,mapNum,isInBattle,isDone,executedStep,currentSteps,facingDirection,reward
A,9,10,0,9,False,False,A,1,DOWN,0
B,9,10,0,9,False,False,B,2,DOWN,0.9
B,9,10,0,9,False,False,B,3,DOWN,0.8
A,9,10,0,9,False,False,A,4,DOWN,0.7000000000000001
B,9,10,0,9,False,False,B,5,DOWN,0.6000000000000001
RIGHT,10,10,0,9,False,False,RIGHT,6,RIGHT,0.5000000000000001
UP,10,9,0,9,False,False,UP,7,UP,1.4
DOWN,10,10,0,9,False,False,DOWN,8,DOWN,2.3
DOWN,10,11,0,9,False,False,DOWN,9,DOWN,2.1999999999999997
B,10,11,0,9,False,False,B,10,DOWN,3.0999999999999996
DOWN,10,12,0,9,False,False,DOWN,11,DOWN,2.9999999999999996
DOWN,10,12,0,9,False,False,DOWN,12,DOWN,3.8999999999999995
UP,10,11,0,9,False,False,UP,13,UP,3.7999999999999994
DOWN,10,12,0,9,False,False,DOWN,14,DOWN,3.6999999999999993
UP,10,11,0,9,False,False,UP,15,UP,3.599999999999999
UP,10,10,0,9,False,False,UP,16,UP,3.499999999999999
LEFT,9,10,0,9,False,False,LEFT,17,LEFT,3.399999999999999
UP,9,9,0,9,False,False,UP,18,UP,3.299999999999999
LEFT,8,9,0,9,False,False,LEFT,19,LEFT,4.199999999999999
LEFT,7,9,0,9,False,False,LEFT,20,LEFT,5.1
RIGHT,8,9,0,9,False,False,RIGHT,21,RIGHT,6.0
A,8,9,0,9,False,False,A,22,RIGHT,5.9
B,8,9,0,9,False,False,B,23,RIGHT,5.800000000000001
A,8,9,0,9,False,False,A,24,RIGHT,5.700000000000001
RIGHT,9,9,0,9,False,False,RIGHT,25,RIGHT,5.600000000000001
DOWN,9,10,0,9,False,False,DOWN,26,DOWN,5.500000000000002
RIGHT,10,10,0,9,False,False,RIGHT,27,RIGHT,5.400000000000002
B,10,10,0,9,False,False,B,28,RIGHT,5.3000000000000025
UP,10,9,0,9,False,False,UP,29,UP,5.200000000000003
UP,10,8,0,9,False,False,UP,30,UP,5.100000000000003
LEFT,9,8,0,9,False,False,LEFT,31,LEFT,6.0000000000000036
A,9,8,0,9,False,False,A,32,LEFT,6.900000000000004
LEFT,8,8,0,9,False,False,LEFT,33,LEFT,6.800000000000004
DOWN,8,9,0,9,False,False,DOWN,34,DOWN,7.700000000000005
B,8,9,0,9,False,False,B,35,DOWN,7.600000000000005
B,8,9,0,9,False,False,B,36,DOWN,7.500000000000005
B,8,9,0,9,False,False,B,37,DOWN,7.400000000000006
RIGHT,9,9,0,9,False,False,RIGHT,38,RIGHT,7.300000000000006
UP,9,8,0,9,False,False,UP,39,UP,7.200000000000006
RIGHT,10,8,0,9,False,False,RIGHT,40,RIGHT,7.100000000000007
DOWN,10,9,0,9,False,False,DOWN,41,DOWN,7.000000000000007
UP,10,8,0,9,False,False,UP,42,UP,6.9000000000000075
DOWN,10,9,0,9,False,False,DOWN,43,DOWN,6.800000000000008
UP,10,8,0,9,False,False,UP,44,UP,6.700000000000008
UP,10,7,0,9,False,False,UP,45,UP,6.6000000000000085
A,10,7,0,9,False,False,A,46,UP,7.500000000000009
RIGHT,11,7,0,9,False,False,RIGHT,47,RIGHT,7.400000000000009
UP,11,6,0,9,False,False,UP,48,UP,8.30000000000001
DOWN,11,7,0,9,False,False,DOWN,49,DOWN,9.20000000000001
B,11,7,0,9,False,False,B,50,DOWN,9.10000000000001
UP,11,6,0,9,False,False,UP,51,UP,9.00000000000001
B,11,6,0,9,False,False,B,52,UP,8.900000000000011
A,11,6,0,9,False,False,A,53,UP,8.800000000000011
UP,11,5,0,9,False,False,UP,54,UP,8.700000000000012
LEFT,10,5,0,9,False,False,LEFT,55,LEFT,9.600000000000012
B,10,5,0,9,False,False,B,56,LEFT,10.500000000000012
B,10,5,0,9,False,False,B,57,LEFT,10.400000000000013
UP,10,4,0,9,False,False,UP,58,UP,10.300000000000013
RIGHT,11,4,0,9,False,False,RIGHT,59,RIGHT,11.200000000000014
A,11,4,0,9,False,False,A,60,RIGHT,12.100000000000014
RIGHT,12,4,0,9,False,False,RIGHT,61,RIGHT,12.000000000000014
UP,12,3,0,9,False,False,UP,62,UP,12.900000000000015
B,12,3,0,9,False,False,B,63,UP,13.800000000000015
UP,12,2,0,9,False,False,UP,64,UP,13.700000000000015
A,12,2,0,9,False,False,A,65,UP,14.600000000000016
LEFT,11,2,0,9,False,False,LEFT,66,LEFT,14.500000000000016
A,11,2,0,9,False,False,A,67,LEFT,15.400000000000016
B,11,2,0,9,False,False,B,68,LEFT,15.300000000000017
LEFT,10,2,0,9,False,False,LEFT,69,LEFT,15.200000000000017
B,10,2,0,9,False,False,B,70,LEFT,16.100000000000016
UP,10,1,0,9,False,False,UP,71,UP,16.000000000000014
RIGHT,11,1,0,9,False,False,RIGHT,72,RIGHT,16.900000000000013
LEFT,10,1,0,9,False,False,LEFT,73,LEFT,17.80000000000001
DOWN,10,2,0,9,False,False,DOWN,74,DOWN,17.70000000000001
DOWN,10,3,0,9,False,False,DOWN,75,DOWN,17.60000000000001
UP,10,2,0,9,False,False,UP,76,UP,18.500000000000007
RIGHT,11,2,0,9,False,False,RIGHT,77,RIGHT,18.400000000000006
B,11,2,0,9,False,False,B,78,RIGHT,18.300000000000004
RIGHT,12,2,0,9,False,False,RIGHT,79,RIGHT,18.200000000000003
LEFT,11,2,0,9,False,False,LEFT,80,LEFT,18.1
DOWN,11,3,0,9,False,False,DOWN,81,DOWN,18.0
B,11,3,0,9,False,False,B,82,DOWN,18.9
B,11,3,0,9,False,False,B,83,DOWN,18.799999999999997
LEFT,10,3,0,9,False,False,LEFT,84,LEFT,18.699999999999996
A,10,3,0,9,False,False,A,85,LEFT,18.599999999999994
B,10,3,0,9,False,False,B,86,LEFT,18.499999999999993
UP,10,2,0,9,False,False,UP,87,UP,18.39999999999999
LEFT,9,2,0,9,False,False,LEFT,88,LEFT,18.29999999999999
DOWN,9,3,0,9,False,False,DOWN,89,DOWN,19.19999999999999
A,9,3,0,9,False,False,A,90,DOWN,20.099999999999987
A,9,3,0,9,False,False,A,91,DOWN,19.999999999999986
A,9,3,0,9,False,False,A,92,DOWN,19.899999999999984
RIGHT,10,3,0,9,False,False,RIGHT,93,RIGHT,19.799999999999983
LEFT,9,3,0,9,False,False,LEFT,94,LEFT,19.69999999999998
RIGHT,10,3,0,9,False,False,RIGHT,95,RIGHT,19.59999999999998
A,10,3,0,9,False,False,A,96,RIGHT,19.49999999999998
A,10,3,0,9,False,False,A,97,RIGHT,19.399999999999977
B,10,3,0,9,False,False,B,98,RIGHT,19.299999999999976
DOWN,10,4,0,9,False,False,DOWN,99,DOWN,19.199999999999974
B,10,4,0,9,False,False,B,100,DOWN,19.099999999999973
LEFT,9,4,0,9,False,False,LEFT,101,LEFT,18.99999999999997
B,9,4,0,9,False,False,B,102,LEFT,19.89999999999997
A,9,4,0,9,False,False,A,103,LEFT,19.79999999999997
A,9,4,0,9,False,False,A,104,LEFT,19.699999999999967
A,9,4,0,9,False,False,A,105,LEFT,19.599999999999966
UP,9,3,0,9,False,False,UP,106,UP,19.499999999999964
LEFT,8,3,0,9,False,False,LEFT,107,LEFT,19.399999999999963
DOWN,8,4,0,9,False,False,DOWN,108,DOWN,20.29999999999996
B,8,4,0,9,False,False,B,109,DOWN,21.19999999999996
LEFT,7,4,0,9,False,False,LEFT,110,LEFT,21.09999999999996
RIGHT,8,4,0,9,False,False,RIGHT,111,RIGHT,21.999999999999957
LEFT,7,4,0,9,False,False,LEFT,112,LEFT,21.899999999999956
B,7,4,0,9,False,False,B,113,LEFT,21.799999999999955
A,7,4,0,9,False,False,A,114,LEFT,21.699999999999953
LEFT,6,4,0,9,False,False,LEFT,115,LEFT,21.59999999999995
B,6,4,0,9,False,False,B,116,LEFT,22.49999999999995
RIGHT,7,4,0,9,False,False,RIGHT,117,RIGHT,22.39999999999995
DOWN,7,5,0,9,False,False,DOWN,118,DOWN,22.299999999999947
LEFT,7,5,0,9,False,False,LEFT,119,LEFT,23.199999999999946
