inputtedAction,x,y,mapBank,mapNum,isInBattle,isDone,executedStep,currentSteps,facingDirection,reward
A,9,10,0,9,False,False,A,1,DOWN,0
LEFT,8,10,0,9,False,False,LEFT,2,LEFT,0.9
B,8,10,0,9,False,False,B,3,LEFT,1.7999999999999998
B,8,10,0,9,False,False,B,4,LEFT,1.6999999999999997
UP,8,9,0,9,False,False,UP,5,UP,1.5999999999999996
UP,8,8,0,9,False,False,UP,6,UP,2.4999999999999996
B,8,8,0,9,False,False,B,7,UP,3.3999999999999995
RIGHT,9,8,0,9,False,False,RIGHT,8,RIGHT,3.2999999999999994
UP,9,7,0,9,False,False,UP,9,UP,4.199999999999999
RIGHT,10,7,0,9,False,False,RIGHT,10,RIGHT,5.1
B,10,7,0,9,False,False,B,11,RIGHT,6.0
DOWN,10,8,0,9,False,False,DOWN,12,DOWN,5.9
B,10,8,0,9,False,False,B,13,DOWN,6.800000000000001
B,10,8,0,9,False,False,B,14,DOWN,6.700000000000001
A,10,8,0,9,False,False,A,15,DOWN,6.600000000000001
A,10,8,0,9,False,False,A,16,DOWN,6.500000000000002
DOWN,10,9,0,9,False,False,DOWN,17,DOWN,6.400000000000002
B,10,9,0,9,False,False,B,18,DOWN,7.3000000000000025
DOWN,10,10,0,9,False,False,DOWN,19,DOWN,7.200000000000003
UP,10,9,0,9,False,False,UP,20,UP,8.100000000000003
RIGHT,11,9,0,9,False,False,RIGHT,21,RIGHT,8.000000000000004
RIGHT,12,9,0,9,False,False,RIGHT,22,RIGHT,8.900000000000004
B,12,9,0,9,False,False,B,23,RIGHT,9.800000000000004
RIGHT,13,9,0,9,False,False,RIGHT,24,RIGHT,9.700000000000005
LEFT,12,9,0,9,False,False,LEFT,25,LEFT,10.600000000000005
B,12,9,0,9,False,False,B,26,LEFT,10.500000000000005
A,12,9,0,9,False,False,A,27,LEFT,10.400000000000006
UP,12,9,0,9,False,False,UP,28,UP,10.300000000000006
RIGHT,13,9,0,9,False,False,RIGHT,29,RIGHT,10.200000000000006
UP,13,9,0,9,False,False,UP,30,UP,10.100000000000007
A,13,9,0,9,False,False,A,31,UP,10.000000000000007
A,13,9,0,9,False,False,A,32,UP,9.900000000000007
B,13,9,0,9,False,False,B,33,UP,9.800000000000008
A,13,9,0,9,False,False,A,34,UP,9.700000000000008
