inputtedAction,x,y,mapBank,mapNum,isInBattle,isDone,executedStep,currentSteps,facingDirection,reward
DOWN,9,11,0,9,False,False,DOWN,1,DOWN,0
RIGHT,10,11,0,9,False,False,RIGHT,2,RIGHT,0.9
B,10,11,0,9,False,False,B,3,RIGHT,1.7999999999999998
DOWN,10,12,0,9,False,False,DOWN,4,DOWN,1.6999999999999997
RIGHT,11,12,0,9,False,False,RIGHT,5,RIGHT,2.5999999999999996
B,11,12,0,9,False,False,B,6,RIGHT,3.4999999999999996
LEFT,10,12,0,9,False,False,LEFT,7,LEFT,3.3999999999999995
RIGHT,11,12,0,9,False,False,RIGHT,8,RIGHT,3.2999999999999994
UP,11,11,0,9,False,False,UP,9,UP,3.1999999999999993
A,11,11,0,9,False,False,A,10,UP,4.1
B,11,11,0,9,False,False,B,11,UP,3.9999999999999996
UP,11,10,0,9,False,False,UP,12,UP,3.8999999999999995
DOWN,11,11,0,9,False,False,DOWN,13,DOWN,4.8
B,11,11,0,9,False,False,B,14,DOWN,4.7
RIGHT,12,11,0,9,False,False,RIGHT,15,RIGHT,4.6000000000000005
UP,12,10,0,9,False,False,UP,16,UP,5.500000000000001
UP,12,9,0,9,False,False,UP,17,UP,6.400000000000001
RIGHT,13,9,0,9,False,False,RIGHT,18,RIGHT,7.300000000000002
RIGHT,14,9,0,9,False,False,RIGHT,19,RIGHT,8.200000000000001
LEFT,13,9,0,9,False,False,LEFT,20,LEFT,9.100000000000001
LEFT,12,9,0,9,False,False,LEFT,21,LEFT,9.000000000000002
A,12,9,0,9,False,False,A,22,LEFT,8.900000000000002
A,12,9,0,9,False,False,A,23,LEFT,8.800000000000002
RIGHT,13,9,0,9,False,False,RIGHT,24,RIGHT,8.700000000000003
A,13,9,0,9,False,False,A,25,RIGHT,8.600000000000003
B,13,9,0,9,False,False,B,26,RIGHT,8.500000000000004
RIGHT,14,9,0,9,False,False,RIGHT,27,RIGHT,8.400000000000004
RIGHT,15,9,0,9,False,False,RIGHT,28,RIGHT,8.300000000000004
A,15,9,0,9,False,False,A,29,RIGHT,9.200000000000005
LEFT,14,9,0,9,False,False,LEFT,30,LEFT,9.100000000000005
UP,14,8,0,9,False,False,UP,31,UP,9.000000000000005
UP,14,8,0,9,False,False,UP,32,UP,9.900000000000006
RIGHT,14,8,0,9,False,False,RIGHT,33,UP,9.800000000000006
LEFT,2,8,1,2,False,False,LEFT,34,UP,9.700000000000006
LEFT,2,8,1,2,False,False,LEFT,35,UP,10.600000000000007
LEFT,1,8,1,2,False,False,LEFT,36,LEFT,10.500000000000007
LEFT,0,8,1,2,False,False,LEFT,37,LEFT,11.400000000000007
B,0,8,1,2,False,False,B,38,LEFT,12.300000000000008
A,0,8,1,2,False,False,A,39,LEFT,12.200000000000008
DOWN,0,8,1,2,False,False,DOWN,40,DOWN,12.100000000000009
B,0,8,1,2,False,False,B,41,DOWN,12.000000000000009
DOWN,0,8,1,2,False,False,DOWN,42,DOWN,11.90000000000001
LEFT,0,8,1,2,False,False,LEFT,43,DOWN,11.80000000000001
LEFT,0,8,1,2,False,False,LEFT,44,LEFT,11.70000000000001
B,0,8,1,2,False,False,B,45,LEFT,11.60000000000001
A,0,8,1,2,False,False,A,46,LEFT,11.50000000000001
UP,0,7,1,2,False,False,UP,47,UP,11.400000000000011
LEFT,0,7,1,2,False,False,LEFT,48,LEFT,12.300000000000011
UP,0,6,1,2,False,False,UP,49,UP,12.200000000000012
LEFT,0,6,1,2,False,False,LEFT,50,LEFT,13.100000000000012
B,0,6,1,2,False,False,B,51,LEFT,13.000000000000012
A,0,6,1,2,False,False,A,52,LEFT,12.900000000000013
DOWN,0,7,1,2,False,False,DOWN,53,DOWN,12.800000000000013
B,0,7,1,2,False,False,B,54,DOWN,12.700000000000014
DOWN,0,8,1,2,False,False,DOWN,55,DOWN,12.600000000000014
LEFT,0,8,1,2,False,False,LEFT,56,LEFT,12.500000000000014
A,0,8,1,2,False,False,A,57,LEFT,12.400000000000015
LEFT,0,8,1,2,False,False,LEFT,58,LEFT,12.300000000000015
UP,0,7,1,2,False,False,UP,59,UP,12.200000000000015
A,0,7,1,2,False,False,A,60,UP,12.100000000000016
RIGHT,1,7,1,2,False,False,RIGHT,61,RIGHT,12.000000000000016
LEFT,0,7,1,2,False,False,LEFT,62,LEFT,12.900000000000016
LEFT,0,7,1,2,False,False,LEFT,63,LEFT,12.800000000000017
UP,0,6,1,2,False,False,UP,64,UP,12.700000000000017
DOWN,0,7,1,2,False,False,DOWN,65,DOWN,12.600000000000017
LEFT,0,7,1,2,False,False,LEFT,66,LEFT,12.500000000000018
A,0,7,1,2,False,False,A,67,LEFT,12.400000000000018
LEFT,0,7,1,2,False,False,LEFT,68,LEFT,12.300000000000018
UP,0,6,1,2,False,False,UP,69,UP,12.200000000000019
RIGHT,1,6,1,2,False,False,RIGHT,70,RIGHT,12.10000000000002
