inputtedAction,x,y,mapBank,mapNum,isInBattle,isDone,executedStep,currentSteps,facingDirection,reward
B,9,10,0,9,False,False,B,1,DOWN,0
UP,9,9,0,9,False,False,UP,2,UP,0.9
UP,9,8,0,9,False,False,UP,3,UP,1.7999999999999998
B,9,8,0,9,False,False,B,4,UP,2.6999999999999997
LEFT,8,8,0,9,False,False,LEFT,5,LEFT,2.5999999999999996
A,8,8,0,9,False,False,A,6,LEFT,3.4999999999999996
B,8,8,0,9,False,False,B,7,LEFT,3.3999999999999995
UP,8,7,0,9,False,False,UP,8,UP,3.2999999999999994
B,8,7,0,9,False,False,B,9,UP,4.199999999999999
RIGHT,9,7,0,9,False,False,RIGHT,10,RIGHT,4.1
B,9,7,0,9,False,False,B,11,RIGHT,5.0
UP,9,6,0,9,False,False,UP,12,UP,4.9
UP,9,5,0,9,False,False,UP,13,UP,5.800000000000001
RIGHT,10,5,0,9,False,False,RIGHT,14,RIGHT,6.700000000000001
DOWN,10,6,0,9,False,False,DOWN,15,DOWN,7.600000000000001
A,10,6,0,9,False,False,A,16,DOWN,8.500000000000002
UP,10,5,0,9,False,False,UP,17,UP,8.400000000000002
DOWN,10,6,0,9,False,False,DOWN,18,DOWN,8.300000000000002
LEFT,9,6,0,9,False,False,LEFT,19,LEFT,8.200000000000003
UP,9,5,0,9,False,False,UP,20,UP,8.100000000000003
DOWN,9,6,0,9,False,False,DOWN,21,DOWN,8.000000000000004
B,9,6,0,9,False,False,B,22,DOWN,7.900000000000004
DOWN,9,7,0,9,False,False,DOWN,23,DOWN,7.800000000000004
A,9,7,0,9,False,False,A,24,DOWN,7.700000000000005
DOWN,9,8,0,9,False,False,DOWN,25,DOWN,7.600000000000005
RIGHT,10,8,0,9,False,False,RIGHT,26,RIGHT,7.500000000000005
A,10,8,0,9,False,False,A,27,RIGHT,8.400000000000006
DOWN,10,9,0,9,False,False,DOWN,28,DOWN,8.300000000000006
A,10,9,0,9,False,False,A,29,DOWN,9.200000000000006
LEFT,9,9,0,9,False,False,LEFT,30,LEFT,9.100000000000007
DOWN,9,10,0,9,False,False,DOWN,31,DOWN,9.000000000000007
LEFT,8,10,0,9,False,False,LEFT,32,LEFT,8.900000000000007
DOWN,8,11,0,9,False,False,DOWN,33,DOWN,9.800000000000008
RIGHT,9,11,0,9,False,False,RIGHT,34,RIGHT,10.700000000000008
A,9,11,0,9,False,False,A,35,RIGHT,11.600000000000009
RIGHT,10,11,0,9,False,False,RIGHT,36,RIGHT,11.500000000000009
RIGHT,11,11,0,9,False,False,RIGHT,37,RIGHT,12.40000000000001
DOWN,11,12,0,9,False,False,DOWN,38,DOWN,13.30000000000001
UP,11,11,0,9,False,False,UP,39,UP,14.20000000000001
RIGHT,12,11,0,9,False,False,RIGHT,40,RIGHT,14.10000000000001
DOWN,12,12,0,9,False,False,DOWN,41,DOWN,15.00000000000001
UP,12,11,0,9,False,False,UP,42,UP,15.900000000000011
RIGHT,13,11,0,9,False,False,RIGHT,43,RIGHT,15.800000000000011
B,13,11,0,9,False,False,B,44,RIGHT,16.70000000000001
LEFT,12,11,0,9,False,False,LEFT,45,LEFT,16.60000000000001
A,12,11,0,9,False,False,A,46,LEFT,16.500000000000007
UP,12,10,0,9,False,False,UP,47,UP,16.400000000000006
B,12,10,0,9,False,False,B,48,UP,17.300000000000004
DOWN,12,11,0,9,False,False,DOWN,49,DOWN,17.200000000000003
DOWN,12,12,0,9,False,False,DOWN,50,DOWN,17.1
UP,12,11,0,9,False,False,UP,51,UP,17.0
LEFT,11,11,0,9,False,False,LEFT,52,LEFT,16.9
UP,11,10,0,9,False,False,UP,53,UP,16.799999999999997
RIGHT,12,10,0,9,False,False,RIGHT,54,RIGHT,17.699999999999996
LEFT,11,10,0,9,False,False,LEFT,55,LEFT,17.599999999999994
RIGHT,12,10,0,9,False,False,RIGHT,56,RIGHT,17.499999999999993
DOWN,12,11,0,9,False,False,DOWN,57,DOWN,17.39999999999999
LEFT,11,11,0,9,False,False,LEFT,58,LEFT,17.29999999999999
A,11,11,0,9,False,False,A,59,LEFT,17.19999999999999
A,11,11,0,9,False,False,A,60,LEFT,17.099999999999987
DOWN,11,12,0,9,False,False,DOWN,61,DOWN,16.999999999999986
UP,11,11,0,9,False,False,UP,62,UP,16.899999999999984
LEFT,10,11,0,9,False,False,LEFT,63,LEFT,16.799999999999983
UP,10,10,0,9,False,False,UP,64,UP,16.69999999999998
B,10,10,0,9,False,False,B,65,UP,17.59999999999998
LEFT,9,10,0,9,False,False,LEFT,66,LEFT,17.49999999999998
B,9,10,0,9,False,False,B,67,LEFT,17.399999999999977
DOWN,9,11,0,9,False,False,DOWN,68,DOWN,17.299999999999976
LEFT,8,11,0,9,False,False,LEFT,69,LEFT,17.199999999999974
A,8,11,0,9,False,False,A,70,LEFT,17.099999999999973
RIGHT,9,11,0,9,False,False,RIGHT,71,RIGHT,16.99999999999997
A,9,11,0,9,False,False,A,72,RIGHT,16.89999999999997
UP,9,10,0,9,False,False,UP,73,UP,16.79999999999997
DOWN,9,11,0,9,False,False,DOWN,74,DOWN,16.699999999999967
RIGHT,10,11,0,9,False,False,RIGHT,75,RIGHT,16.599999999999966
UP,10,10,0,9,False,False,UP,76,UP,16.499999999999964
A,10,10,0,9,False,False,A,77,UP,16.399999999999963
UP,10,9,0,9,False,False,UP,78,UP,16.29999999999996
LEFT,9,9,0,9,False,False,LEFT,79,LEFT,16.19999999999996
DOWN,9,10,0,9,False,False,DOWN,80,DOWN,16.09999999999996
RIGHT,10,10,0,9,False,False,RIGHT,81,RIGHT,15.99999999999996
DOWN,10,11,0,9,False,False,DOWN,82,DOWN,15.89999999999996
RIGHT,11,11,0,9,False,False,RIGHT,83,RIGHT,15.79999999999996
DOWN,11,12,0,9,False,False,DOWN,84,DOWN,15.69999999999996
A,11,12,0,9,False,False,A,85,DOWN,15.59999999999996
DOWN,11,13,0,9,False,False,DOWN,86,DOWN,15.499999999999961
LEFT,10,13,0,9,False,False,LEFT,87,LEFT,16.39999999999996
RIGHT,11,13,0,9,False,False,RIGHT,88,RIGHT,17.299999999999958
DOWN,11,14,0,9,False,False,DOWN,89,DOWN,17.199999999999957
B,11,14,0,9,False,False,B,90,DOWN,18.099999999999955
A,11,14,0,9,False,False,A,91,DOWN,17.999999999999954
A,11,14,0,9,False,False,A,92,DOWN,17.899999999999952
B,11,14,0,9,False,False,B,93,DOWN,17.79999999999995
B,11,14,0,9,False,False,B,94,DOWN,17.69999999999995
LEFT,10,14,0,9,False,False,LEFT,95,LEFT,17.599999999999948
LEFT,10,14,0,9,False,False,LEFT,96,LEFT,18.499999999999947
A,10,14,0,9,False,False,A,97,LEFT,18.399999999999945
LEFT,10,14,0,9,False,False,LEFT,98,LEFT,18.299999999999944
A,10,14,0,9,False,False,A,99,LEFT,18.199999999999942
DOWN,10,15,0,9,False,False,DOWN,100,DOWN,18.09999999999994
B,10,15,0,9,False,False,B,101,DOWN,18.99999999999994
UP,10,14,0,9,False,False,UP,102,UP,18.899999999999938
A,10,14,0,9,False,False,A,103,UP,18.799999999999937
RIGHT,11,14,0,9,False,False,RIGHT,104,RIGHT,18.699999999999935
UP,11,13,0,9,False,False,UP,105,UP,18.599999999999934
