inputtedAction,x,y,mapBank,mapNum,isInBattle,isDone,executedStep,currentSteps,facingDirection,reward
DOWN,9,11,0,9,False,False,DOWN,1,DOWN,0
B,9,11,0,9,False,False,B,2,DOWN,0.9
LEFT,8,11,0,9,False,False,LEFT,3,LEFT,0.8
A,8,11,0,9,False,False,A,4,LEFT,1.7
LEFT,7,11,0,9,False,False,LEFT,5,LEFT,1.5999999999999999
A,7,11,0,9,False,False,A,6,LEFT,2.4999999999999996
LEFT,6,11,0,9,False,False,LEFT,7,LEFT,2.3999999999999995
A,6,11,0,9,False,False,A,8,LEFT,3.2999999999999994
A,6,11,0,9,False,False,A,9,LEFT,3.1999999999999993
DOWN,6,12,0,9,False,False,DOWN,10,DOWN,3.099999999999999
B,6,12,0,9,False,False,B,11,DOWN,3.9999999999999996
B,6,12,0,9,False,False,B,12,DOWN,3.8999999999999995
UP,6,11,0,9,False,False,UP,13,UP,3.7999999999999994
LEFT,5,11,0,9,False,False,LEFT,14,LEFT,3.6999999999999993
LEFT,4,11,0,9,False,False,LEFT,15,LEFT,4.6
RIGHT,5,11,0,9,False,False,RIGHT,16,RIGHT,5.5
DOWN,5,12,0,9,False,False,DOWN,17,DOWN,5.4
RIGHT,6,12,0,9,False,False,RIGHT,18,RIGHT,6.300000000000001
B,6,12,0,9,False,False,B,19,RIGHT,6.200000000000001
UP,6,11,0,9,False,False,UP,20,UP,6.100000000000001
RIGHT,7,11,0,9,False,False,RIGHT,21,RIGHT,6.000000000000002
UP,7,10,0,9,False,False,UP,22,UP,5.900000000000002
UP,7,9,0,9,False,False,UP,23,UP,6.8000000000000025
RIGHT,8,9,0,9,False,False,RIGHT,24,RIGHT,7.700000000000003
DOWN,8,10,0,9,False,False,DOWN,25,DOWN,8.600000000000003
A,8,10,0,9,False,False,A,26,DOWN,9.500000000000004
UP,8,9,0,9,False,False,UP,27,UP,9.400000000000004
LEFT,7,9,0,9,False,False,LEFT,28,LEFT,9.300000000000004
B,7,9,0,9,False,False,B,29,LEFT,9.200000000000005
A,7,9,0,9,False,False,A,30,LEFT,9.100000000000005
B,7,9,0,9,False,False,B,31,LEFT,9.000000000000005
B,7,9,0,9,False,False,B,32,LEFT,8.900000000000006
RIGHT,8,9,0,9,False,False,RIGHT,33,RIGHT,8.800000000000006
B,8,9,0,9,False,False,B,34,RIGHT,8.700000000000006
A,8,9,0,9,False,False,A,35,RIGHT,8.600000000000007
B,8,9,0,9,False,False,B,36,RIGHT,8.500000000000007
B,8,9,0,9,False,False,B,37,RIGHT,8.400000000000007
RIGHT,9,9,0,9,False,False,RIGHT,38,RIGHT,8.300000000000008
DOWN,9,10,0,9,False,False,DOWN,39,DOWN,9.200000000000008
UP,9,9,0,9,False,False,UP,40,UP,10.100000000000009
LEFT,8,9,0,9,False,False,LEFT,41,LEFT,10.000000000000009
LEFT,7,9,0,9,False,False,LEFT,42,LEFT,9.90000000000001
DOWN,7,10,0,9,False,False,DOWN,43,DOWN,9.80000000000001
B,7,10,0,9,False,False,B,44,DOWN,9.70000000000001
B,7,10,0,9,False,False,B,45,DOWN,9.60000000000001
B,7,10,0,9,False,False,B,46,DOWN,9.50000000000001
UP,7,9,0,9,False,False,UP,47,UP,9.400000000000011
UP,7,9,0,9,False,False,UP,48,UP,9.300000000000011
RIGHT,8,9,0,9,False,False,RIGHT,49,RIGHT,9.200000000000012
A,8,9,0,9,False,False,A,50,RIGHT,9.100000000000012
A,8,9,0,9,False,False,A,51,RIGHT,9.000000000000012
RIGHT,9,9,0,9,False,False,RIGHT,52,RIGHT,8.900000000000013
LEFT,8,9,0,9,False,False,LEFT,53,LEFT,8.800000000000013
DOWN,8,10,0,9,False,False,DOWN,54,DOWN,8.700000000000014
UP,8,9,0,9,False,False,UP,55,UP,8.600000000000014
UP,8,8,0,9,False,False,UP,56,UP,8.500000000000014
A,8,8,0,9,False,False,A,57,UP,9.400000000000015
DOWN,8,9,0,9,False,False,DOWN,58,DOWN,9.300000000000015
DOWN,8,10,0,9,False,False,DOWN,59,DOWN,9.200000000000015
B,8,10,0,9,False,False,B,60,DOWN,9.100000000000016
DOWN,8,11,0,9,False,False,DOWN,61,DOWN,9.000000000000016
A,8,11,0,9,False,False,A,62,DOWN,8.900000000000016
A,8,11,0,9,False,False,A,63,DOWN,8.800000000000017
LEFT,7,11,0,9,False,False,LEFT,64,LEFT,8.700000000000017
RIGHT,8,11,0,9,False,False,RIGHT,65,RIGHT,8.600000000000017
A,8,11,0,9,False,False,A,66,RIGHT,8.500000000000018
A,8,11,0,9,False,False,A,67,RIGHT,8.400000000000018
DOWN,8,12,0,9,False,False,DOWN,68,DOWN,8.300000000000018
RIGHT,9,12,0,9,False,False,RIGHT,69,RIGHT,9.200000000000019
A,9,12,0,9,False,False,A,70,RIGHT,10.10000000000002
B,9,12,0,9,False,False,B,71,RIGHT,10.00000000000002
UP,9,11,0,9,False,False,UP,72,UP,9.90000000000002
A,9,11,0,9,False,False,A,73,UP,9.80000000000002
UP,9,10,0,9,False,False,UP,74,UP,9.70000000000002
UP,9,9,0,9,False,False,UP,75,UP,9.600000000000021
A,9,9,0,9,False,False,A,76,UP,9.500000000000021
UP,9,8,0,9,False,False,UP,77,UP,9.400000000000022
