inputtedAction,x,y,mapBank,mapNum,isInBattle,isDone,executedStep,currentSteps,facingDirection,reward
RIGHT,10,10,0,9,False,False,RIGHT,1,RIGHT,0
RIGHT,11,10,0,9,False,False,RIGHT,2,RIGHT,0.9
A,11,10,0,9,False,False,A,3,RIGHT,1.7999999999999998
LEFT,10,10,0,9,False,False,LEFT,4,LEFT,1.6999999999999997
RIGHT,11,10,0,9,False,False,RIGHT,5,RIGHT,1.5999999999999996
RIGHT,12,10,0,9,False,False,RIGHT,6,RIGHT,1.4999999999999996
LEFT,11,10,0,9,False,False,LEFT,7,LEFT,2.3999999999999995
A,11,10,0,9,False,False,A,8,LEFT,2.2999999999999994
UP,11,9,0,9,False,False,UP,9,UP,2.1999999999999993
B,11,9,0,9,False,False,B,10,UP,3.099999999999999
DOWN,11,10,0,9,False,False,DOWN,11,DOWN,2.999999999999999
B,11,10,0,9,False,False,B,12,DOWN,2.899999999999999
DOWN,11,11,0,9,False,False,DOWN,13,DOWN,2.799999999999999
LEFT,10,11,0,9,False,False,LEFT,14,LEFT,3.699999999999999
B,10,11,0,9,False,False,B,15,LEFT,4.6
A,10,11,0,9,False,False,A,16,LEFT,4.5
B,10,11,0,9,False,False,B,17,LEFT,4.4
DOWN,10,11,0,9,False,False,DOWN,18,DOWN,4.300000000000001
RIGHT,11,11,0,9,False,False,RIGHT,19,RIGHT,4.200000000000001
LEFT,10,11,0,9,False,False,LEFT,20,LEFT,4.100000000000001
B,10,11,0,9,False,False,B,21,LEFT,4.000000000000002
A,10,11,0,9,False,False,A,22,LEFT,3.9000000000000017
B,10,11,0,9,False,False,B,23,LEFT,3.8000000000000016
B,10,11,0,9,False,False,B,24,LEFT,3.7000000000000015
DOWN,10,12,0,9,False,False,DOWN,25,DOWN,3.6000000000000014
B,10,12,0,9,False,False,B,26,DOWN,4.500000000000002
DOWN,10,13,0,9,False,False,DOWN,27,DOWN,4.400000000000002
LEFT,10,13,0,9,False,False,LEFT,28,LEFT,5.3000000000000025
RIGHT,11,13,0,9,False,False,RIGHT,29,RIGHT,5.200000000000003
RIGHT,12,13,0,9,False,False,RIGHT,30,RIGHT,6.100000000000003
DOWN,12,14,0,9,False,False,DOWN,31,DOWN,7.0000000000000036
LEFT,11,14,0,9,False,False,LEFT,32,LEFT,7.900000000000004
B,11,14,0,9,False,False,B,33,LEFT,8.800000000000004
A,11,14,0,9,False,False,A,34,LEFT,8.700000000000005
UP,11,13,0,9,False,False,UP,35,UP,8.600000000000005
RIGHT,11,13,0,9,False,False,RIGHT,36,RIGHT,8.500000000000005
UP,11,12,0,9,False,False,UP,37,UP,8.400000000000006
A,11,12,0,9,False,False,A,38,UP,9.300000000000006
B,11,12,0,9,False,False,B,39,UP,9.200000000000006
A,11,12,0,9,False,False,A,40,UP,9.100000000000007
B,11,12,0,9,False,False,B,41,UP,9.000000000000007
B,11,12,0,9,False,False,B,42,UP,8.900000000000007
DOWN,11,13,0,9,False,False,DOWN,43,DOWN,8.800000000000008
DOWN,11,14,0,9,False,False,DOWN,44,DOWN,8.700000000000008
UP,11,13,0,9,False,False,UP,45,UP,8.600000000000009
DOWN,11,14,0,9,False,False,DOWN,46,DOWN,8.500000000000009
UP,11,13,0,9,False,False,UP,47,UP,8.40000000000001
B,11,13,0,9,False,False,B,48,UP,8.30000000000001
LEFT,10,13,0,9,False,False,LEFT,49,LEFT,8.20000000000001
A,10,13,0,9,False,False,A,50,LEFT,8.10000000000001
UP,10,12,0,9,False,False,UP,51,UP,8.00000000000001
RIGHT,11,12,0,9,False,False,RIGHT,52,RIGHT,7.900000000000011
RIGHT,12,12,0,9,False,False,RIGHT,53,RIGHT,7.800000000000011
RIGHT,13,12,0,9,False,False,RIGHT,54,RIGHT,8.700000000000012
A,13,12,0,9,False,False,A,55,RIGHT,9.600000000000012
A,13,12,0,9,False,False,A,56,RIGHT,9.500000000000012
LEFT,12,12,0,9,False,False,LEFT,57,LEFT,9.400000000000013
UP,12,11,0,9,False,False,UP,58,UP,9.300000000000013
LEFT,11,11,0,9,False,False,LEFT,59,LEFT,10.200000000000014
A,11,11,0,9,False,False,A,60,LEFT,10.100000000000014
DOWN,11,12,0,9,False,False,DOWN,61,DOWN,10.000000000000014
DOWN,11,13,0,9,False,False,DOWN,62,DOWN,9.900000000000015
UP,11,12,0,9,False,False,UP,63,UP,9.800000000000015
B,11,12,0,9,False,False,B,64,UP,9.700000000000015
UP,11,11,0,9,False,False,UP,65,UP,9.600000000000016
B,11,11,0,9,False,False,B,66,UP,9.500000000000016
LEFT,10,11,0,9,False,False,LEFT,67,LEFT,9.400000000000016
B,10,11,0,9,False,False,B,68,LEFT,9.300000000000017
UP,10,10,0,9,False,False,UP,69,UP,9.200000000000017
UP,10,9,0,9,False,False,UP,70,UP,9.100000000000017
DOWN,10,10,0,9,False,False,DOWN,71,DOWN,10.000000000000018
DOWN,10,11,0,9,False,False,DOWN,72,DOWN,9.900000000000018
UP,10,10,0,9,False,False,UP,73,UP,9.800000000000018
LEFT,9,10,0,9,False,False,LEFT,74,LEFT,9.700000000000019
RIGHT,10,10,0,9,False,False,RIGHT,75,RIGHT,10.60000000000002
B,10,10,0,9,False,False,B,76,RIGHT,10.50000000000002
RIGHT,11,10,0,9,False,False,RIGHT,77,RIGHT,10.40000000000002
RIGHT,12,10,0,9,False,False,RIGHT,78,RIGHT,10.30000000000002
A,12,10,0,9,False,False,A,79,RIGHT,10.20000000000002
RIGHT,13,10,0,9,False,False,RIGHT,80,RIGHT,10.100000000000021
B,13,10,0,9,False,False,B,81,RIGHT,11.000000000000021
B,13,10,0,9,False,False,B,82,RIGHT,10.900000000000022
DOWN,13,11,0,9,False,False,DOWN,83,DOWN,10.800000000000022
B,13,11,0,9,False,False,B,84,DOWN,11.700000000000022
A,13,11,0,9,False,False,A,85,DOWN,11.600000000000023
RIGHT,14,11,0,9,False,False,RIGHT,86,RIGHT,11.500000000000023
DOWN,14,12,0,9,False,False,DOWN,87,DOWN,12.400000000000023
UP,14,11,0,9,False,False,UP,88,UP,13.300000000000024
DOWN,14,12,0,9,False,False,DOWN,89,DOWN,13.200000000000024
RIGHT,15,12,0,9,False,False,RIGHT,90,RIGHT,13.100000000000025
B,15,12,0,9,False,False,B,91,RIGHT,14.000000000000025
RIGHT,16,12,0,9,False,False,RIGHT,92,RIGHT,13.900000000000025
A,16,12,0,9,False,False,A,93,RIGHT,14.800000000000026
B,16,12,0,9,False,False,B,94,RIGHT,14.700000000000026
RIGHT,17,12,0,9,False,False,RIGHT,95,RIGHT,14.600000000000026
RIGHT,18,12,0,9,False,False,RIGHT,96,RIGHT,15.500000000000027
A,18,12,0,9,False,False,A,97,RIGHT,16.400000000000027
A,18,12,0,9,False,False,A,98,RIGHT,16.300000000000026
RIGHT,19,12,0,9,False,False,RIGHT,99,RIGHT,16.200000000000024
RIGHT,19,12,0,9,False,False,RIGHT,100,RIGHT,17.100000000000023
A,19,12,0,9,False,False,A,101,RIGHT,17.00000000000002
A,19,12,0,9,False,False,A,102,RIGHT,16.90000000000002
A,19,12,0,9,False,False,A,103,RIGHT,16.80000000000002
B,19,12,0,9,False,False,B,104,RIGHT,16.700000000000017
UP,19,11,0,9,False,False,UP,105,UP,16.600000000000016
