inputtedAction,x,y,mapBank,mapNum,isInBattle,isDone,executedStep,currentSteps,facingDirection,reward
A,2,17,0,16,True,False,A,1,LEFT,0
A,2,17,0,16,True,False,A,2,LEFT,50.9
B,2,17,0,16,True,False,B,3,LEFT,50.8
B,2,17,0,16,True,False,B,4,LEFT,50.699999999999996
LEFT,2,17,0,16,True,False,LEFT,5,LEFT,50.599999999999994
A,2,17,0,16,True,False,A,6,LEFT,50.49999999999999
LEFT,2,17,0,16,True,False,LEFT,7,LEFT,50.39999999999999
A,2,17,0,16,True,False,A,8,LEFT,50.29999999999999
LEFT,2,17,0,16,True,False,LEFT,9,LEFT,50.19999999999999
UP,2,17,0,16,True,False,UP,10,LEFT,50.09999999999999
DOWN,2,17,0,16,True,False,DOWN,11,LEFT,49.999999999999986
B,2,17,0,16,True,False,B,12,LEFT,49.899999999999984
DOWN,2,17,0,16,True,False,DOWN,13,LEFT,49.79999999999998
B,2,17,0,16,True,False,B,14,LEFT,49.69999999999998
RIGHT,2,17,0,16,True,False,RIGHT,15,LEFT,49.59999999999998
LEFT,2,17,0,16,True,False,LEFT,16,LEFT,49.49999999999998
UP,2,17,0,16,True,False,UP,17,LEFT,49.39999999999998
B,2,17,0,16,True,False,B,18,LEFT,49.299999999999976
LEFT,2,17,0,16,True,False,LEFT,19,LEFT,49.199999999999974
A,2,17,0,16,True,False,A,20,LEFT,49.09999999999997
UP,2,17,0,16,True,False,UP,21,LEFT,48.99999999999997
DOWN,2,17,0,16,True,False,DOWN,22,LEFT,48.89999999999997
RIGHT,2,17,0,16,True,False,RIGHT,23,LEFT,48.79999999999997
B,2,17,0,16,True,False,B,24,LEFT,48.69999999999997
B,2,17,0,16,True,False,B,25,LEFT,48.599999999999966
DOWN,2,17,0,16,True,False,DOWN,26,LEFT,48.499999999999964
B,2,17,0,16,True,False,B,27,LEFT,48.39999999999996
B,2,17,0,16,True,False,B,28,LEFT,48.29999999999996
A,2,17,0,16,False,False,A,29,LEFT,48.19999999999996
DOWN,2,17,0,16,True,False,DOWN,30,LEFT,48.09999999999996
RIGHT,2,17,0,16,True,False,RIGHT,31,LEFT,47.99999999999996
UP,2,17,0,16,True,False,UP,32,LEFT,47.899999999999956
UP,2,17,0,16,True,False,UP,33,LEFT,47.799999999999955
DOWN,2,17,0,16,True,False,DOWN,34,LEFT,47.69999999999995
RIGHT,2,17,0,16,True,False,RIGHT,35,LEFT,47.59999999999995
B,2,17,0,16,False,False,B,36,LEFT,47.49999999999995
B,2,17,0,16,True,False,B,37,LEFT,47.39999999999995
UP,2,17,0,16,True,False,UP,38,LEFT,47.29999999999995
LEFT,2,17,0,16,True,False,LEFT,39,LEFT,47.199999999999946
LEFT,2,17,0,16,True,False,LEFT,40,LEFT,47.099999999999945
LEFT,2,17,0,16,True,False,LEFT,41,LEFT,46.99999999999994
DOWN,2,17,0,16,True,False,DOWN,42,LEFT,46.89999999999994
B,2,17,0,16,True,False,B,43,LEFT,46.79999999999994
B,2,17,0,16,True,False,B,44,LEFT,46.69999999999994
DOWN,2,17,0,16,True,False,DOWN,45,LEFT,46.59999999999994
DOWN,2,17,0,16,True,False,DOWN,46,LEFT,46.499999999999936
RIGHT,2,17,0,16,True,False,RIGHT,47,LEFT,46.399999999999935
LEFT,2,17,0,16,True,False,LEFT,48,LEFT,46.29999999999993
B,2,17,0,16,True,False,B,49,LEFT,46.19999999999993
DOWN,2,17,0,16,True,False,DOWN,50,LEFT,46.09999999999993
B,2,17,0,16,True,False,B,51,LEFT,45.99999999999993
DOWN,2,17,0,16,True,False,DOWN,52,LEFT,45.89999999999993
A,2,17,0,16,False,False,A,53,LEFT,45.799999999999926
RIGHT,2,17,0,16,True,False,RIGHT,54,LEFT,45.699999999999925
DOWN,2,17,0,16,True,False,DOWN,55,LEFT,45.59999999999992
RIGHT,2,17,0,16,True,False,RIGHT,56,LEFT,45.49999999999992
A,2,17,0,16,True,False,A,57,LEFT,45.39999999999992
A,2,17,0,16,False,False,A,58,LEFT,45.29999999999992
RIGHT,2,17,0,16,True,False,RIGHT,59,LEFT,45.19999999999992
UP,2,17,0,16,True,False,UP,60,LEFT,45.099999999999916
A,2,17,0,16,False,False,A,61,LEFT,44.999999999999915
A,2,17,0,16,True,False,A,62,LEFT,44.89999999999991
LEFT,2,17,0,16,True,False,LEFT,63,LEFT,44.79999999999991
DOWN,2,17,0,16,True,False,DOWN,64,LEFT,44.69999999999991
A,2,17,0,16,True,False,A,65,LEFT,44.59999999999991
LEFT,2,17,0,16,True,False,LEFT,66,LEFT,44.49999999999991
B,2,17,0,16,False,False,B,67,LEFT,44.399999999999906
LEFT,2,17,0,16,True,False,LEFT,68,LEFT,44.299999999999905
DOWN,2,17,0,16,True,False,DOWN,69,LEFT,44.1999999999999
RIGHT,2,17,0,16,True,False,RIGHT,70,LEFT,44.0999999999999
A,2,17,0,16,True,False,A,71,LEFT,43.9999999999999
