inputtedAction,x,y,mapBank,mapNum,isInBattle,isDone,executedStep,currentSteps,facingDirection,reward
LEFT,8,10,0,9,False,False,LEFT,1,LEFT,0
B,8,10,0,9,False,False,B,2,LEFT,0.9
RIGHT,9,10,0,9,False,False,RIGHT,3,RIGHT,0.8
A,9,10,0,9,False,False,A,4,RIGHT,1.7
B,9,10,0,9,False,False,B,5,RIGHT,1.5999999999999999
LEFT,8,10,0,9,False,False,LEFT,6,LEFT,1.4999999999999998
A,8,10,0,9,False,False,A,7,LEFT,1.3999999999999997
A,8,10,0,9,False,False,A,8,LEFT,1.2999999999999996
UP,8,9,0,9,False,False,UP,9,UP,1.1999999999999995
LEFT,7,9,0,9,False,False,LEFT,10,LEFT,2.099999999999999
RIGHT,8,9,0,9,False,False,RIGHT,11,RIGHT,2.999999999999999
DOWN,8,10,0,9,False,False,DOWN,12,DOWN,2.899999999999999
UP,8,9,0,9,False,False,UP,13,UP,2.799999999999999
DOWN,8,10,0,9,False,False,DOWN,14,DOWN,2.699999999999999
LEFT,7,10,0,9,False,False,LEFT,15,LEFT,2.5999999999999988
A,7,10,0,9,False,False,A,16,LEFT,3.4999999999999987
RIGHT,8,10,0,9,False,False,RIGHT,17,RIGHT,3.3999999999999986
RIGHT,9,10,0,9,False,False,RIGHT,18,RIGHT,3.2999999999999985
A,9,10,0,9,False,False,A,19,RIGHT,3.1999999999999984
LEFT,8,10,0,9,False,False,LEFT,20,LEFT,3.0999999999999983
A,8,10,0,9,False,False,A,21,LEFT,2.9999999999999982
LEFT,7,10,0,9,False,False,LEFT,22,LEFT,2.899999999999998
RIGHT,8,10,0,9,False,False,RIGHT,23,RIGHT,2.799999999999998
UP,8,9,0,9,False,False,UP,24,UP,2.699999999999998
DOWN,8,10,0,9,False,False,DOWN,25,DOWN,2.599999999999998
DOWN,8,11,0,9,False,False,DOWN,26,DOWN,2.499999999999998
B,8,11,0,9,False,False,B,27,DOWN,3.3999999999999977
LEFT,7,11,0,9,False,False,LEFT,28,LEFT,3.2999999999999976
A,7,11,0,9,False,False,A,29,LEFT,4.1999999999999975
DOWN,7,12,0,9,False,False,DOWN,30,DOWN,4.099999999999998
LEFT,6,12,0,9,False,False,LEFT,31,LEFT,4.999999999999998
DOWN,6,12,0,9,False,False,DOWN,32,DOWN,5.899999999999999
LEFT,5,12,0,9,False,False,LEFT,33,LEFT,5.799999999999999
A,5,12,0,9,False,False,A,34,LEFT,6.699999999999999
A,5,12,0,9,False,False,A,35,LEFT,6.6
B,5,12,0,9,False,False,B,36,LEFT,6.5
B,5,12,0,9,False,False,B,37,LEFT,6.4
A,5,12,0,9,False,False,A,38,LEFT,6.300000000000001
A,5,12,0,9,False,False,A,39,LEFT,6.200000000000001
DOWN,5,12,0,9,False,False,DOWN,40,DOWN,6.100000000000001
DOWN,5,12,0,9,False,False,DOWN,41,DOWN,6.000000000000002
LEFT,4,12,0,9,False,False,LEFT,42,LEFT,5.900000000000002
LEFT,3,12,0,9,False,False,LEFT,43,LEFT,6.8000000000000025
LEFT,2,12,0,9,False,False,LEFT,44,LEFT,7.700000000000003
LEFT,1,12,0,9,False,False,LEFT,45,LEFT,8.600000000000003
DOWN,1,13,0,9,False,False,DOWN,46,DOWN,9.500000000000004
A,1,13,0,9,False,False,A,47,DOWN,10.400000000000004
RIGHT,2,13,0,9,False,False,RIGHT,48,RIGHT,10.300000000000004
UP,2,12,0,9,False,False,UP,49,UP,11.200000000000005
RIGHT,3,12,0,9,False,False,RIGHT,50,RIGHT,11.100000000000005
A,3,12,0,9,False,False,A,51,RIGHT,11.000000000000005
RIGHT,4,12,0,9,False,False,RIGHT,52,RIGHT,10.900000000000006
RIGHT,5,12,0,9,False,False,RIGHT,53,RIGHT,10.800000000000006
RIGHT,6,12,0,9,False,False,RIGHT,54,RIGHT,10.700000000000006
DOWN,6,12,0,9,False,False,DOWN,55,DOWN,10.600000000000007
DOWN,6,12,0,9,False,False,DOWN,56,DOWN,10.500000000000007
UP,6,11,0,9,False,False,UP,57,UP,10.400000000000007
UP,6,10,0,9,False,False,UP,58,UP,11.300000000000008
LEFT,5,10,0,9,False,False,LEFT,59,LEFT,12.200000000000008
DOWN,5,11,0,9,False,False,DOWN,60,DOWN,13.100000000000009
DOWN,5,12,0,9,False,False,DOWN,61,DOWN,14.000000000000009
UP,5,11,0,9,False,False,UP,62,UP,13.90000000000001
UP,5,10,0,9,False,False,UP,63,UP,13.80000000000001
LEFT,4,10,0,9,False,False,LEFT,64,LEFT,13.70000000000001
LEFT,3,10,0,9,False,False,LEFT,65,LEFT,14.60000000000001
B,3,10,0,9,False,False,B,66,LEFT,15.50000000000001
LEFT,2,10,0,9,False,False,LEFT,67,LEFT,15.400000000000011
DOWN,2,11,0,9,False,False,DOWN,68,DOWN,16.30000000000001
LEFT,1,11,0,9,False,False,LEFT,69,LEFT,17.20000000000001
