inputtedAction,x,y,mapBank,mapNum,isInBattle,isDone,executedStep,currentSteps,facingDirection,reward
UP,9,9,0,9,False,False,UP,1,UP,0
DOWN,9,10,0,9,False,False,DOWN,2,DOWN,0.9
A,9,10,0,9,False,False,A,3,DOWN,1.7999999999999998
B,9,10,0,9,False,False,B,4,DOWN,1.6999999999999997
RIGHT,10,10,0,9,False,False,RIGHT,5,RIGHT,1.5999999999999996
B,10,10,0,9,False,False,B,6,RIGHT,2.4999999999999996
RIGHT,11,10,0,9,False,False,RIGHT,7,RIGHT,2.3999999999999995
LEFT,10,10,0,9,False,False,LEFT,8,LEFT,3.2999999999999994
LEFT,9,10,0,9,False,False,LEFT,9,LEFT,3.1999999999999993
LEFT,8,10,0,9,False,False,LEFT,10,LEFT,3.099999999999999
LEFT,7,10,0,9,False,False,LEFT,11,LEFT,3.9999999999999996
A,7,10,0,9,False,False,A,12,LEFT,4.9
DOWN,7,11,0,9,False,False,DOWN,13,DOWN,4.800000000000001
LEFT,6,11,0,9,False,False,LEFT,14,LEFT,5.700000000000001
B,6,11,0,9,False,False,B,15,LEFT,6.600000000000001
LEFT,5,11,0,9,False,False,LEFT,16,LEFT,6.500000000000002
DOWN,5,12,0,9,False,False,DOWN,17,DOWN,7.400000000000002
B,5,12,0,9,False,False,B,18,DOWN,8.300000000000002
UP,5,11,0,9,False,False,UP,19,UP,8.200000000000003
RIGHT,6,11,0,9,False,False,RIGHT,20,RIGHT,8.100000000000003
RIGHT,7,11,0,9,False,False,RIGHT,21,RIGHT,8.000000000000004
RIGHT,8,11,0,9,False,False,RIGHT,22,RIGHT,7.900000000000004
A,8,11,0,9,False,False,A,23,RIGHT,8.800000000000004
UP,8,10,0,9,False,False,UP,24,UP,8.700000000000005
A,8,10,0,9,False,False,A,25,UP,8.600000000000005
UP,8,9,0,9,False,False,UP,26,UP,8.500000000000005
A,8,9,0,9,False,False,A,27,UP,9.400000000000006
DOWN,8,10,0,9,False,False,DOWN,28,DOWN,9.300000000000006
UP,8,9,0,9,False,False,UP,29,UP,9.200000000000006
B,8,9,0,9,False,False,B,30,UP,9.100000000000007
RIGHT,9,9,0,9,False,False,RIGHT,31,RIGHT,9.000000000000007
B,9,9,0,9,False,False,B,32,RIGHT,8.900000000000007
A,9,9,0,9,False,False,A,33,RIGHT,8.800000000000008
UP,9,8,0,9,False,False,UP,34,UP,8.700000000000008
UP,9,7,0,9,False,False,UP,35,UP,9.600000000000009
RIGHT,10,7,0,9,False,False,RIGHT,36,RIGHT,10.500000000000009
A,10,7,0,9,False,False,A,37,RIGHT,11.40000000000001
B,10,7,0,9,False,False,B,38,RIGHT,11.30000000000001
LEFT,9,7,0,9,False,False,LEFT,39,LEFT,11.20000000000001
UP,9,6,0,9,False,False,UP,40,UP,11.10000000000001
LEFT,8,6,0,9,False,False,LEFT,41,LEFT,12.00000000000001
UP,8,5,0,9,False,False,UP,42,UP,12.900000000000011
B,8,5,0,9,False,False,B,43,UP,13.800000000000011
RIGHT,9,5,0,9,False,False,RIGHT,44,RIGHT,13.700000000000012
DOWN,9,6,0,9,False,False,DOWN,45,DOWN,14.600000000000012
B,9,6,0,9,False,False,B,46,DOWN,14.500000000000012
RIGHT,10,6,0,9,False,False,RIGHT,47,RIGHT,14.400000000000013
DOWN,10,7,0,9,False,False,DOWN,48,DOWN,15.300000000000013
RIGHT,11,7,0,9,False,False,RIGHT,49,RIGHT,15.200000000000014
LEFT,10,7,0,9,False,False,LEFT,50,LEFT,16.100000000000012
B,10,7,0,9,False,False,B,51,LEFT,16.00000000000001
A,10,7,0,9,False,False,A,52,LEFT,15.900000000000011
UP,10,6,0,9,False,False,UP,53,UP,15.800000000000011
B,10,6,0,9,False,False,B,54,UP,15.700000000000012
LEFT,9,6,0,9,False,False,LEFT,55,LEFT,15.600000000000012
RIGHT,10,6,0,9,False,False,RIGHT,56,RIGHT,15.500000000000012
UP,10,5,0,9,False,False,UP,57,UP,15.400000000000013
B,10,5,0,9,False,False,B,58,UP,16.30000000000001
DOWN,10,6,0,9,False,False,DOWN,59,DOWN,16.20000000000001
A,10,6,0,9,False,False,A,60,DOWN,16.10000000000001
LEFT,9,6,0,9,False,False,LEFT,61,LEFT,16.000000000000007
RIGHT,10,6,0,9,False,False,RIGHT,62,RIGHT,15.900000000000007
B,10,6,0,9,False,False,B,63,RIGHT,15.800000000000008
UP,10,5,0,9,False,False,UP,64,UP,15.700000000000008
RIGHT,11,5,0,9,False,False,RIGHT,65,RIGHT,15.600000000000009
LEFT,10,5,0,9,False,False,LEFT,66,LEFT,16.500000000000007
B,10,5,0,9,False,False,B,67,LEFT,16.400000000000006
LEFT,9,5,0,9,False,False,LEFT,68,LEFT,16.300000000000004
LEFT,8,5,0,9,False,False,LEFT,69,LEFT,16.200000000000003
B,8,5,0,9,False,False,B,70,LEFT,16.1
RIGHT,9,5,0,9,False,False,RIGHT,71,RIGHT,16.0
UP,9,4,0,9,False,False,UP,72,UP,15.9
DOWN,9,5,0,9,False,False,DOWN,73,DOWN,16.799999999999997
LEFT,8,5,0,9,False,False,LEFT,74,LEFT,16.699999999999996
LEFT,7,5,0,9,False,False,LEFT,75,LEFT,16.599999999999994
UP,7,4,0,9,False,False,UP,76,UP,17.499999999999993
UP,7,3,0,9,False,False,UP,77,UP,18.39999999999999
RIGHT,8,3,0,9,False,False,RIGHT,78,RIGHT,19.29999999999999
LEFT,7,3,0,9,False,False,LEFT,79,LEFT,20.19999999999999
A,7,3,0,9,False,False,A,80,LEFT,20.099999999999987
DOWN,7,4,0,9,False,False,DOWN,81,DOWN,19.999999999999986
B,7,4,0,9,False,False,B,82,DOWN,19.899999999999984
B,7,4,0,9,False,False,B,83,DOWN,19.799999999999983
LEFT,6,4,0,9,False,False,LEFT,84,LEFT,19.69999999999998
B,6,4,0,9,False,False,B,85,LEFT,20.59999999999998
A,6,4,0,9,False,False,A,86,LEFT,20.49999999999998
A,6,4,0,9,False,False,A,87,LEFT,20.399999999999977
LEFT,5,4,0,9,False,False,LEFT,88,LEFT,20.299999999999976
LEFT,4,4,0,9,False,False,LEFT,89,LEFT,21.199999999999974
LEFT,3,4,0,9,False,False,LEFT,90,LEFT,22.099999999999973
LEFT,2,4,0,9,False,False,LEFT,91,LEFT,22.99999999999997
UP,2,3,0,9,False,False,UP,92,UP,23.89999999999997
UP,2,2,0,9,False,False,UP,93,UP,24.79999999999997
UP,2,2,0,9,False,False,UP,94,UP,25.699999999999967
DOWN,2,3,0,9,False,False,DOWN,95,DOWN,25.599999999999966
B,2,3,0,9,False,False,B,96,DOWN,25.499999999999964
DOWN,2,4,0,9,False,False,DOWN,97,DOWN,25.399999999999963
DOWN,2,4,0,9,False,False,DOWN,98,DOWN,25.29999999999996
UP,2,3,0,9,False,False,UP,99,UP,25.19999999999996
RIGHT,3,3,0,9,False,False,RIGHT,100,RIGHT,25.09999999999996
LEFT,2,3,0,9,False,False,LEFT,101,LEFT,25.999999999999957
UP,2,2,0,9,False,False,UP,102,UP,25.899999999999956
B,2,2,0,9,False,False,B,103,UP,25.799999999999955
B,2,2,0,9,False,False,B,104,UP,25.699999999999953
B,2,2,0,9,False,False,B,105,UP,25.59999999999995
RIGHT,3,2,0,9,False,False,RIGHT,106,RIGHT,25.49999999999995
DOWN,3,3,0,9,False,False,DOWN,107,DOWN,26.39999999999995
DOWN,3,4,0,9,False,False,DOWN,108,DOWN,26.299999999999947
LEFT,2,4,0,9,False,False,LEFT,109,LEFT,26.199999999999946
