inputtedAction,x,y,mapBank,mapNum,isInBattle,isDone,executedStep,currentSteps,facingDirection,reward
UP,9,9,0,9,False,False,UP,1,UP,0
DOWN,9,10,0,9,False,False,DOWN,2,DOWN,0.9
RIGHT,10,10,0,9,False,False,RIGHT,3,RIGHT,1.7999999999999998
UP,10,9,0,9,False,False,UP,4,UP,2.6999999999999997
RIGHT,11,9,0,9,False,False,RIGHT,5,RIGHT,3.5999999999999996
LEFT,10,9,0,9,False,False,LEFT,6,LEFT,4.5
UP,10,8,0,9,False,False,UP,7,UP,4.4
B,10,8,0,9,False,False,B,8,UP,5.300000000000001
DOWN,10,9,0,9,False,False,DOWN,9,DOWN,5.200000000000001
A,10,9,0,9,False,False,A,10,DOWN,5.100000000000001
A,10,9,0,9,False,False,A,11,DOWN,5.000000000000002
B,10,9,0,9,False,False,B,12,DOWN,4.900000000000002
LEFT,9,9,0,9,False,False,LEFT,13,LEFT,4.8000000000000025
RIGHT,10,9,0,9,False,False,RIGHT,14,RIGHT,4.700000000000003
A,10,9,0,9,False,False,A,15,RIGHT,4.600000000000003
UP,10,8,0,9,False,False,UP,16,UP,4.5000000000000036
A,10,8,0,9,False,False,A,17,UP,4.400000000000004
LEFT,9,8,0,9,False,False,LEFT,18,LEFT,4.300000000000004
B,9,8,0,9,False,False,B,19,LEFT,5.200000000000005
RIGHT,10,8,0,9,False,False,RIGHT,20,RIGHT,5.100000000000005
B,10,8,0,9,False,False,B,21,RIGHT,5.000000000000005
RIGHT,11,8,0,9,False,False,RIGHT,22,RIGHT,4.900000000000006
LEFT,10,8,0,9,False,False,LEFT,23,LEFT,5.800000000000006
DOWN,10,9,0,9,False,False,DOWN,24,DOWN,5.700000000000006
RIGHT,11,9,0,9,False,False,RIGHT,25,RIGHT,5.600000000000007
A,11,9,0,9,False,False,A,26,RIGHT,5.500000000000007
DOWN,11,10,0,9,False,False,DOWN,27,DOWN,5.4000000000000075
B,11,10,0,9,False,False,B,28,DOWN,6.300000000000008
UP,11,9,0,9,False,False,UP,29,UP,6.200000000000008
UP,11,8,0,9,False,False,UP,30,UP,6.1000000000000085
B,11,8,0,9,False,False,B,31,UP,6.000000000000009
UP,11,7,0,9,False,False,UP,32,UP,5.900000000000009
LEFT,10,7,0,9,False,False,LEFT,33,LEFT,6.80000000000001
LEFT,9,7,0,9,False,False,LEFT,34,LEFT,7.70000000000001
UP,9,6,0,9,False,False,UP,35,UP,8.60000000000001
A,9,6,0,9,False,False,A,36,UP,9.50000000000001
A,9,6,0,9,False,False,A,37,UP,9.400000000000011
UP,9,5,0,9,False,False,UP,38,UP,9.300000000000011
A,9,5,0,9,False,False,A,39,UP,10.200000000000012
DOWN,9,6,0,9,False,False,DOWN,40,DOWN,10.100000000000012
B,9,6,0,9,False,False,B,41,DOWN,10.000000000000012
DOWN,9,7,0,9,False,False,DOWN,42,DOWN,9.900000000000013
A,9,7,0,9,False,False,A,43,DOWN,9.800000000000013
RIGHT,10,7,0,9,False,False,RIGHT,44,RIGHT,9.700000000000014
DOWN,10,8,0,9,False,False,DOWN,45,DOWN,9.600000000000014
LEFT,9,8,0,9,False,False,LEFT,46,LEFT,9.500000000000014
A,9,8,0,9,False,False,A,47,LEFT,9.400000000000015
A,9,8,0,9,False,False,A,48,LEFT,9.300000000000015
DOWN,9,9,0,9,False,False,DOWN,49,DOWN,9.200000000000015
RIGHT,10,9,0,9,False,False,RIGHT,50,RIGHT,9.100000000000016
LEFT,9,9,0,9,False,False,LEFT,51,LEFT,9.000000000000016
LEFT,8,9,0,9,False,False,LEFT,52,LEFT,8.900000000000016
A,8,9,0,9,False,False,A,53,LEFT,9.800000000000017
UP,8,8,0,9,False,False,UP,54,UP,9.700000000000017
LEFT,8,8,0,9,False,False,LEFT,55,LEFT,10.600000000000017
DOWN,8,9,0,9,False,False,DOWN,56,DOWN,10.500000000000018
LEFT,7,9,0,9,False,False,LEFT,57,LEFT,10.400000000000018
DOWN,7,10,0,9,False,False,DOWN,58,DOWN,11.300000000000018
UP,7,9,0,9,False,False,UP,59,UP,12.200000000000019
A,7,9,0,9,False,False,A,60,UP,12.10000000000002
UP,7,9,0,9,False,False,UP,61,UP,12.00000000000002
UP,7,9,0,9,False,False,UP,62,UP,11.90000000000002
UP,7,9,0,9,False,False,UP,63,UP,11.80000000000002
A,7,9,0,9,False,False,A,64,UP,11.70000000000002
DOWN,7,10,0,9,False,False,DOWN,65,DOWN,11.600000000000021
A,7,10,0,9,False,False,A,66,DOWN,11.500000000000021
LEFT,6,10,0,9,False,False,LEFT,67,LEFT,11.400000000000022
LEFT,5,10,0,9,False,False,LEFT,68,LEFT,12.300000000000022
UP,5,9,0,9,False,False,UP,69,UP,13.200000000000022
DOWN,5,10,0,9,False,False,DOWN,70,DOWN,14.100000000000023
UP,5,9,0,9,False,False,UP,71,UP,14.000000000000023
LEFT,4,9,0,9,False,False,LEFT,72,LEFT,13.900000000000023
A,4,9,0,9,False,False,A,73,LEFT,14.800000000000024
B,4,9,0,9,False,False,B,74,LEFT,14.700000000000024
LEFT,3,9,0,9,False,False,LEFT,75,LEFT,14.600000000000025
UP,3,9,0,9,False,False,UP,76,UP,15.500000000000025
B,3,9,0,9,False,False,B,77,UP,15.400000000000025
RIGHT,4,9,0,9,False,False,RIGHT,78,RIGHT,15.300000000000026
UP,4,9,0,9,False,False,UP,79,UP,15.200000000000026
B,4,9,0,9,False,False,B,80,UP,15.100000000000026
LEFT,3,9,0,9,False,False,LEFT,81,LEFT,15.000000000000027
A,3,9,0,9,False,False,A,82,LEFT,14.900000000000027
B,3,9,0,9,False,False,B,83,LEFT,14.800000000000027
RIGHT,4,9,0,9,False,False,RIGHT,84,RIGHT,14.700000000000028
UP,4,9,0,9,False,False,UP,85,UP,14.600000000000028
DOWN,4,10,0,9,False,False,DOWN,86,DOWN,14.500000000000028
A,4,10,0,9,False,False,A,87,DOWN,15.400000000000029
RIGHT,5,10,0,9,False,False,RIGHT,88,RIGHT,15.30000000000003
UP,5,9,0,9,False,False,UP,89,UP,15.20000000000003
LEFT,4,9,0,9,False,False,LEFT,90,LEFT,15.10000000000003
RIGHT,5,9,0,9,False,False,RIGHT,91,RIGHT,15.00000000000003
RIGHT,6,9,0,9,False,False,RIGHT,92,RIGHT,14.90000000000003
UP,6,9,0,9,False,False,UP,93,UP,15.800000000000031
A,6,9,0,9,False,False,A,94,UP,15.700000000000031
UP,6,9,0,9,False,False,UP,95,UP,15.600000000000032
A,6,9,0,9,False,False,A,96,UP,15.500000000000032
A,6,9,0,9,False,False,A,97,UP,15.400000000000032
UP,6,9,0,9,False,False,UP,98,UP,15.300000000000033
LEFT,5,9,0,9,False,False,LEFT,99,LEFT,15.200000000000033
LEFT,4,9,0,9,False,False,LEFT,100,LEFT,15.100000000000033
A,4,9,0,9,False,False,A,101,LEFT,15.000000000000034
B,4,9,0,9,False,False,B,102,LEFT,14.900000000000034
B,4,9,0,9,False,False,B,103,LEFT,14.800000000000034
RIGHT,5,9,0,9,False,False,RIGHT,104,RIGHT,14.700000000000035
RIGHT,6,9,0,9,False,False,RIGHT,105,RIGHT,14.600000000000035
A,6,9,0,9,False,False,A,106,RIGHT,14.500000000000036
LEFT,5,9,0,9,False,False,LEFT,107,LEFT,14.400000000000036
B,5,9,0,9,False,False,B,108,LEFT,14.300000000000036
A,5,9,0,9,False,False,A,109,LEFT,14.200000000000037
LEFT,4,9,0,9,False,False,LEFT,110,LEFT,14.100000000000037
RIGHT,5,9,0,9,False,False,RIGHT,111,RIGHT,14.000000000000037
