inputtedAction,x,y,mapBank,mapNum,isInBattle,isDone,executedStep,currentSteps,facingDirection,reward
UP,9,9,0,9,False,False,UP,1,UP,0
UP,9,8,0,9,False,False,UP,2,UP,0.9
UP,9,7,0,9,False,False,UP,3,UP,1.7999999999999998
UP,9,6,0,9,False,False,UP,4,UP,2.6999999999999997
UP,9,5,0,9,False,False,UP,5,UP,3.5999999999999996
UP,9,4,0,9,False,False,UP,6,UP,4.5
LEFT,8,4,0,9,False,False,LEFT,7,LEFT,5.4
RIGHT,9,4,0,9,False,False,RIGHT,8,RIGHT,6.300000000000001
UP,9,3,0,9,False,False,UP,9,UP,6.200000000000001
UP,9,2,0,9,False,False,UP,10,UP,7.100000000000001
RIGHT,10,2,0,9,False,False,RIGHT,11,RIGHT,8.000000000000002
UP,10,1,0,9,False,False,UP,12,UP,8.900000000000002
UP,10,0,0,9,False,False,UP,13,UP,9.800000000000002
UP,10,19,0,16,False,False,UP,14,UP,10.700000000000003
DOWN,10,0,0,9,False,False,DOWN,15,DOWN,61.6
START,10,0,0,9,False,False,START,16,DOWN,61.5
START,10,0,0,9,False,False,START,17,DOWN,61.4
