pos_x,pos_y,map_bank,map_num,in_battle,direction,action,q_value
9,10,0,9,0,1,0,0.5021576000000001
9,10,0,9,0,1,1,0.0
9,10,0,9,0,1,2,0.29500000000000004
9,10,0,9,0,1,3,0.0
9,10,0,9,0,1,4,0.099
9,10,0,9,0,1,5,0.0
9,9,0,9,0,0,0,0.0
9,9,0,9,0,0,1,0.4512231088
9,9,0,9,0,0,2,0.0
9,9,0,9,0,0,3,0.296
9,9,0,9,0,0,4,0.197
9,9,0,9,0,0,5,0.0
10,9,0,9,0,3,0,0.0
10,9,0,9,0,3,1,0.0
10,9,0,9,0,3,2,0.0
10,9,0,9,0,3,3,0.395
10,9,0,9,0,3,4,0.0
10,9,0,9,0,3,5,0.0
11,9,0,9,0,3,0,0.0
11,9,0,9,0,3,1,0.0
11,9,0,9,0,3,2,0.3940000000000001
11,9,0,9,0,3,3,0.0
11,9,0,9,0,3,4,0.0
11,9,0,9,0,3,5,0.0
10,9,0,9,0,2,0,0.0
10,9,0,9,0,2,1,0.4930000000000001
10,9,0,9,0,2,2,0.0
10,9,0,9,0,2,3,0.0
10,9,0,9,0,2,4,0.0
10,9,0,9,0,2,5,0.0
10,10,0,9,0,1,0,0.0
10,10,0,9,0,1,1,0.0
10,10,0,9,0,1,2,0.9784090000000003
10,10,0,9,0,1,3,0.0
10,10,0,9,0,1,4,0.0
10,10,0,9,0,1,5,0.0
9,10,0,9,0,2,0,0.0
9,10,0,9,0,2,1,0.0
9,10,0,9,0,2,2,0.0
9,10,0,9,0,2,3,0.9754110000000005
9,10,0,9,0,2,4,0.4910000000000001
9,10,0,9,0,2,5,0.0
10,10,0,9,0,3,0,0.9782340920000003
10,10,0,9,0,3,1,0.0
10,10,0,9,0,3,2,0.0
10,10,0,9,0,3,3,0.0
10,10,0,9,0,3,4,0.0
10,10,0,9,0,3,5,0.0
10,9,0,9,0,0,0,0.0
10,9,0,9,0,0,1,0.5367080000000002
10,9,0,9,0,0,2,0.48400000000000026
10,9,0,9,0,0,3,0.0
10,9,0,9,0,0,4,0.0
10,9,0,9,0,0,5,0.0
9,9,0,9,0,2,0,0.5800000000000004
9,9,0,9,0,2,1,0.0
9,9,0,9,0,2,2,0.0
9,9,0,9,0,2,3,0.0
9,9,0,9,0,2,4,0.4830000000000003
9,9,0,9,0,2,5,1.0102871830000006
9,8,0,9,0,0,0,0.0
9,8,0,9,0,0,1,0.0
9,8,0,9,0,0,2,0.0
9,8,0,9,0,0,3,0.6790000000000004
9,8,0,9,0,0,4,0.0
9,8,0,9,0,0,5,0.0
10,8,0,9,0,3,0,0.0
10,8,0,9,0,3,1,0.0
10,8,0,9,0,3,2,0.6770000000000005
10,8,0,9,0,3,3,0.0
10,8,0,9,0,3,4,0.0
10,8,0,9,0,3,5,0.6780000000000004
9,8,0,9,0,2,0,0.0
9,8,0,9,0,2,1,0.0
9,8,0,9,0,2,2,0.7740000000000005
9,8,0,9,0,2,3,0.0
9,8,0,9,0,2,4,0.0
9,8,0,9,0,2,5,1.350324000000001
8,8,0,9,0,2,0,0.8720000000000004
8,8,0,9,0,2,1,0.5860000000000002
8,8,0,9,0,2,2,0.7730000000000006
8,8,0,9,0,2,3,0.0
8,8,0,9,0,2,4,0.0
8,8,0,9,0,2,5,0.0
8,7,0,9,0,0,0,1.7625330000000008
8,7,0,9,0,0,1,0.0
8,7,0,9,0,0,2,0.0
8,7,0,9,0,0,3,0.0
8,7,0,9,0,0,4,0.0
8,7,0,9,0,0,5,0.0
8,6,0,9,0,0,0,0.0
8,6,0,9,0,0,1,0.9690000000000005
8,6,0,9,0,0,2,2.444358074360029
8,6,0,9,0,0,3,0.0
8,6,0,9,0,0,4,0.9700000000000005
8,6,0,9,0,0,5,0.0
8,7,0,9,0,1,0,1.0640300000000005
8,7,0,9,0,1,1,0.0
8,7,0,9,0,1,2,0.0
8,7,0,9,0,1,3,0.0
8,7,0,9,0,1,4,0.0
8,7,0,9,0,1,5,0.0
7,6,0,9,0,2,0,1.1195500000000005
7,6,0,9,0,2,1,1.253000000000001
7,6,0,9,0,2,2,1.6433003747347639
7,6,0,9,0,2,3,3.0289227397350014
7,6,0,9,0,2,4,1.6443003747347635
7,6,0,9,0,2,5,8.698527625536498
8,6,0,9,0,3,0,0.0
8,6,0,9,0,3,1,0.0
8,6,0,9,0,3,2,2.897299429769384
8,6,0,9,0,3,3,1.1650000000000007
8,6,0,9,0,3,4,0.0
8,6,0,9,0,3,5,0.0
9,6,0,9,0,3,0,0.0
9,6,0,9,0,3,1,0.0
9,6,0,9,0,3,2,1.1640000000000006
9,6,0,9,0,3,3,0.0
9,6,0,9,0,3,4,0.0
9,6,0,9,0,3,5,0.0
8,6,0,9,0,2,0,0.0
8,6,0,9,0,2,1,0.0
8,6,0,9,0,2,2,1.2685340000000007
8,6,0,9,0,2,3,0.0
8,6,0,9,0,2,4,0.0
8,6,0,9,0,2,5,0.0
7,7,0,9,0,1,0,1.252000000000001
7,7,0,9,0,1,1,0.0
7,7,0,9,0,1,2,0.0
7,7,0,9,0,1,3,0.0
7,7,0,9,0,1,4,0.0
7,7,0,9,0,1,5,0.0
7,6,0,9,0,0,0,1.3510000000000009
7,6,0,9,0,0,1,0.0
7,6,0,9,0,0,2,0.0
7,6,0,9,0,0,3,0.0
7,6,0,9,0,0,4,0.0
7,6,0,9,0,0,5,0.0
7,5,0,9,0,0,0,2.533252000000002
7,5,0,9,0,0,1,0.0
7,5,0,9,0,0,2,0.0
7,5,0,9,0,0,3,0.0
7,5,0,9,0,0,4,0.0
7,5,0,9,0,0,5,0.0
7,4,0,9,0,0,0,0.0
7,4,0,9,0,0,1,0.0
7,4,0,9,0,0,2,0.0
7,4,0,9,0,0,3,2.730253000000001
7,4,0,9,0,0,4,0.0
7,4,0,9,0,0,5,1.449000000000001
8,4,0,9,0,3,0,2.928154000000002
8,4,0,9,0,3,1,0.0
8,4,0,9,0,3,2,0.0
8,4,0,9,0,3,3,0.0
8,4,0,9,0,3,4,0.0
8,4,0,9,0,3,5,0.0
8,3,0,9,0,0,0,3.1331587450000016
8,3,0,9,0,0,1,0.0
8,3,0,9,0,0,2,0.0
8,3,0,9,0,0,3,0.0
8,3,0,9,0,0,4,0.0
8,3,0,9,0,0,5,0.0
8,2,0,9,0,0,0,1.9167550000000007
8,2,0,9,0,0,1,1.5627630000000003
8,2,0,9,0,0,2,0.0
8,2,0,9,0,0,3,1.8430000000000004
8,2,0,9,0,0,4,1.7450000000000008
