pos_x,pos_y,map_bank,map_num,in_battle,direction,action,q_value
9,10,0,9,0,1,0,3.3081881464582854
9,10,0,9,0,1,1,1.9914993236846956
9,10,0,9,0,1,2,2.3437025918682686
9,10,0,9,0,1,3,0.8376083045690064
9,10,0,9,0,1,4,1.6161412127967745
9,10,0,9,0,1,5,1.9864374524504438
9,9,0,9,0,0,0,3.1422425364455338
9,9,0,9,0,0,1,3.4170518023491248
9,9,0,9,0,0,2,1.3725869963212642
9,9,0,9,0,0,3,0.6062187811527561
9,9,0,9,0,0,4,0.16999999999999998
9,9,0,9,0,0,5,0.0
8,9,0,9,0,2,0,2.4010023399999922
8,9,0,9,0,2,1,3.262768004719989
8,9,0,9,0,2,2,5.274747657638708
8,9,0,9,0,2,3,2.4304873565964193
8,9,0,9,0,2,4,9.157711124696938
8,9,0,9,0,2,5,0.0
8,8,0,9,0,0,0,2.4259019670775426
8,8,0,9,0,0,1,0.0
8,8,0,9,0,0,2,2.1850556817929028
8,8,0,9,0,0,3,0.0
8,8,0,9,0,0,4,0.3636599999999999
8,8,0,9,0,0,5,0.33999999999999997
8,8,0,9,0,2,0,8.556117997908077
8,8,0,9,0,2,1,3.4840466884727306
8,8,0,9,0,2,2,0.0
8,8,0,9,0,2,3,0.6800000000000005
8,8,0,9,0,2,4,0.0
8,8,0,9,0,2,5,2.1660556817929035
8,7,0,9,0,0,0,2.868947359383591
8,7,0,9,0,0,1,2.9684818531156125
8,7,0,9,0,0,2,2.2930544499999996
8,7,0,9,0,0,3,0.8000000000000013
8,7,0,9,0,0,4,2.9265987536191562
8,7,0,9,0,0,5,2.259031260480702
7,7,0,9,0,2,0,0.0
7,7,0,9,0,2,1,9.12525365517296
7,7,0,9,0,2,2,3.6824555055227632
7,7,0,9,0,2,3,0.550000000000001
7,7,0,9,0,2,4,2.79761218753789
7,7,0,9,0,2,5,2.328988441057048
7,7,0,9,0,1,0,20.097657015332317
7,7,0,9,0,1,1,3.5678247940645953
7,7,0,9,0,1,2,6.3686027807503
7,7,0,9,0,1,3,12.590884924586101
7,7,0,9,0,1,4,9.6797134850821
7,7,0,9,0,1,5,10.5514768629475
7,6,0,9,0,0,0,6.998014133888053
7,6,0,9,0,0,1,2.299721036970405
7,6,0,9,0,0,2,18.804945943678778
7,6,0,9,0,0,3,1.1440770432506244
7,6,0,9,0,0,4,5.016079031379986
7,6,0,9,0,0,5,12.581195318904534
7,5,0,9,0,0,0,14.386535338140366
7,5,0,9,0,0,1,2.3459229092999867
7,5,0,9,0,0,2,0.5800000000000003
7,5,0,9,0,0,3,1.8908186599999912
7,5,0,9,0,0,4,0.0
7,5,0,9,0,0,5,0.0
7,6,0,9,0,1,0,0.6503900000000002
7,6,0,9,0,1,1,14.245122101884746
7,6,0,9,0,1,2,2.3931606999999886
7,6,0,9,0,1,3,1.9483099999999933
7,6,0,9,0,1,4,2.2421062880895994
7,6,0,9,0,1,5,0.6000000000000002
7,5,0,9,0,2,0,13.210866930354936
7,5,0,9,0,2,1,1.3193383590000014
7,5,0,9,0,2,2,3.668888031982549
7,5,0,9,0,2,3,0.6600000000000004
7,5,0,9,0,2,4,3.9063063811393173
7,5,0,9,0,2,5,0.0
8,5,0,9,0,3,0,0.0
8,5,0,9,0,3,1,0.0
8,5,0,9,0,3,2,2.7101449569530454
8,5,0,9,0,3,3,0.0
8,5,0,9,0,3,4,0.0
8,5,0,9,0,3,5,0.0
7,6,0,9,0,2,0,11.398893289944526
7,6,0,9,0,2,1,12.025057516593726
7,6,0,9,0,2,2,69.60722997104271
7,6,0,9,0,2,3,6.656853564567198
7,6,0,9,0,2,4,24.362836388579268
7,6,0,9,0,2,5,8.427928434562673
8,6,0,9,0,3,0,7.414919628794172
8,6,0,9,0,3,1,1.584928041902391
8,6,0,9,0,3,2,0.0
8,6,0,9,0,3,3,1.52726215527999
8,6,0,9,0,3,4,0.6900000000000006
8,6,0,9,0,3,5,1.9383099999999933
8,7,0,9,0,1,0,2.2147591099999895
8,7,0,9,0,1,1,6.356149024154983
8,7,0,9,0,1,2,0.0
8,7,0,9,0,1,3,0.0
8,7,0,9,0,1,4,3.3234098329816484
8,7,0,9,0,1,5,0.6700000000000007
8,6,0,9,0,0,0,4.6423677986376015
8,6,0,9,0,0,1,2.229889999999991
8,6,0,9,0,0,2,0.0
8,6,0,9,0,0,3,0.6300000000000012
8,6,0,9,0,0,4,0.0
8,6,0,9,0,0,5,0.0
8,5,0,9,0,0,0,0.0
8,5,0,9,0,0,1,3.7744384006836493
8,5,0,9,0,0,2,9.588585325001768
8,5,0,9,0,0,3,1.3242058990540013
8,5,0,9,0,0,4,0.0
8,5,0,9,0,0,5,0.0
8,7,0,9,0,3,0,1.3865414173656865
8,7,0,9,0,3,1,0.0
8,7,0,9,0,3,2,0.0
8,7,0,9,0,3,3,0.0
8,7,0,9,0,3,4,0.6992832343499923
8,7,0,9,0,3,5,0.6998306499999931
9,6,0,9,0,3,0,0.7200000000000012
9,6,0,9,0,3,1,0.0
9,6,0,9,0,3,2,3.5306732355058568
9,6,0,9,0,3,3,2.3170278957249963
9,6,0,9,0,3,4,0.0
9,6,0,9,0,3,5,1.667262155280004
9,5,0,9,0,0,0,1.3240500000000022
9,5,0,9,0,0,1,6.653504565255522
9,5,0,9,0,0,2,0.0
9,5,0,9,0,0,3,0.8000000000000013
9,5,0,9,0,0,4,0.7100000000000013
9,5,0,9,0,0,5,0.0
10,5,0,9,0,3,0,1.4600000000000035
10,5,0,9,0,3,1,0.0
10,5,0,9,0,3,2,0.7700000000000014
10,5,0,9,0,3,3,0.0
10,5,0,9,0,3,4,1.5692100000000027
10,5,0,9,0,3,5,0.0
9,5,0,9,0,2,0,0.8600000000000014
9,5,0,9,0,2,1,0.0
9,5,0,9,0,2,2,0.0
9,5,0,9,0,2,3,0.0
9,5,0,9,0,2,4,0.0
9,5,0,9,0,2,5,0.0
9,4,0,9,0,0,0,4.568100900000008
9,4,0,9,0,0,1,0.0
9,4,0,9,0,0,2,0.0
9,4,0,9,0,0,3,1.509999999999989
9,4,0,9,0,0,4,3.1343455373999936
9,4,0,9,0,0,5,0.0
9,3,0,9,0,0,0,4.554582235094172
9,3,0,9,0,0,1,0.0
9,3,0,9,0,0,2,4.050460300208287
9,3,0,9,0,0,3,1.0400000000000016
9,3,0,9,0,0,4,0.0
9,3,0,9,0,0,5,0.0
10,3,0,9,0,3,0,1.2800000000000025
10,3,0,9,0,3,1,1.1200000000000017
10,3,0,9,0,3,2,0.0
10,3,0,9,0,3,3,0.0
