pos_x,pos_y,map_bank,map_num,in_battle,direction,action,q_value
9,10,0,9,0,1,0,0.5580582682666316
9,10,0,9,0,1,1,0.0
9,10,0,9,0,1,2,0.0
9,10,0,9,0,1,3,0.0
9,10,0,9,0,1,4,0.0
9,10,0,9,0,1,5,0.0
9,9,0,9,0,0,0,1.1603870421648736
9,9,0,9,0,0,1,0.0
9,9,0,9,0,0,2,0.2
9,9,0,9,0,0,3,0.0
9,9,0,9,0,0,4,0.1
9,9,0,9,0,0,5,0.1198
8,9,0,9,0,2,0,0.30000000000000004
8,9,0,9,0,2,1,0.0
8,9,0,9,0,2,2,0.0
8,9,0,9,0,2,3,0.2
8,9,0,9,0,2,4,0.0
8,9,0,9,0,2,5,0.39980000000000004
9,9,0,9,0,3,0,0.0
9,9,0,9,0,3,1,0.0
9,9,0,9,0,3,2,0.23958020000000002
9,9,0,9,0,3,3,0.0
9,9,0,9,0,3,4,0.0
9,9,0,9,0,3,5,0.0
8,8,0,9,0,0,0,0.0
8,8,0,9,0,0,1,0.0
8,8,0,9,0,0,2,0.0
8,8,0,9,0,0,3,0.4
8,8,0,9,0,0,4,0.0
8,8,0,9,0,0,5,0.0
9,8,0,9,0,3,0,0.5
9,8,0,9,0,3,1,0.0
9,8,0,9,0,3,2,0.0
9,8,0,9,0,3,3,0.0
9,8,0,9,0,3,4,0.0
9,8,0,9,0,3,5,0.4
9,7,0,9,0,0,0,4.718800000000001
9,7,0,9,0,0,1,10.73082998424212
9,7,0,9,0,0,2,0.0
9,7,0,9,0,0,3,0.6000000000000001
9,7,0,9,0,0,4,0.5
9,7,0,9,0,0,5,1.1895126029423426
10,7,0,9,0,3,0,2.66995971
10,7,0,9,0,3,1,0.0
10,7,0,9,0,3,2,0.0
10,7,0,9,0,3,3,0.0
10,7,0,9,0,3,4,0.0
10,7,0,9,0,3,5,0.0
10,6,0,9,0,0,0,2.0890999999999997
10,6,0,9,0,0,1,1.7133057899999997
10,6,0,9,0,0,2,4.892998318329733
10,6,0,9,0,0,3,0.8
10,6,0,9,0,0,4,2.0792
10,6,0,9,0,0,5,0.0
11,6,0,9,0,3,0,1.0
11,6,0,9,0,3,1,0.0
11,6,0,9,0,3,2,0.8
11,6,0,9,0,3,3,10.039052229867307
11,6,0,9,0,3,4,1.8851
11,6,0,9,0,3,5,4.899000000000001
10,6,0,9,0,2,0,0.9
10,6,0,9,0,2,1,0.0
10,6,0,9,0,2,2,0.0
10,6,0,9,0,2,3,0.0
10,6,0,9,0,2,4,0.0
10,6,0,9,0,2,5,0.0
10,5,0,9,0,0,0,2.0
10,5,0,9,0,0,1,5.738232187031272
10,5,0,9,0,0,2,0.0
10,5,0,9,0,0,3,3.4755907498618
10,5,0,9,0,0,4,15.509332468068155
10,5,0,9,0,0,5,3.1354914164858316
10,6,0,9,0,1,0,1.8135140791
10,6,0,9,0,1,1,10.27050496852951
10,6,0,9,0,1,2,12.719355816900002
10,6,0,9,0,1,3,5.8614626775492695
10,6,0,9,0,1,4,13.294502923172384
10,6,0,9,0,1,5,141.13151589141404
11,5,0,9,0,0,0,0.0
11,5,0,9,0,0,1,3.625795
11,5,0,9,0,0,2,1.0
11,5,0,9,0,0,3,0.0
11,5,0,9,0,0,4,2.499
11,5,0,9,0,0,5,1.0
10,5,0,9,0,2,0,5.2079
10,5,0,9,0,2,1,1.0969408
10,5,0,9,0,2,2,0.0
10,5,0,9,0,2,3,0.0
10,5,0,9,0,2,4,5.1085971392000005
10,5,0,9,0,2,5,0.0
10,7,0,9,0,1,0,0.0
10,7,0,9,0,1,1,0.0
10,7,0,9,0,1,2,10.139918975045557
10,7,0,9,0,1,3,2.1067219
10,7,0,9,0,1,4,0.0
10,7,0,9,0,1,5,1.0
9,7,0,9,0,2,0,1.1
9,7,0,9,0,2,1,4.6000000000000005
9,7,0,9,0,2,2,2.8000000000000003
9,7,0,9,0,2,3,1.0719452691000002
9,7,0,9,0,2,4,0.0
9,7,0,9,0,2,5,19.53013883909608
9,6,0,9,0,0,0,5.7988
9,6,0,9,0,0,1,0.0
9,6,0,9,0,0,2,6.610902701790295
9,6,0,9,0,0,3,0.0
9,6,0,9,0,0,4,0.0
9,6,0,9,0,0,5,5.3740812
9,5,0,9,0,0,0,4.897
9,5,0,9,0,0,1,6.3725163974
9,5,0,9,0,0,2,4.938600000000001
9,5,0,9,0,0,3,1.2000000000000002
9,5,0,9,0,0,4,4.718800000000001
9,5,0,9,0,0,5,5.106339717400001
10,5,0,9,0,3,0,0.0
10,5,0,9,0,3,1,26.45489892527253
10,5,0,9,0,3,2,1.2000000000000002
10,5,0,9,0,3,3,0.0
10,5,0,9,0,3,4,8.777805879
10,5,0,9,0,3,5,0.0
9,5,0,9,0,2,0,7.3471930984
9,5,0,9,0,2,1,0.0
9,5,0,9,0,2,2,1.3
9,5,0,9,0,2,3,0.0
9,5,0,9,0,2,4,2.7287
9,5,0,9,0,2,5,0.0
8,5,0,9,0,2,0,1.4000000000000001
8,5,0,9,0,2,1,4.800000000000001
8,5,0,9,0,2,2,0.0
8,5,0,9,0,2,3,0.0
8,5,0,9,0,2,4,0.0
8,5,0,9,0,2,5,0.0
8,4,0,9,0,0,0,1.5
8,4,0,9,0,0,1,0.0
8,4,0,9,0,0,2,0.0
8,4,0,9,0,0,3,0.0
8,4,0,9,0,0,4,0.0
8,4,0,9,0,0,5,1.4000000000000001
8,3,0,9,0,0,0,4.7
8,3,0,9,0,0,1,4.5132015
8,3,0,9,0,0,2,0.0
8,3,0,9,0,0,3,1.6
8,3,0,9,0,0,4,0.0
8,3,0,9,0,0,5,5.0468069485000004
8,4,0,9,0,1,0,1.6485
8,4,0,9,0,1,1,0.0
8,4,0,9,0,1,2,0.0
8,4,0,9,0,1,3,3.0
8,4,0,9,0,1,4,0.0
8,4,0,9,0,1,5,3.1632015
9,3,0,9,0,3,0,0.0
9,3,0,9,0,3,1,1.7000000000000002
9,3,0,9,0,3,2,0.0
9,3,0,9,0,3,3,0.0
9,3,0,9,0,3,4,0.0
9,3,0,9,0,3,5,0.0
9,4,0,9,0,1,0,0.0
9,4,0,9,0,1,1,0.0
9,4,0,9,0,1,2,0.0
9,4,0,9,0,1,3,1.8
9,4,0,9,0,1,4,1.7000000000000002
9,4,0,9,0,1,5,0.0
10,4,0,9,0,3,0,0.0
10,4,0,9,0,3,1,4.6571683382
10,4,0,9,0,3,2,0.0
10,4,0,9,0,3,3,0.0
10,4,0,9,0,3,4,0.0
10,4,0,9,0,3,5,0.0
10,5,0,9,0,1,0,0.0
10,5,0,9,0,1,1,3.4662010000000003
10,5,0,9,0,1,2,7.1096633082
10,5,0,9,0,1,3,1.8
10,5,0,9,0,1,4,4.4158418
10,5,0,9,0,1,5,1.9782000000000002
11,5,0,9,0,3,0,3.1
11,5,0,9,0,3,1,1.8
11,5,0,9,0,3,2,0.0
11,5,0,9,0,3,3,0.0
11,5,0,9,0,3,4,3.7938459582000004
11,5,0,9,0,3,5,6.8741903698618
11,6,0,9,0,1,0,0.0
11,6,0,9,0,1,1,1.9000000000000001
11,6,0,9,0,1,2,0.0
11,6,0,9,0,1,3,4.856070048802094
11,6,0,9,0,1,4,1.8
11,6,0,9,0,1,5,0.0
11,7,0,9,0,1,0,0.0
11,7,0,9,0,1,1,0.0
11,7,0,9,0,1,2,1.9000000000000001
11,7,0,9,0,1,3,0.0
11,7,0,9,0,1,4,0.0
11,7,0,9,0,1,5,0.0
10,7,0,9,0,2,0,0.0
10,7,0,9,0,2,1,2.0
10,7,0,9,0,2,2,0.0
10,7,0,9,0,2,3,1.9000000000000001
10,7,0,9,0,2,4,0.0
10,7,0,9,0,2,5,1.9000000000000001
11,7,0,9,0,3,0,0.0
11,7,0,9,0,3,1,0.0
11,7,0,9,0,3,2,2.0881000000000003
11,7,0,9,0,3,3,2.0
11,7,0,9,0,3,4,2.1067219
11,7,0,9,0,3,5,0.0
