pos_x,pos_y,map_bank,map_num,in_battle,direction,action,q_value
9,10,0,9,0,1,0,0.7986952162932456
9,10,0,9,0,1,1,0.0
9,10,0,9,0,1,2,0.29500000000000004
9,10,0,9,0,1,3,0.0
9,10,0,9,0,1,4,0.099
9,10,0,9,0,1,5,0.0
9,9,0,9,0,0,0,0.0
9,9,0,9,0,0,1,0.6630664777693488
9,9,0,9,0,0,2,0.0
9,9,0,9,0,0,3,0.601505
9,9,0,9,0,0,4,0.197
9,9,0,9,0,0,5,0.0
10,9,0,9,0,3,0,0.0
10,9,0,9,0,3,1,0.0
10,9,0,9,0,3,2,0.0
10,9,0,9,0,3,3,0.789506
10,9,0,9,0,3,4,0.0
10,9,0,9,0,3,5,0.0
11,9,0,9,0,3,0,0.0
11,9,0,9,0,3,1,0.0
11,9,0,9,0,3,2,0.7974070000000002
11,9,0,9,0,3,3,0.0
11,9,0,9,0,3,4,0.0
11,9,0,9,0,3,5,0.0
10,9,0,9,0,2,0,0.0
10,9,0,9,0,2,1,1.033562491
10,9,0,9,0,2,2,0.0
10,9,0,9,0,2,3,0.0
10,9,0,9,0,2,4,0.0
10,9,0,9,0,2,5,0.0
10,10,0,9,0,1,0,0.0
10,10,0,9,0,1,1,0.5920000000000001
10,10,0,9,0,1,2,0.9784090000000003
10,10,0,9,0,1,3,0.0
10,10,0,9,0,1,4,0.0
10,10,0,9,0,1,5,0.0
9,10,0,9,0,2,0,0.0
9,10,0,9,0,2,1,0.0
9,10,0,9,0,2,2,0.0
9,10,0,9,0,2,3,0.9754110000000005
9,10,0,9,0,2,4,0.4910000000000001
9,10,0,9,0,2,5,0.0
10,10,0,9,0,3,0,0.9782340920000003
10,10,0,9,0,3,1,0.0
10,10,0,9,0,3,2,0.0
10,10,0,9,0,3,3,0.0
10,10,0,9,0,3,4,0.0
10,10,0,9,0,3,5,0.0
10,9,0,9,0,0,0,0.0
10,9,0,9,0,0,1,0.5367080000000002
10,9,0,9,0,0,2,0.48400000000000026
10,9,0,9,0,0,3,0.0
10,9,0,9,0,0,4,0.0
10,9,0,9,0,0,5,0.0
9,9,0,9,0,2,0,0.5800000000000004
9,9,0,9,0,2,1,0.0
9,9,0,9,0,2,2,0.0
9,9,0,9,0,2,3,0.0
9,9,0,9,0,2,4,0.4830000000000003
9,9,0,9,0,2,5,1.0102871830000006
9,8,0,9,0,0,0,0.0
9,8,0,9,0,0,1,0.0
9,8,0,9,0,0,2,0.0
9,8,0,9,0,0,3,0.6790000000000004
9,8,0,9,0,0,4,0.0
9,8,0,9,0,0,5,0.0
10,8,0,9,0,3,0,0.0
10,8,0,9,0,3,1,0.0
10,8,0,9,0,3,2,0.6770000000000005
10,8,0,9,0,3,3,0.0
10,8,0,9,0,3,4,0.0
10,8,0,9,0,3,5,0.6780000000000004
9,8,0,9,0,2,0,0.0
9,8,0,9,0,2,1,0.0
9,8,0,9,0,2,2,0.7740000000000005
9,8,0,9,0,2,3,0.0
9,8,0,9,0,2,4,0.0
9,8,0,9,0,2,5,1.350324000000001
8,8,0,9,0,2,0,0.8720000000000004
8,8,0,9,0,2,1,0.5860000000000002
8,8,0,9,0,2,2,0.7730000000000006
8,8,0,9,0,2,3,0.0
8,8,0,9,0,2,4,0.0
8,8,0,9,0,2,5,0.0
8,7,0,9,0,0,0,1.7625330000000008
8,7,0,9,0,0,1,0.0
8,7,0,9,0,0,2,0.0
8,7,0,9,0,0,3,0.0
8,7,0,9,0,0,4,0.0
8,7,0,9,0,0,5,0.0
8,6,0,9,0,0,0,0.0
8,6,0,9,0,0,1,0.9690000000000005
8,6,0,9,0,0,2,2.444358074360029
8,6,0,9,0,0,3,0.0
8,6,0,9,0,0,4,0.9700000000000005
8,6,0,9,0,0,5,0.0
8,7,0,9,0,1,0,1.0640300000000005
8,7,0,9,0,1,1,0.0
8,7,0,9,0,1,2,0.0
8,7,0,9,0,1,3,0.0
8,7,0,9,0,1,4,0.0
8,7,0,9,0,1,5,0.0
7,6,0,9,0,2,0,1.1195500000000005
7,6,0,9,0,2,1,1.253000000000001
7,6,0,9,0,2,2,1.6433003747347639
7,6,0,9,0,2,3,3.0289227397350014
7,6,0,9,0,2,4,1.6443003747347635
7,6,0,9,0,2,5,8.698527625536498
8,6,0,9,0,3,0,0.0
8,6,0,9,0,3,1,0.0
8,6,0,9,0,3,2,2.897299429769384
8,6,0,9,0,3,3,1.1650000000000007
8,6,0,9,0,3,4,0.0
8,6,0,9,0,3,5,0.0
9,6,0,9,0,3,0,0.0
9,6,0,9,0,3,1,0.0
9,6,0,9,0,3,2,1.1640000000000006
9,6,0,9,0,3,3,0.0
9,6,0,9,0,3,4,0.0
9,6,0,9,0,3,5,0.0
8,6,0,9,0,2,0,0.0
8,6,0,9,0,2,1,0.0
8,6,0,9,0,2,2,1.2685340000000007
8,6,0,9,0,2,3,0.0
8,6,0,9,0,2,4,0.0
8,6,0,9,0,2,5,0.0
7,7,0,9,0,1,0,1.252000000000001
7,7,0,9,0,1,1,0.0
7,7,0,9,0,1,2,0.0
7,7,0,9,0,1,3,0.0
7,7,0,9,0,1,4,0.0
7,7,0,9,0,1,5,0.0
7,6,0,9,0,0,0,1.3510000000000009
7,6,0,9,0,0,1,0.0
7,6,0,9,0,0,2,0.0
7,6,0,9,0,0,3,0.0
7,6,0,9,0,0,4,0.0
7,6,0,9,0,0,5,0.0
7,5,0,9,0,0,0,2.533252000000002
7,5,0,9,0,0,1,0.0
7,5,0,9,0,0,2,0.0
7,5,0,9,0,0,3,0.0
7,5,0,9,0,0,4,0.0
7,5,0,9,0,0,5,0.0
7,4,0,9,0,0,0,0.0
7,4,0,9,0,0,1,0.0
7,4,0,9,0,0,2,0.0
7,4,0,9,0,0,3,2.730253000000001
7,4,0,9,0,0,4,0.0
7,4,0,9,0,0,5,1.449000000000001
8,4,0,9,0,3,0,2.928154000000002
8,4,0,9,0,3,1,0.0
8,4,0,9,0,3,2,0.0
8,4,0,9,0,3,3,0.0
8,4,0,9,0,3,4,0.0
8,4,0,9,0,3,5,0.0
8,3,0,9,0,0,0,3.1331587450000016
8,3,0,9,0,0,1,0.0
8,3,0,9,0,0,2,0.0
8,3,0,9,0,0,3,0.0
8,3,0,9,0,0,4,0.0
8,3,0,9,0,0,5,0.0
8,2,0,9,0,0,0,1.9167550000000007
8,2,0,9,0,0,1,1.5627630000000003
8,2,0,9,0,0,2,0.0
8,2,0,9,0,0,3,1.8430000000000004
8,2,0,9,0,0,4,1.7450000000000008
8,2,0,9,0,0,5,0.0
9,2,0,9,0,3,0,0.0
9,2,0,9,0,3,1,0.0
9,2,0,9,0,3,2,1.8420000000000003
9,2,0,9,0,3,3,0.0
9,2,0,9,0,3,4,0.0
9,2,0,9,0,3,5,0.0
8,2,0,9,0,2,0,0.0
8,2,0,9,0,2,1,1.8389999999999997
8,2,0,9,0,2,2,0.0
8,2,0,9,0,2,3,0.0
8,2,0,9,0,2,4,2.022259
8,2,0,9,0,2,5,1.8410000000000002
8,3,0,9,0,1,0,0.0
8,3,0,9,0,1,1,0.0
8,3,0,9,0,1,2,0.0
8,3,0,9,0,1,3,3.4148639999999997
8,3,0,9,0,1,4,0.0
8,3,0,9,0,1,5,1.8379999999999996
9,3,0,9,0,3,0,0.0
9,3,0,9,0,3,1,0.0
9,3,0,9,0,3,2,0.0
9,3,0,9,0,3,3,3.6127649999999996
9,3,0,9,0,3,4,0.0
9,3,0,9,0,3,5,0.0
10,3,0,9,0,3,0,3.810666
10,3,0,9,0,3,1,0.0
10,3,0,9,0,3,2,0.0
10,3,0,9,0,3,3,0.0
10,3,0,9,0,3,4,0.0
10,3,0,9,0,3,5,0.0
10,2,0,9,0,0,0,0.0
10,2,0,9,0,0,1,0.0
10,2,0,9,0,0,2,0.0
10,2,0,9,0,0,3,6.924428160999991
10,2,0,9,0,0,4,0.0
10,2,0,9,0,0,5,0.0
11,2,0,9,0,3,0,2.332999999999999
11,2,0,9,0,3,1,0.0
11,2,0,9,0,3,2,0.0
11,2,0,9,0,3,3,11.568084099999963
11,2,0,9,0,3,4,0.0
11,2,0,9,0,3,5,0.0
11,1,0,9,0,0,0,11.156015475167832
11,1,0,9,0,0,1,0.0
11,1,0,9,0,0,2,24.19256587949805
11,1,0,9,0,0,3,0.0
11,1,0,9,0,0,4,8.199767999999962
11,1,0,9,0,0,5,0.0
11,0,0,9,0,0,0,39.46457498946232
11,0,0,9,0,0,1,0.0
11,0,0,9,0,0,2,0.0
11,0,0,9,0,0,3,0.0
11,0,0,9,0,0,4,0.0
11,0,0,9,0,0,5,0.0
11,19,0,16,0,0,0,45.207633189887986
11,19,0,16,0,0,1,292.2199649216557
11,19,0,16,0,0,2,7.2259999999998925
11,19,0,16,0,0,3,18.671582578434517
11,19,0,16,0,0,4,74.63498972950198
11,19,0,16,0,0,5,31.50539448349893
11,0,0,9,0,1,0,292.8440910930554
11,0,0,9,0,1,1,22.692448914544606
11,0,0,9,0,1,2,15.230274999999988
11,0,0,9,0,1,3,37.081774352401006
11,0,0,9,0,1,4,22.650424527999988
11,0,0,9,0,1,5,0.0
10,0,0,9,0,2,0,7.874999999999971
10,0,0,9,0,2,1,7.8709999999999685
10,0,0,9,0,2,2,8.365874999999988
10,0,0,9,0,2,3,15.299978529999983
10,0,0,9,0,2,4,16.88509733696996
10,0,0,9,0,2,5,9.29169787446997
11,0,0,9,0,3,0,117.63628081333016
11,0,0,9,0,3,1,8.544408999999971
11,0,0,9,0,3,2,9.543624636359995
11,0,0,9,0,3,3,5.154227500425877
11,0,0,9,0,3,4,0.0
11,0,0,9,0,3,5,15.298078529999984
11,18,0,16,0,0,0,0.0
11,18,0,16,0,0,1,23.849037687398123
11,18,0,16,0,0,2,8.042999999999955
11,18,0,16,0,0,3,15.209200999999965
11,18,0,16,0,0,4,159.587659718573
11,18,0,16,0,0,5,29.239139391303848
11,18,0,16,0,3,0,14.912196999999807
11,18,0,16,0,3,1,7.697999999999983
11,18,0,16,0,3,2,79.20387196899773
11,18,0,16,0,3,3,34.753043140089574
11,18,0,16,0,3,4,12.71811839442527
11,18,0,16,0,3,5,259.29808659372566
11,19,0,16,0,1,0,0.0
11,19,0,16,0,1,1,40.227523363333546
11,19,0,16,0,1,2,0.0
11,19,0,16,0,1,3,16.417909054688348
11,19,0,16,0,1,4,31.66035748710899
11,19,0,16,0,1,5,0.0
11,19,0,16,0,3,0,9.829701476794993
11,19,0,16,0,3,1,19.65261671402391
11,19,0,16,0,3,2,0.0
11,19,0,16,0,3,3,0.0
11,19,0,16,0,3,4,0.0
11,19,0,16,0,3,5,0.0
11,1,0,9,0,1,0,0.0
11,1,0,9,0,1,1,0.0
11,1,0,9,0,1,2,48.59383726023152
11,1,0,9,0,1,3,7.6909999999999785
11,1,0,9,0,1,4,0.0
11,1,0,9,0,1,5,0.0
11,1,0,9,0,3,0,8.69656899999996
11,1,0,9,0,3,1,0.0
11,1,0,9,0,3,2,34.022512913956106
11,1,0,9,0,3,3,7.689999999999978
11,1,0,9,0,3,4,16.129859689999954
11,1,0,9,0,3,5,0.0
10,1,0,9,0,2,0,19.022098281015474
10,1,0,9,0,2,1,21.22066860152455
10,1,0,9,0,2,2,335.1925357022374
10,1,0,9,0,2,3,25.199226591687054
10,1,0,9,0,2,4,44.8321561759345
10,1,0,9,0,2,5,53.23937126920103
10,0,0,9,0,0,0,0.0
10,0,0,9,0,0,1,0.0
10,0,0,9,0,0,2,9.29269787446997
10,0,0,9,0,0,3,28.27188070692072
10,0,0,9,0,0,4,0.0
10,0,0,9,0,0,5,0.0
10,19,0,16,0,0,0,0.0
10,19,0,16,0,0,1,7.87399999999997
10,19,0,16,0,0,2,0.0
10,19,0,16,0,0,3,0.0
10,19,0,16,0,0,4,0.0
10,19,0,16,0,0,5,0.0
10,0,0,9,0,1,0,0.0
10,0,0,9,0,1,1,0.0
10,0,0,9,0,1,2,0.0
10,0,0,9,0,1,3,9.68138267143989
10,0,0,9,0,1,4,0.0
10,0,0,9,0,1,5,0.0
10,1,0,9,0,1,0,0.0
10,1,0,9,0,1,1,7.869999999999968
10,1,0,9,0,1,2,0.0
10,1,0,9,0,1,3,0.0
10,1,0,9,0,1,4,0.0
10,1,0,9,0,1,5,0.0
10,2,0,9,0,1,0,7.075999999999919
10,2,0,9,0,1,1,9.061805778237968
10,2,0,9,0,1,2,7.867999999999967
10,2,0,9,0,1,3,0.0
10,2,0,9,0,1,4,141.34562275627252
10,2,0,9,0,1,5,2.8717014670309964
9,2,0,9,0,2,0,0.0
9,2,0,9,0,2,1,7.865999999999966
9,2,0,9,0,2,2,0.0
9,2,0,9,0,2,3,0.0
9,2,0,9,0,2,4,0.0
9,2,0,9,0,2,5,7.866999999999966
9,3,0,9,0,1,0,7.864999999999966
9,3,0,9,0,1,1,0.0
9,3,0,9,0,1,2,0.0
9,3,0,9,0,1,3,0.0
9,3,0,9,0,1,4,0.0
9,3,0,9,0,1,5,0.0
9,2,0,9,0,0,0,0.0
9,2,0,9,0,0,1,0.0
9,2,0,9,0,0,2,0.0
9,2,0,9,0,0,3,7.863999999999965
9,2,0,9,0,0,4,0.0
9,2,0,9,0,0,5,0.0
10,2,0,9,0,3,0,0.0
10,2,0,9,0,3,1,0.0
10,2,0,9,0,3,2,0.0
10,2,0,9,0,3,3,8.093966999999964
10,2,0,9,0,3,4,0.0
10,2,0,9,0,3,5,0.0
12,2,0,9,0,3,0,0.0
12,2,0,9,0,3,1,1.9639999999999997
12,2,0,9,0,3,2,10.133891583116519
12,2,0,9,0,3,3,0.0
12,2,0,9,0,3,4,0.0
12,2,0,9,0,3,5,2.6531389999999964
11,2,0,9,0,2,0,13.139752869795345
11,2,0,9,0,2,1,0.0
11,2,0,9,0,2,2,0.0
11,2,0,9,0,2,3,0.0
11,2,0,9,0,2,4,0.0
11,2,0,9,0,2,5,0.0
