pos_x,pos_y,map_bank,map_num,in_battle,direction,action,q_value
9,10,0,9,0,1,0,0.2098
9,10,0,9,0,1,1,0.0
9,10,0,9,0,1,2,0.0
9,10,0,9,0,1,3,0.0
9,10,0,9,0,1,4,0.0
9,10,0,9,0,1,5,0.0
9,9,0,9,0,0,0,0.2
9,9,0,9,0,0,1,0.0
9,9,0,9,0,0,2,0.2
9,9,0,9,0,0,3,0.0
9,9,0,9,0,0,4,0.1
9,9,0,9,0,0,5,0.0
8,9,0,9,0,2,0,0.30000000000000004
8,9,0,9,0,2,1,0.0
8,9,0,9,0,2,2,0.0
8,9,0,9,0,2,3,0.2
8,9,0,9,0,2,4,0.0
8,9,0,9,0,2,5,0.39980000000000004
9,9,0,9,0,3,0,0.0
9,9,0,9,0,3,1,0.0
9,9,0,9,0,3,2,0.23958020000000002
9,9,0,9,0,3,3,0.0
9,9,0,9,0,3,4,0.0
9,9,0,9,0,3,5,0.0
8,8,0,9,0,0,0,0.0
8,8,0,9,0,0,1,0.0
8,8,0,9,0,0,2,0.0
8,8,0,9,0,0,3,0.4
8,8,0,9,0,0,4,0.0
8,8,0,9,0,0,5,0.0
9,8,0,9,0,3,0,0.5
9,8,0,9,0,3,1,0.0
9,8,0,9,0,3,2,0.0
9,8,0,9,0,3,3,0.0
9,8,0,9,0,3,4,0.0
9,8,0,9,0,3,5,0.4
9,7,0,9,0,0,0,4.718800000000001
9,7,0,9,0,0,1,6.61793777320514
9,7,0,9,0,0,2,0.0
9,7,0,9,0,0,3,0.6000000000000001
9,7,0,9,0,0,4,0.5
9,7,0,9,0,0,5,0.0
10,7,0,9,0,3,0,2.66995971
10,7,0,9,0,3,1,0.0
10,7,0,9,0,3,2,0.0
10,7,0,9,0,3,3,0.0
10,7,0,9,0,3,4,0.0
10,7,0,9,0,3,5,0.0
10,6,0,9,0,0,0,2.0890999999999997
10,6,0,9,0,0,1,1.7133057899999997
10,6,0,9,0,0,2,2.7331570096472273
10,6,0,9,0,0,3,0.8
10,6,0,9,0,0,4,2.0792
10,6,0,9,0,0,5,0.0
11,6,0,9,0,3,0,1.0
11,6,0,9,0,3,1,0.0
11,6,0,9,0,3,2,0.8
11,6,0,9,0,3,3,4.9
11,6,0,9,0,3,4,0.0
11,6,0,9,0,3,5,4.899000000000001
10,6,0,9,0,2,0,0.9
10,6,0,9,0,2,1,0.0
10,6,0,9,0,2,2,0.0
10,6,0,9,0,2,3,0.0
