inputtedAction,x,y,mapBank,mapNum,isInBattle,isDone,executedStep,currentSteps,facingDirection,reward
PRINT_POSITION,9,10,0,9,False,False,NIL,0,DOWN,0
LEFT,8,10,0,9,False,False,LEFT,1,LEFT,0
PRINT_POSITION,8,10,0,9,False,False,NIL,1,LEFT,0.95
DOWN,8,11,0,9,False,False,DOWN,2,DOWN,0.95
PRINT_POSITION,8,11,0,9,False,False,NIL,2,DOWN,1.9
DOWN,8,12,0,9,False,False,DOWN,3,DOWN,1.9
PRINT_POSITION,8,12,0,9,False,False,NIL,3,DOWN,2.85
A,8,12,0,9,False,False,A,4,DOWN,2.85
PRINT_POSITION,8,12,0,9,False,False,NIL,4,DOWN,2.8000000000000003
A,8,12,0,9,False,False,A,5,DOWN,2.8000000000000003
PRINT_POSITION,8,12,0,9,False,False,NIL,5,DOWN,2.7500000000000004
A,8,12,0,9,False,False,A,6,DOWN,2.7500000000000004
PRINT_POSITION,8,12,0,9,False,False,NIL,6,DOWN,2.7000000000000006
A,8,12,0,9,False,False,A,7,DOWN,2.7000000000000006
PRINT_POSITION,8,12,0,9,False,False,NIL,7,DOWN,2.650000000000001
UP,8,11,0,9,False,False,UP,8,UP,2.650000000000001
PRINT_POSITION,8,11,0,9,False,False,NIL,8,UP,2.600000000000001
DOWN,8,12,0,9,False,False,DOWN,9,DOWN,2.600000000000001
PRINT_POSITION,8,12,0,9,False,False,NIL,9,DOWN,2.550000000000001
A,8,12,0,9,False,False,A,10,DOWN,2.550000000000001
PRINT_POSITION,8,12,0,9,False,False,NIL,10,DOWN,2.5000000000000013
A,8,12,0,9,False,False,A,11,DOWN,2.5000000000000013
PRINT_POSITION,8,12,0,9,False,False,NIL,11,DOWN,2.4500000000000015
A,8,12,0,9,False,False,A,12,DOWN,2.4500000000000015
PRINT_POSITION,8,12,0,9,False,False,NIL,12,DOWN,2.4000000000000017
A,8,12,0,9,False,False,A,13,DOWN,2.4000000000000017
PRINT_POSITION,8,12,0,9,False,False,NIL,13,DOWN,2.350000000000002
A,8,12,0,9,False,False,A,14,DOWN,2.350000000000002
PRINT_POSITION,8,12,0,9,False,False,NIL,14,DOWN,2.300000000000002
A,8,12,0,9,False,False,A,15,DOWN,2.300000000000002
PRINT_POSITION,8,12,0,9,False,False,NIL,15,DOWN,2.250000000000002
A,8,12,0,9,False,False,A,16,DOWN,2.250000000000002
PRINT_POSITION,8,12,0,9,False,False,NIL,16,DOWN,2.2000000000000024
A,8,12,0,9,False,False,A,17,DOWN,2.2000000000000024
PRINT_POSITION,8,12,0,9,False,False,NIL,17,DOWN,2.1500000000000026
A,8,12,0,9,False,False,A,18,DOWN,2.1500000000000026
PRINT_POSITION,8,12,0,9,False,False,NIL,18,DOWN,2.1000000000000028
A,8,12,0,9,False,False,A,19,DOWN,2.1000000000000028
PRINT_POSITION,8,12,0,9,False,False,NIL,19,DOWN,2.050000000000003
A,8,12,0,9,False,False,A,20,DOWN,2.050000000000003
PRINT_POSITION,8,12,0,9,False,False,NIL,20,DOWN,2.000000000000003
A,8,12,0,9,False,False,A,21,DOWN,2.000000000000003
PRINT_POSITION,8,12,0,9,False,False,NIL,21,DOWN,1.950000000000003
A,8,12,0,9,False,False,A,22,DOWN,1.950000000000003
PRINT_POSITION,8,12,0,9,False,False,NIL,22,DOWN,1.900000000000003
RIGHT,9,12,0,9,False,False,RIGHT,23,RIGHT,1.900000000000003
PRINT_POSITION,9,12,0,9,False,False,NIL,23,RIGHT,2.850000000000003
LEFT,8,12,0,9,False,False,LEFT,24,LEFT,2.850000000000003
PRINT_POSITION,8,12,0,9,False,False,NIL,24,LEFT,2.8000000000000034
A,8,12,0,9,False,False,A,25,LEFT,2.8000000000000034
PRINT_POSITION,8,12,0,9,False,False,NIL,25,LEFT,2.7500000000000036
A,8,12,0,9,False,False,A,26,LEFT,2.7500000000000036
PRINT_POSITION,8,12,0,9,False,False,NIL,26,LEFT,2.7000000000000037
A,8,12,0,9,False,False,A,27,LEFT,2.7000000000000037
PRINT_POSITION,8,12,0,9,False,False,NIL,27,LEFT,2.650000000000004
B,8,12,0,9,False,False,B,28,LEFT,2.650000000000004
PRINT_POSITION,8,12,0,9,False,False,NIL,28,LEFT,2.600000000000004
A,8,12,0,9,False,False,A,29,LEFT,2.600000000000004
PRINT_POSITION,8,12,0,9,False,False,NIL,29,LEFT,2.5500000000000043
DOWN,8,12,0,9,False,False,DOWN,30,DOWN,2.5500000000000043
PRINT_POSITION,8,12,0,9,False,False,NIL,30,DOWN,2.5000000000000044
A,8,12,0,9,False,False,A,31,DOWN,2.5000000000000044
PRINT_POSITION,8,12,0,9,False,False,NIL,31,DOWN,2.4500000000000046
A,8,12,0,9,False,False,A,32,DOWN,2.4500000000000046
PRINT_POSITION,8,12,0,9,False,False,NIL,32,DOWN,2.400000000000005
A,8,12,0,9,False,False,A,33,DOWN,2.400000000000005
PRINT_POSITION,8,12,0,9,False,False,NIL,33,DOWN,2.350000000000005
A,8,12,0,9,False,False,A,34,DOWN,2.350000000000005
PRINT_POSITION,8,12,0,9,False,False,NIL,34,DOWN,2.300000000000005
A,8,12,0,9,False,False,A,35,DOWN,2.300000000000005
PRINT_POSITION,8,12,0,9,False,False,NIL,35,DOWN,2.2500000000000053
A,8,12,0,9,False,False,A,36,DOWN,2.2500000000000053
PRINT_POSITION,8,12,0,9,False,False,NIL,36,DOWN,2.2000000000000055
A,8,12,0,9,False,False,A,37,DOWN,2.2000000000000055
PRINT_POSITION,8,12,0,9,False,False,NIL,37,DOWN,2.1500000000000057
A,8,12,0,9,False,False,A,38,DOWN,2.1500000000000057
PRINT_POSITION,8,12,0,9,False,False,NIL,38,DOWN,2.100000000000006
A,8,12,0,9,False,False,A,39,DOWN,2.100000000000006
PRINT_POSITION,8,12,0,9,False,False,NIL,39,DOWN,2.050000000000006
A,8,12,0,9,False,False,A,40,DOWN,2.050000000000006
PRINT_POSITION,8,12,0,9,False,False,NIL,40,DOWN,2.000000000000006
A,8,12,0,9,False,False,A,41,DOWN,2.000000000000006
PRINT_POSITION,8,12,0,9,False,False,NIL,41,DOWN,1.9500000000000062
A,8,12,0,9,False,False,A,42,DOWN,1.9500000000000062
PRINT_POSITION,8,12,0,9,False,False,NIL,42,DOWN,1.9000000000000061
A,8,12,0,9,False,False,A,43,DOWN,1.9000000000000061
PRINT_POSITION,8,12,0,9,False,False,NIL,43,DOWN,1.850000000000006
A,8,12,0,9,False,False,A,44,DOWN,1.850000000000006
PRINT_POSITION,8,12,0,9,False,False,NIL,44,DOWN,1.800000000000006
A,8,12,0,9,False,False,A,45,DOWN,1.800000000000006
PRINT_POSITION,8,12,0,9,False,False,NIL,45,DOWN,1.750000000000006
A,8,12,0,9,False,False,A,46,DOWN,1.750000000000006
PRINT_POSITION,8,12,0,9,False,False,NIL,46,DOWN,1.700000000000006
A,8,12,0,9,False,False,A,47,DOWN,1.700000000000006
PRINT_POSITION,8,12,0,9,False,False,NIL,47,DOWN,1.650000000000006
A,8,12,0,9,False,False,A,48,DOWN,1.650000000000006
PRINT_POSITION,8,12,0,9,False,False,NIL,48,DOWN,1.6000000000000059
A,8,12,0,9,False,False,A,49,DOWN,1.6000000000000059
PRINT_POSITION,8,12,0,9,False,False,NIL,49,DOWN,1.5500000000000058
A,8,12,0,9,False,False,A,50,DOWN,1.5500000000000058
PRINT_POSITION,8,12,0,9,False,False,NIL,50,DOWN,1.5000000000000058
A,8,12,0,9,False,False,A,51,DOWN,1.5000000000000058
PRINT_POSITION,8,12,0,9,False,False,NIL,51,DOWN,1.4500000000000057
UP,8,11,0,9,False,False,UP,52,UP,1.4500000000000057
PRINT_POSITION,8,11,0,9,False,False,NIL,52,UP,1.4000000000000057
DOWN,8,12,0,9,False,False,DOWN,53,DOWN,1.4000000000000057
PRINT_POSITION,8,12,0,9,False,False,NIL,53,DOWN,1.3500000000000056
A,8,12,0,9,False,False,A,54,DOWN,1.3500000000000056
PRINT_POSITION,8,12,0,9,False,False,NIL,54,DOWN,1.3000000000000056
A,8,12,0,9,False,False,A,55,DOWN,1.3000000000000056
PRINT_POSITION,8,12,0,9,False,False,NIL,55,DOWN,1.2500000000000056
RIGHT,9,12,0,9,False,False,RIGHT,56,RIGHT,1.2500000000000056
PRINT_POSITION,9,12,0,9,False,False,NIL,56,RIGHT,1.2000000000000055
LEFT,8,12,0,9,False,False,LEFT,57,LEFT,1.2000000000000055
PRINT_POSITION,8,12,0,9,False,False,NIL,57,LEFT,1.1500000000000055
A,8,12,0,9,False,False,A,58,LEFT,1.1500000000000055
PRINT_POSITION,8,12,0,9,False,False,NIL,58,LEFT,1.1000000000000054
A,8,12,0,9,False,False,A,59,LEFT,1.1000000000000054
PRINT_POSITION,8,12,0,9,False,False,NIL,59,LEFT,1.0500000000000054
RIGHT,9,12,0,9,False,False,RIGHT,60,RIGHT,1.0500000000000054
PRINT_POSITION,9,12,0,9,False,False,NIL,60,RIGHT,1.0000000000000053
LEFT,8,12,0,9,False,False,LEFT,61,LEFT,1.0000000000000053
PRINT_POSITION,8,12,0,9,False,False,NIL,61,LEFT,0.9500000000000053
A,8,12,0,9,False,False,A,62,LEFT,0.9500000000000053
PRINT_POSITION,8,12,0,9,False,False,NIL,62,LEFT,0.9000000000000052
A,8,12,0,9,False,False,A,63,LEFT,0.9000000000000052
PRINT_POSITION,8,12,0,9,False,False,NIL,63,LEFT,0.8500000000000052
A,8,12,0,9,False,False,A,64,LEFT,0.8500000000000052
PRINT_POSITION,8,12,0,9,False,False,NIL,64,LEFT,0.8000000000000052
A,8,12,0,9,False,False,A,65,LEFT,0.8000000000000052
PRINT_POSITION,8,12,0,9,False,False,NIL,65,LEFT,0.7500000000000051
A,8,12,0,9,False,False,A,66,LEFT,0.7500000000000051
PRINT_POSITION,8,12,0,9,False,False,NIL,66,LEFT,0.7000000000000051
A,8,12,0,9,False,False,A,67,LEFT,0.7000000000000051
PRINT_POSITION,8,12,0,9,False,False,NIL,67,LEFT,0.650000000000005
A,8,12,0,9,False,False,A,68,LEFT,0.650000000000005
PRINT_POSITION,8,12,0,9,False,False,NIL,68,LEFT,0.600000000000005
A,8,12,0,9,False,False,A,69,LEFT,0.600000000000005
PRINT_POSITION,8,12,0,9,False,False,NIL,69,LEFT,0.5500000000000049
A,8,12,0,9,False,False,A,70,LEFT,0.5500000000000049
PRINT_POSITION,8,12,0,9,False,False,NIL,70,LEFT,0.5000000000000049
A,8,12,0,9,False,False,A,71,LEFT,0.5000000000000049
PRINT_POSITION,8,12,0,9,False,False,NIL,71,LEFT,0.4500000000000049
A,8,12,0,9,False,False,A,72,LEFT,0.4500000000000049
PRINT_POSITION,8,12,0,9,False,False,NIL,72,LEFT,0.4000000000000049
A,8,12,0,9,False,False,A,73,LEFT,0.4000000000000049
PRINT_POSITION,8,12,0,9,False,False,NIL,73,LEFT,0.3500000000000049
A,8,12,0,9,False,False,A,74,LEFT,0.3500000000000049
PRINT_POSITION,8,12,0,9,False,False,NIL,74,LEFT,0.30000000000000493
A,8,12,0,9,False,False,A,75,LEFT,0.30000000000000493
PRINT_POSITION,8,12,0,9,False,False,NIL,75,LEFT,0.25000000000000494
A,8,12,0,9,False,False,A,76,LEFT,0.25000000000000494
PRINT_POSITION,8,12,0,9,False,False,NIL,76,LEFT,0.20000000000000495
A,8,12,0,9,False,False,A,77,LEFT,0.20000000000000495
PRINT_POSITION,8,12,0,9,False,False,NIL,77,LEFT,0.15000000000000496
A,8,12,0,9,False,False,A,78,LEFT,0.15000000000000496
PRINT_POSITION,8,12,0,9,False,False,NIL,78,LEFT,0.10000000000000496
A,8,12,0,9,False,False,A,79,LEFT,0.10000000000000496
PRINT_POSITION,8,12,0,9,False,False,NIL,79,LEFT,0.05000000000000496
UP,8,11,0,9,False,False,UP,80,UP,0.05000000000000496
PRINT_POSITION,8,11,0,9,False,False,NIL,80,UP,4.954370247389761e-15
DOWN,8,12,0,9,False,False,DOWN,81,DOWN,4.954370247389761e-15
PRINT_POSITION,8,12,0,9,False,False,NIL,81,DOWN,-0.04999999999999505
A,8,12,0,9,False,False,A,82,DOWN,-0.04999999999999505
PRINT_POSITION,8,12,0,9,False,False,NIL,82,DOWN,-0.09999999999999505
A,8,12,0,9,False,False,A,83,DOWN,-0.09999999999999505
PRINT_POSITION,8,12,0,9,False,False,NIL,83,DOWN,-0.14999999999999505
A,8,12,0,9,False,False,A,84,DOWN,-0.14999999999999505
PRINT_POSITION,8,12,0,9,False,False,NIL,84,DOWN,-0.19999999999999507
A,8,12,0,9,False,False,A,85,DOWN,-0.19999999999999507
PRINT_POSITION,8,12,0,9,False,False,NIL,85,DOWN,-0.24999999999999506
A,8,12,0,9,False,False,A,86,DOWN,-0.24999999999999506
PRINT_POSITION,8,12,0,9,False,False,NIL,86,DOWN,-0.29999999999999505
A,8,12,0,9,False,False,A,87,DOWN,-0.29999999999999505
PRINT_POSITION,8,12,0,9,False,False,NIL,87,DOWN,-0.34999999999999504
A,8,12,0,9,False,False,A,88,DOWN,-0.34999999999999504
PRINT_POSITION,8,12,0,9,False,False,NIL,88,DOWN,-0.399999999999995
A,8,12,0,9,False,False,A,89,DOWN,-0.399999999999995
PRINT_POSITION,8,12,0,9,False,False,NIL,89,DOWN,-0.449999999999995
A,8,12,0,9,False,False,A,90,DOWN,-0.449999999999995
PRINT_POSITION,8,12,0,9,False,False,NIL,90,DOWN,-0.499999999999995
A,8,12,0,9,False,False,A,91,DOWN,-0.499999999999995
PRINT_POSITION,8,12,0,9,False,False,NIL,91,DOWN,-0.549999999999995
A,8,12,0,9,False,False,A,92,DOWN,-0.549999999999995
PRINT_POSITION,8,12,0,9,False,False,NIL,92,DOWN,-0.5999999999999951
A,8,12,0,9,False,False,A,93,DOWN,-0.5999999999999951
PRINT_POSITION,8,12,0,9,False,False,NIL,93,DOWN,-0.6499999999999951
A,8,12,0,9,False,False,A,94,DOWN,-0.6499999999999951
PRINT_POSITION,8,12,0,9,False,False,NIL,94,DOWN,-0.6999999999999952
UP,8,11,0,9,False,False,UP,95,UP,-0.6999999999999952
PRINT_POSITION,8,11,0,9,False,False,NIL,95,UP,-0.7499999999999952
DOWN,8,12,0,9,False,False,DOWN,96,DOWN,-0.7499999999999952
