inputtedAction,x,y,mapBank,mapNum,isInBattle,isDone,executedStep,currentSteps,reward
UP,10,8,0,9,True,False,UP,1,0.9
UP,10,7,0,9,True,False,UP,2,1.7999999999999998
UP,10,6,0,9,True,False,UP,3,2.6999999999999997
UP,10,5,0,9,True,False,UP,4,3.5999999999999996
UP,10,4,0,9,True,False,UP,5,4.5
UP,10,3,0,9,True,False,UP,6,5.4
UP,10,2,0,9,True,False,UP,7,6.300000000000001
UP,10,1,0,9,True,False,UP,8,7.200000000000001
UP,10,0,0,9,True,False,UP,9,8.100000000000001
UP,10,19,0,16,True,False,UP,10,59.0
START,10,19,0,16,True,False,START,11,58.9
UP,10,19,0,16,True,False,UP,12,58.8
UP,10,19,0,16,True,False,UP,13,58.699999999999996
A,10,19,0,16,True,False,A,14,58.599999999999994
DOWN,10,19,0,16,True,False,DOWN,15,58.49999999999999
A,10,19,0,16,True,False,A,16,58.39999999999999
DOWN,10,19,0,16,False,False,DOWN,17,58.29999999999999
B,10,19,0,16,False,False,B,18,58.19999999999999
UP,10,18,0,16,False,False,UP,19,59.09999999999999
UP,10,17,0,16,False,False,UP,20,59.999999999999986
LEFT,9,17,0,16,False,False,LEFT,21,60.899999999999984
LEFT,8,17,0,16,False,False,LEFT,22,61.79999999999998
LEFT,7,17,0,16,False,False,LEFT,23,62.69999999999998
LEFT,6,17,0,16,False,False,LEFT,24,63.59999999999998
LEFT,5,17,0,16,False,False,LEFT,25,64.49999999999999
UP,5,16,0,16,False,False,UP,26,65.39999999999999
LEFT,4,16,0,16,False,False,LEFT,27,66.3
LEFT,3,16,0,16,False,False,LEFT,28,67.2
UP,3,15,0,16,False,False,UP,29,68.10000000000001
RIGHT,4,15,0,16,False,False,RIGHT,30,69.00000000000001
RIGHT,5,15,0,16,False,False,RIGHT,31,69.90000000000002
A,5,15,0,16,True,False,A,32,69.80000000000003
A,5,15,0,16,True,False,A,33,69.70000000000003
A,5,15,0,16,True,False,A,34,69.60000000000004
DOWN,5,15,0,16,True,False,DOWN,35,69.50000000000004
RIGHT,5,15,0,16,True,False,RIGHT,36,69.40000000000005
A,5,15,0,16,True,False,A,37,69.30000000000005
A,5,15,0,16,True,False,A,38,69.20000000000006
RIGHT,6,15,0,16,True,False,RIGHT,39,70.10000000000007
DOWN,6,16,0,16,True,False,DOWN,40,71.00000000000007
RIGHT,7,16,0,16,True,False,RIGHT,41,71.90000000000008
