inputtedAction,x,y,mapBank,mapNum,isInBattle,isDone,executedStep,currentSteps,reward
START,7,13,0,16,False,False,START,65,50.9
DOWN,7,13,0,16,False,False,DOWN,66,50.8
UP,7,13,0,16,False,False,UP,67,50.699999999999996
UP,7,13,0,16,False,False,UP,68,50.599999999999994
UP,7,13,0,16,False,False,UP,69,50.49999999999999
A,7,13,0,16,False,False,A,70,50.39999999999999
UP,7,13,0,16,False,False,UP,71,50.29999999999999
RIGHT,7,13,0,16,False,False,RIGHT,72,50.19999999999999
RIGHT,7,13,0,16,False,False,RIGHT,73,50.09999999999999
RIGHT,7,13,0,16,False,False,RIGHT,74,49.999999999999986
START,7,13,0,16,False,False,START,75,49.899999999999984
A,7,13,0,16,False,False,A,76,49.79999999999998
UP,7,13,0,16,False,False,UP,77,49.69999999999998
A,7,13,0,16,False,False,A,78,49.59999999999998
A,7,13,0,16,False,False,A,79,49.49999999999998
A,7,13,0,16,False,False,A,80,49.39999999999998
B,7,13,0,16,False,False,B,81,49.299999999999976
B,7,13,0,16,False,False,B,82,49.199999999999974
B,7,13,0,16,False,False,B,83,49.09999999999997
B,7,13,0,16,False,False,B,84,48.99999999999997
B,7,13,0,16,False,False,B,85,48.89999999999997
RIGHT,1,15,0,16,True,False,RIGHT,86,49.79999999999997
LEFT,1,15,0,16,True,False,LEFT,87,49.69999999999997
RIGHT,1,15,0,16,True,False,RIGHT,88,49.599999999999966
A,1,15,0,16,True,False,A,89,49.499999999999964
DOWN,1,15,0,16,True,False,DOWN,90,49.39999999999996
RIGHT,1,15,0,16,True,False,RIGHT,91,49.29999999999996
A,1,15,0,16,True,False,A,92,49.19999999999996
A,1,15,0,16,True,False,A,93,49.09999999999996
A,1,15,0,16,False,False,A,94,48.99999999999996
LEFT,0,15,0,16,False,False,LEFT,95,49.899999999999956
RIGHT,1,15,0,16,False,False,RIGHT,96,49.799999999999955
RIGHT,2,15,0,16,False,False,RIGHT,97,50.69999999999995
RIGHT,3,15,0,16,False,False,RIGHT,98,51.59999999999995
RIGHT,4,15,0,16,False,False,RIGHT,99,52.49999999999995
RIGHT,5,15,0,16,False,False,RIGHT,100,53.39999999999995
DOWN,5,16,0,16,False,False,DOWN,101,54.29999999999995
LEFT,5,16,0,16,False,False,LEFT,102,54.199999999999946
LEFT,5,16,0,16,False,False,LEFT,103,54.099999999999945
A,5,16,0,16,True,False,A,104,53.99999999999994
A,5,16,0,16,True,False,A,105,53.89999999999994
A,5,16,0,16,True,False,A,106,53.79999999999994
A,5,16,0,16,True,False,A,107,53.69999999999994
A,5,16,0,16,True,False,A,108,53.59999999999994
A,5,16,0,16,True,False,A,109,53.499999999999936
A,5,16,0,16,True,False,A,110,53.399999999999935
START,5,16,0,16,True,False,START,111,53.29999999999993
A,5,16,0,16,True,False,A,112,53.19999999999993
RIGHT,5,16,0,16,True,False,RIGHT,113,53.09999999999993
DOWN,5,16,0,16,True,False,DOWN,114,52.99999999999993
A,5,16,0,16,True,False,A,115,52.89999999999993
A,5,16,0,16,True,False,A,116,52.799999999999926
