inputtedAction,x,y,mapBank,mapNum,isInBattle,isDone,executedStep,currentSteps,reward
PRINT_POSITION,10,9,0,9,False,False,NIL,0,0
UP,10,8,0,9,False,False,UP,1,0.9
UP,10,7,0,9,False,False,UP,2,1.7999999999999998
UP,10,6,0,9,False,False,UP,3,2.6999999999999997
UP,10,5,0,9,False,False,UP,4,3.5999999999999996
UP,10,4,0,9,False,False,UP,5,4.5
UP,10,3,0,9,False,False,UP,6,5.4
UP,10,2,0,9,False,False,UP,7,6.300000000000001
UP,10,1,0,9,False,False,UP,8,7.200000000000001
UP,10,0,0,9,False,False,UP,9,8.100000000000001
UP,10,19,0,16,False,False,UP,10,59.0
UP,10,18,0,16,False,False,UP,11,59.9
UP,10,17,0,16,False,False,UP,12,60.8
LEFT,9,17,0,16,False,False,LEFT,13,61.699999999999996
LEFT,8,17,0,16,False,False,LEFT,14,62.599999999999994
LEFT,7,17,0,16,False,False,LEFT,15,63.49999999999999
LEFT,6,17,0,16,False,False,LEFT,16,64.4
LEFT,5,17,0,16,False,False,LEFT,17,65.30000000000001
LEFT,4,17,0,16,False,False,LEFT,18,66.20000000000002
UP,4,16,0,16,False,False,UP,19,67.10000000000002
UP,4,15,0,16,False,False,UP,20,68.00000000000003
UP,4,15,0,16,False,False,UP,21,67.90000000000003
UP,4,15,0,16,False,False,UP,22,67.80000000000004
UP,4,15,0,16,True,False,UP,23,67.70000000000005
UP,4,15,0,16,True,False,UP,24,67.60000000000005
UP,4,15,0,16,True,False,UP,25,67.50000000000006
UP,4,15,0,16,True,False,UP,26,67.40000000000006
A,4,15,0,16,True,False,A,27,67.30000000000007
