inputtedAction,x,y,mapBank,mapNum,isInBattle,isDone,executedStep,currentSteps,reward
LEFT,9,17,0,16,True,False,LEFT,1,50.9
LEFT,8,17,0,16,True,False,LEFT,2,51.8
LEFT,7,17,0,16,True,False,LEFT,3,52.699999999999996
LEFT,6,17,0,16,True,False,LEFT,4,53.599999999999994
LEFT,5,17,0,16,True,False,LEFT,5,54.49999999999999
LEFT,4,17,0,16,True,False,LEFT,6,55.39999999999999
LEFT,3,17,0,16,True,False,LEFT,7,56.29999999999999
UP,3,16,0,16,True,False,UP,8,57.19999999999999
UP,3,15,0,16,True,False,UP,9,58.09999999999999
RIGHT,4,15,0,16,True,False,RIGHT,10,58.999999999999986
DOWN,4,16,0,16,True,False,DOWN,11,59.899999999999984
RIGHT,4,16,0,16,True,False,RIGHT,12,59.79999999999998
RIGHT,4,16,0,16,True,False,RIGHT,13,59.69999999999998
RIGHT,4,16,0,16,True,False,RIGHT,14,59.59999999999998
RIGHT,4,16,0,16,True,False,RIGHT,15,59.49999999999998
A,4,16,0,16,True,False,A,16,59.39999999999998
A,4,16,0,16,True,False,A,17,59.299999999999976
A,4,16,0,16,True,False,A,18,59.199999999999974
A,4,16,0,16,True,False,A,19,59.09999999999997
B,4,16,0,16,True,False,B,20,58.99999999999997
DOWN,4,16,0,16,True,False,DOWN,21,58.89999999999997
RIGHT,4,16,0,16,True,False,RIGHT,22,58.79999999999997
A,4,16,0,16,True,False,A,23,58.69999999999997
A,4,16,0,16,True,False,A,24,58.599999999999966
A,4,16,0,16,True,False,A,25,58.499999999999964
RIGHT,5,16,0,16,True,False,RIGHT,26,59.39999999999996
RIGHT,6,16,0,16,True,False,RIGHT,27,60.29999999999996
