inputtedAction,x,y,mapBank,mapNum,isInBattle,isDone,executedStep,currentSteps,reward
UP,10,8,0,9,False,False,UP,1,0.9
UP,10,7,0,9,False,False,UP,2,1.7999999999999998
UP,10,6,0,9,False,False,UP,3,2.6999999999999997
UP,10,5,0,9,False,False,UP,4,3.5999999999999996
UP,10,4,0,9,False,False,UP,5,4.5
UP,10,3,0,9,False,False,UP,6,5.4
UP,10,2,0,9,False,False,UP,7,6.300000000000001
UP,10,1,0,9,False,False,UP,8,7.200000000000001
UP,10,0,0,9,False,False,UP,9,8.100000000000001
PRINT_POSITION,10,0,0,9,False,False,NIL,9,8.100000000000001
PRINT_POSITION,10,0,0,9,False,False,NIL,9,8.100000000000001
PRINT_POSITION,10,0,0,9,False,False,NIL,9,8.100000000000001
UP,10,19,0,16,False,False,UP,10,59.0
UP,10,18,0,16,False,False,UP,11,59.9
UP,10,17,0,16,False,False,UP,12,60.8
UP,10,16,0,16,False,False,UP,13,61.699999999999996
LEFT,9,16,0,16,False,False,LEFT,14,62.599999999999994
LEFT,8,16,0,16,False,False,LEFT,15,63.49999999999999
UP,8,15,0,16,False,False,UP,16,64.4
LEFT,7,15,0,16,False,False,LEFT,17,65.30000000000001
UP,7,14,0,16,False,False,UP,18,66.20000000000002
UP,7,13,0,16,False,False,UP,19,67.10000000000002
UP,7,12,0,16,False,False,UP,20,68.00000000000003
RIGHT,8,12,0,16,False,False,RIGHT,21,68.90000000000003
RIGHT,9,12,0,16,False,False,RIGHT,22,69.80000000000004
RIGHT,10,12,0,16,False,False,RIGHT,23,70.70000000000005
RIGHT,11,12,0,16,False,False,RIGHT,24,71.60000000000005
RIGHT,12,12,0,16,False,False,RIGHT,25,72.50000000000006
RIGHT,13,12,0,16,False,False,RIGHT,26,73.40000000000006
RIGHT,14,12,0,16,False,False,RIGHT,27,74.30000000000007
RIGHT,15,12,0,16,False,False,RIGHT,28,75.20000000000007
RIGHT,16,12,0,16,False,False,RIGHT,29,76.10000000000008
LEFT,15,12,0,16,False,False,LEFT,30,76.00000000000009
LEFT,14,12,0,16,False,False,LEFT,31,75.90000000000009
LEFT,13,12,0,16,False,False,LEFT,32,75.8000000000001
LEFT,12,12,0,16,False,False,LEFT,33,75.7000000000001
UP,12,11,0,16,False,False,UP,34,76.60000000000011
RIGHT,13,11,0,16,False,False,RIGHT,35,77.50000000000011
RIGHT,14,11,0,16,False,False,RIGHT,36,78.40000000000012
RIGHT,15,11,0,16,False,False,RIGHT,37,79.30000000000013
DOWN,15,12,0,16,False,False,DOWN,38,79.20000000000013
LEFT,14,12,0,16,False,False,LEFT,39,79.10000000000014
LEFT,13,12,0,16,False,False,LEFT,40,79.00000000000014
LEFT,12,12,0,16,False,False,LEFT,41,78.90000000000015
UP,12,12,0,16,False,False,UP,42,78.80000000000015
LEFT,12,12,0,16,False,False,LEFT,43,78.70000000000016
LEFT,12,12,0,16,False,False,LEFT,44,78.60000000000016
LEFT,12,12,0,16,False,False,LEFT,45,78.50000000000017
PRINT_POSITION,12,12,0,16,False,False,NIL,45,78.50000000000017
LEFT,12,12,0,16,False,False,LEFT,46,78.40000000000018
LEFT,12,12,0,16,False,False,LEFT,47,78.30000000000018
UP,12,12,0,16,False,False,UP,48,78.20000000000019
