inputtedAction,x,y,mapBank,mapNum,isInBattle,isDone,executedStep,currentSteps,reward
UP,10,8,0,9,False,False,UP,1,0.9
UP,10,7,0,9,False,False,UP,2,1.7999999999999998
UP,10,6,0,9,False,False,UP,3,2.6999999999999997
UP,10,5,0,9,False,False,UP,4,3.5999999999999996
UP,10,4,0,9,False,False,UP,5,4.5
UP,10,3,0,9,False,False,UP,6,5.4
UP,10,2,0,9,False,False,UP,7,6.300000000000001
UP,10,1,0,9,False,False,UP,8,7.200000000000001
UP,10,0,0,9,False,False,UP,9,8.100000000000001
UP,10,19,0,16,False,False,UP,10,59.0
UP,10,18,0,16,False,False,UP,11,59.9
UP,10,17,0,16,False,False,UP,12,60.8
LEFT,9,17,0,16,False,False,LEFT,13,61.699999999999996
LEFT,8,17,0,16,False,False,LEFT,14,62.599999999999994
LEFT,7,17,0,16,False,False,LEFT,15,63.49999999999999
LEFT,6,17,0,16,False,False,LEFT,16,64.4
LEFT,5,17,0,16,False,False,LEFT,17,65.30000000000001
LEFT,4,17,0,16,False,False,LEFT,18,66.20000000000002
UP,4,16,0,16,False,False,UP,19,67.10000000000002
UP,4,16,0,16,False,False,UP,20,67.00000000000003
UP,4,16,0,16,False,False,UP,21,66.90000000000003
UP,4,16,0,16,False,False,UP,22,66.80000000000004
UP,4,16,0,16,False,False,UP,23,66.70000000000005
UP,4,16,0,16,False,False,UP,24,66.60000000000005
UP,4,16,0,16,False,False,UP,25,66.50000000000006
A,4,16,0,16,False,False,A,26,66.40000000000006
A,4,16,0,16,False,False,A,27,66.30000000000007
A,4,16,0,16,False,False,A,28,66.20000000000007
A,4,16,0,16,False,False,A,29,66.10000000000008
A,4,16,0,16,False,False,A,30,66.00000000000009
