inputtedAction,x,y,mapBank,mapNum,isInBattle,isDone,executedStep,currentSteps,reward
A,4,16,0,16,False,False,A,1,50.9
A,4,16,0,16,False,False,A,2,50.8
A,4,16,0,16,False,False,A,3,50.699999999999996
A,4,16,0,16,False,False,A,4,50.599999999999994
B,4,16,0,16,False,False,B,5,50.49999999999999
START,4,16,0,16,False,False,START,6,50.39999999999999
DOWN,4,16,0,16,False,False,DOWN,7,50.29999999999999
RIGHT,4,16,0,16,False,False,RIGHT,8,50.19999999999999
A,4,16,0,16,False,False,A,9,50.09999999999999
A,4,16,0,16,False,False,A,10,49.999999999999986
A,4,16,0,16,False,False,A,11,49.899999999999984
RIGHT,5,16,0,16,False,False,RIGHT,12,50.79999999999998
RIGHT,6,16,0,16,False,False,RIGHT,13,51.69999999999998
