inputtedAction,x,y,mapBank,mapNum,isInBattle,isDone,executedStep,currentSteps,reward
UP,10,8,0,9,False,False,UP,1,0.9
UP,10,7,0,9,False,False,UP,2,1.7999999999999998
UP,10,6,0,9,False,False,UP,3,2.6999999999999997
UP,10,5,0,9,False,False,UP,4,3.5999999999999996
UP,10,4,0,9,False,False,UP,5,4.5
UP,10,3,0,9,False,False,UP,6,5.4
UP,10,2,0,9,False,False,UP,7,6.300000000000001
UP,10,1,0,9,False,False,UP,8,7.200000000000001
UP,10,0,0,9,False,False,UP,9,8.100000000000001
UP,10,19,0,16,False,False,UP,10,59.0
UP,10,18,0,16,False,False,UP,11,59.9
UP,10,17,0,16,False,False,UP,12,60.8
LEFT,9,17,0,16,False,False,LEFT,13,61.699999999999996
LEFT,8,17,0,16,False,False,LEFT,14,62.599999999999994
LEFT,7,17,0,16,False,False,LEFT,15,63.49999999999999
LEFT,6,17,0,16,False,False,LEFT,16,64.4
LEFT,5,17,0,16,False,False,LEFT,17,65.30000000000001
LEFT,4,17,0,16,False,False,LEFT,18,66.20000000000002
LEFT,3,17,0,16,False,False,LEFT,19,67.10000000000002
LEFT,2,17,0,16,False,False,LEFT,20,68.00000000000003
UP,2,16,0,16,False,False,UP,21,68.90000000000003
UP,2,15,0,16,False,False,UP,22,69.80000000000004
RIGHT,3,15,0,16,False,False,RIGHT,23,70.70000000000005
RIGHT,4,15,0,16,False,False,RIGHT,24,71.60000000000005
LEFT,4,15,0,16,False,False,LEFT,25,71.50000000000006
LEFT,4,15,0,16,False,False,LEFT,26,71.40000000000006
LEFT,4,15,0,16,False,False,LEFT,27,71.30000000000007
LEFT,4,15,0,16,False,False,LEFT,28,71.20000000000007
LEFT,4,15,0,16,False,False,LEFT,29,71.10000000000008
A,4,15,0,16,False,False,A,30,71.00000000000009
A,4,15,0,16,False,False,A,31,70.90000000000009
A,4,15,0,16,False,False,A,32,70.8000000000001
A,4,15,0,16,False,False,A,33,70.7000000000001
A,4,15,0,16,False,False,A,34,70.60000000000011
A,4,15,0,16,False,False,A,35,70.50000000000011
A,4,15,0,16,False,False,A,36,70.40000000000012
B,4,15,0,16,False,False,B,37,70.30000000000013
RIGHT,4,15,0,16,False,False,RIGHT,38,70.20000000000013
A,4,15,0,16,False,False,A,39,70.10000000000014
A,4,15,0,16,False,False,A,40,70.00000000000014
A,4,15,0,16,False,False,A,41,69.90000000000015
RIGHT,5,15,0,16,False,False,RIGHT,42,70.80000000000015
RIGHT,6,15,0,16,False,False,RIGHT,43,71.70000000000016
LEFT,5,15,0,16,False,False,LEFT,44,71.60000000000016
LEFT,4,15,0,16,False,False,LEFT,45,71.50000000000017
LEFT,3,15,0,16,False,False,LEFT,46,71.40000000000018
RIGHT,3,15,0,16,False,False,RIGHT,47,71.30000000000018
RIGHT,3,15,0,16,False,False,RIGHT,48,71.20000000000019
A,3,15,0,16,False,False,A,49,71.1000000000002
A,3,15,0,16,False,False,A,50,71.0000000000002
A,3,15,0,16,False,False,A,51,70.9000000000002
DOWN,3,15,0,16,False,False,DOWN,52,70.80000000000021
RIGHT,3,15,0,16,False,False,RIGHT,53,70.70000000000022
A,3,15,0,16,False,False,A,54,70.60000000000022
A,3,15,0,16,False,False,A,55,70.50000000000023
A,3,15,0,16,True,False,A,56,70.40000000000023
START,3,15,0,16,True,False,START,57,70.30000000000024
RIGHT,4,15,0,16,True,False,RIGHT,58,70.20000000000024
LEFT,3,15,0,16,True,False,LEFT,59,70.10000000000025
LEFT,2,15,0,16,True,False,LEFT,60,70.00000000000026
RIGHT,3,15,0,16,True,False,RIGHT,61,69.90000000000026
RIGHT,3,15,0,16,True,False,RIGHT,62,69.80000000000027
RIGHT,3,15,0,16,False,False,RIGHT,63,69.70000000000027
RIGHT,3,15,0,16,False,False,RIGHT,64,69.60000000000028
START,3,15,0,16,False,False,START,65,69.50000000000028
A,3,15,0,16,False,False,A,66,69.40000000000029
RIGHT,3,15,0,16,False,False,RIGHT,67,69.3000000000003
DOWN,3,15,0,16,False,False,DOWN,68,69.2000000000003
A,3,15,0,16,False,False,A,69,69.1000000000003
START,3,15,0,16,False,False,START,70,69.00000000000031
A,3,15,0,16,False,False,A,71,68.90000000000032
RIGHT,4,15,0,16,True,False,RIGHT,72,68.80000000000032
START,4,15,0,16,True,False,START,73,68.70000000000033
UP,4,15,0,16,True,False,UP,74,68.60000000000034
UP,4,15,0,16,True,False,UP,75,68.50000000000034
A,4,15,0,16,True,False,A,76,68.40000000000035
DOWN,4,15,0,16,True,False,DOWN,77,68.30000000000035
RIGHT,4,15,0,16,True,False,RIGHT,78,68.20000000000036
LEFT,4,15,0,16,True,False,LEFT,79,68.10000000000036
LEFT,4,15,0,16,True,False,LEFT,80,68.00000000000037
START,4,15,0,16,True,False,START,81,67.90000000000038
A,4,15,0,16,True,False,A,82,67.80000000000038
DOWN,4,15,0,16,False,False,DOWN,83,67.70000000000039
DOWN,4,15,0,16,False,False,DOWN,84,67.60000000000039
UP,4,15,0,16,False,False,UP,85,67.5000000000004
UP,4,15,0,16,False,False,UP,86,67.4000000000004
UP,4,15,0,16,False,False,UP,87,67.30000000000041
DOWN,4,15,0,16,False,False,DOWN,88,67.20000000000041
DOWN,4,15,0,16,False,False,DOWN,89,67.10000000000042
DOWN,4,15,0,16,False,False,DOWN,90,67.00000000000043
