inputtedAction,x,y,mapBank,mapNum,isInBattle,isDone,executedStep,currentSteps,reward
UP,10,8,0,9,False,False,UP,1,0.9
UP,10,7,0,9,False,False,UP,2,1.7999999999999998
UP,10,6,0,9,False,False,UP,3,2.6999999999999997
UP,10,5,0,9,False,False,UP,4,3.5999999999999996
UP,10,4,0,9,False,False,UP,5,4.5
UP,10,3,0,9,False,False,UP,6,5.4
UP,10,2,0,9,False,False,UP,7,6.300000000000001
UP,10,1,0,9,False,False,UP,8,7.200000000000001
LEFT,6,16,0,16,False,False,LEFT,9,58.1
LEFT,5,16,0,16,False,False,LEFT,10,59.0
LEFT,4,16,0,16,False,False,LEFT,11,59.9
LEFT,3,16,0,16,False,False,LEFT,12,60.8
UP,3,15,0,16,False,False,UP,13,61.699999999999996
RIGHT,4,15,0,16,False,False,RIGHT,14,62.599999999999994
RIGHT,4,15,0,16,False,False,RIGHT,15,62.49999999999999
RIGHT,4,15,0,16,False,False,RIGHT,16,62.39999999999999
RIGHT,4,15,0,16,False,False,RIGHT,17,62.29999999999999
DOWN,4,15,0,16,False,False,DOWN,18,62.19999999999999
DOWN,4,15,0,16,False,False,DOWN,19,62.09999999999999
DOWN,4,15,0,16,False,False,DOWN,20,61.999999999999986
A,4,15,0,16,False,False,A,21,61.899999999999984
A,4,15,0,16,False,False,A,22,61.79999999999998
A,4,15,0,16,False,False,A,23,61.69999999999998
A,4,15,0,16,False,False,A,24,61.59999999999998
