inputtedAction,x,y,mapBank,mapNum,isInBattle,isDone,executedStep,currentSteps,reward
RIGHT,11,9,0,9,False,False,RIGHT,3,-0.01
DOWN,11,10,0,9,False,False,DOWN,4,0.98
LEFT,10,10,0,9,False,False,LEFT,5,1.97
UP,10,9,0,9,False,False,UP,6,2.96
RIGHT,11,9,0,9,False,False,RIGHT,7,3.95
LEFT,10,9,0,9,False,False,LEFT,8,3.9400000000000004
RIGHT,11,9,0,9,False,False,RIGHT,9,3.9300000000000006
UP,11,8,0,9,False,False,UP,10,3.920000000000001
UP,11,7,0,9,False,False,UP,11,4.910000000000001
UP,11,6,0,9,False,False,UP,12,5.900000000000001
UP,11,5,0,9,False,False,UP,13,6.8900000000000015
UP,11,4,0,9,False,False,UP,14,7.880000000000002
LEFT,10,4,0,9,False,False,LEFT,15,8.870000000000003
LEFT,9,4,0,9,False,False,LEFT,16,9.860000000000003
LEFT,8,4,0,9,False,False,LEFT,17,10.850000000000003
LEFT,7,4,0,9,False,False,LEFT,18,11.840000000000003
UP,7,3,0,9,False,False,UP,19,12.830000000000004
UP,7,2,0,9,False,False,UP,20,13.820000000000004
RIGHT,8,2,0,9,False,False,RIGHT,21,14.810000000000004
RIGHT,9,2,0,9,False,False,RIGHT,22,15.800000000000004
RIGHT,10,2,0,9,False,False,RIGHT,23,16.790000000000003
RIGHT,11,2,0,9,False,False,RIGHT,24,17.78
UP,11,1,0,9,False,False,UP,25,18.77
UP,11,0,0,9,False,False,UP,26,19.759999999999998
UP,11,19,0,16,False,True,UP,27,20.749999999999996
