inputtedAction,x,y,mapBank,mapNum,isInBattle,isDone,executedStep,currentSteps,reward
LEFT,9,10,0,9,False,False,LEFT,19,0.9
LEFT,8,10,0,9,False,False,LEFT,20,1.7999999999999998
UP,8,9,0,9,False,False,UP,21,2.6999999999999997
LEFT,7,9,0,9,False,False,LEFT,22,3.5999999999999996
LEFT,6,9,0,9,False,False,LEFT,23,4.5
LEFT,5,9,0,9,False,False,LEFT,24,5.4
LEFT,4,9,0,9,False,False,LEFT,25,6.300000000000001
LEFT,3,9,0,9,False,False,LEFT,26,7.200000000000001
LEFT,2,9,0,9,False,False,LEFT,27,8.100000000000001
LEFT,1,9,0,9,False,False,LEFT,28,9.000000000000002
LEFT,0,9,0,9,False,False,LEFT,29,9.900000000000002
UP,0,8,0,9,False,False,UP,30,10.800000000000002
UP,0,7,0,9,False,False,UP,31,11.700000000000003
UP,0,6,0,9,False,False,UP,32,12.600000000000003
UP,0,5,0,9,False,False,UP,33,13.500000000000004
UP,0,4,0,9,False,False,UP,34,14.400000000000004
RIGHT,1,4,0,9,False,False,RIGHT,35,15.300000000000004
RIGHT,2,4,0,9,False,False,RIGHT,36,16.200000000000003
RIGHT,3,4,0,9,False,False,RIGHT,37,17.1
RIGHT,4,4,0,9,False,False,RIGHT,38,18.0
RIGHT,5,4,0,9,False,False,RIGHT,39,18.9
RIGHT,6,4,0,9,False,False,RIGHT,40,19.799999999999997
RIGHT,7,4,0,9,False,False,RIGHT,41,20.699999999999996
RIGHT,8,4,0,9,False,False,RIGHT,42,21.599999999999994
UP,8,3,0,9,False,False,UP,43,22.499999999999993
RIGHT,9,3,0,9,False,False,RIGHT,44,23.39999999999999
UP,9,2,0,9,False,False,UP,45,24.29999999999999
RIGHT,10,2,0,9,False,False,RIGHT,46,25.19999999999999
RIGHT,11,2,0,9,False,False,RIGHT,47,26.099999999999987
UP,11,1,0,9,False,False,UP,48,26.999999999999986
UP,11,0,0,9,False,False,UP,49,27.899999999999984
UP,11,19,0,16,False,True,UP,50,78.79999999999998
