inputtedAction,x,y,mapBank,mapNum,isInBattle,isDone,executedStep,currentSteps,reward
RIGHT,12,10,0,9,False,False,RIGHT,7,0.8
RIGHT,13,10,0,9,False,False,RIGHT,8,1.7000000000000002
RIGHT,14,10,0,9,False,False,RIGHT,9,2.6
LEFT,13,10,0,9,False,False,LEFT,10,2.5
LEFT,12,10,0,9,False,False,LEFT,11,2.4
UP,12,9,0,9,False,False,UP,12,3.3
UP,12,9,0,9,False,False,UP,13,3.1999999999999997
UP,12,9,0,9,False,False,UP,14,3.0999999999999996
UP,12,9,0,9,False,False,UP,15,2.9999999999999996
LEFT,11,9,0,9,False,False,LEFT,16,3.8999999999999995
LEFT,10,9,0,9,False,False,LEFT,17,4.799999999999999
DOWN,10,10,0,9,False,False,DOWN,18,5.699999999999999
