inputtedAction,x,y,mapBank,mapNum,isInBattle,isDone,executedStep,currentSteps
SELECT,10,9,0,9,False,False,SELECT,1
START,10,9,0,9,False,False,START,2
L,10,9,0,9,False,False,L,3
SELECT,10,9,0,9,False,False,SELECT,4
RIGHT,10,9,0,9,False,False,RIGHT,5
LEFT,10,9,0,9,False,False,LEFT,6
B,10,9,0,9,False,False,B,7
RIGHT,11,9,0,9,False,False,RIGHT,8
RIGHT,12,9,0,9,False,False,RIGHT,9
B,12,9,0,9,False,False,B,10
R,12,9,0,9,False,False,R,11
A,12,9,0,9,False,False,A,12
LEFT,11,9,0,9,False,False,LEFT,13
SELECT,11,9,0,9,False,False,SELECT,14
B,11,9,0,9,False,False,B,15
B,11,9,0,9,False,False,B,16
B,11,9,0,9,False,False,B,17
RIGHT,12,9,0,9,False,False,RIGHT,18
L,12,9,0,9,False,False,L,19
DOWN,12,10,0,9,False,False,DOWN,20
B,12,10,0,9,False,False,B,21
B,12,10,0,9,False,False,B,22
A,12,10,0,9,False,False,A,23
A,12,10,0,9,False,False,A,24
A,12,10,0,9,False,False,A,25
UP,12,9,0,9,False,False,UP,26
SELECT,12,9,0,9,False,False,SELECT,27
SELECT,12,9,0,9,False,False,SELECT,28
R,12,9,0,9,False,False,R,29
DOWN,12,9,0,9,False,False,DOWN,30
B,12,9,0,9,False,False,B,31
L,12,9,0,9,False,False,L,32
DOWN,12,9,0,9,False,False,DOWN,33
R,12,9,0,9,False,False,R,34
SELECT,12,9,0,9,False,False,SELECT,35
LEFT,12,9,0,9,False,False,LEFT,36
UP,12,9,0,9,False,False,UP,37
SELECT,12,9,0,9,False,False,SELECT,38
SELECT,12,9,0,9,False,False,SELECT,39
LEFT,12,9,0,9,False,False,LEFT,40
L,12,9,0,9,False,False,L,41
UP,12,9,0,9,False,False,UP,42
L,12,9,0,9,False,False,L,43
B,12,9,0,9,False,False,B,44
DOWN,12,10,0,9,False,False,DOWN,45
RIGHT,13,10,0,9,False,False,RIGHT,46
RIGHT,14,10,0,9,False,False,RIGHT,47
START,14,10,0,9,False,False,START,48
SELECT,14,10,0,9,False,False,SELECT,49
L,14,10,0,9,False,False,L,50
A,14,10,0,9,False,False,A,51
LEFT,14,10,0,9,False,False,LEFT,52
START,14,10,0,9,False,False,START,53
B,14,10,0,9,False,False,B,54
DOWN,14,10,0,9,False,False,DOWN,55
START,14,10,0,9,False,False,START,56
B,14,10,0,9,False,False,B,57
SELECT,14,10,0,9,False,False,SELECT,58
R,14,10,0,9,False,False,R,59
SELECT,14,10,0,9,False,False,SELECT,60
LEFT,14,10,0,9,False,False,LEFT,61
L,14,10,0,9,False,False,L,62
LEFT,14,10,0,9,False,False,LEFT,63
R,14,10,0,9,False,False,R,64
B,14,10,0,9,False,False,B,65
R,14,10,0,9,False,False,R,66
DOWN,14,11,0,9,False,False,DOWN,67
LEFT,13,11,0,9,False,False,LEFT,68
LEFT,12,11,0,9,False,False,LEFT,69
DOWN,12,12,0,9,False,False,DOWN,70
A,12,12,0,9,False,False,A,71
B,12,12,0,9,False,False,B,72
B,12,12,0,9,False,False,B,73
UP,12,11,0,9,False,False,UP,74
R,12,11,0,9,False,False,R,75
R,12,11,0,9,False,False,R,76
SELECT,12,11,0,9,False,False,SELECT,77
RIGHT,12,11,0,9,False,False,RIGHT,78
A,12,11,0,9,False,False,A,79
A,12,11,0,9,False,False,A,80
SELECT,12,11,0,9,False,False,SELECT,81
L,12,11,0,9,False,False,L,82
UP,12,11,0,9,False,False,UP,83
SELECT,12,11,0,9,False,False,SELECT,84
LEFT,12,11,0,9,False,False,LEFT,85
START,12,11,0,9,False,False,START,86
RIGHT,12,11,0,9,False,False,RIGHT,87
B,12,11,0,9,False,False,B,88
A,12,11,0,9,False,False,A,89
LEFT,11,11,0,9,False,False,LEFT,90
DOWN,11,11,0,9,False,False,DOWN,91
L,11,11,0,9,False,False,L,92
A,11,11,0,9,False,False,A,93
L,11,11,0,9,False,False,L,94
B,11,11,0,9,False,False,B,95
A,11,11,0,9,False,False,A,96
B,11,11,0,9,False,False,B,97
RIGHT,11,11,0,9,False,False,RIGHT,98
SELECT,11,11,0,9,False,False,SELECT,99
SELECT,11,11,0,9,False,False,SELECT,100
