inputtedAction,x,y,mapBank,mapNum,isInBattle,isDone,executedStep,currentSteps
SELECT,11,11,0,9,False,False,SELECT,102
B,11,11,0,9,False,False,B,103
SELECT,11,11,0,9,False,False,SELECT,104
B,11,11,0,9,False,False,B,105
B,11,11,0,9,False,False,B,106
LEFT,10,11,0,9,False,False,LEFT,107
R,10,11,0,9,False,False,R,108
UP,10,10,0,9,False,False,UP,109
SELECT,10,10,0,9,False,False,SELECT,110
R,10,10,0,9,False,False,R,111
RIGHT,11,10,0,9,False,False,RIGHT,112
UP,11,9,0,9,False,False,UP,113
L,11,9,0,9,False,False,L,114
DOWN,11,10,0,9,False,False,DOWN,115
L,11,10,0,9,False,False,L,116
DOWN,11,11,0,9,False,False,DOWN,117
LEFT,10,11,0,9,False,False,LEFT,118
A,10,11,0,9,False,False,A,119
START,10,11,0,9,False,False,START,120
L,10,11,0,9,False,False,L,121
LEFT,10,11,0,9,False,False,LEFT,122
L,10,11,0,9,False,False,L,123
B,10,11,0,9,False,False,B,124
LEFT,9,11,0,9,False,False,LEFT,125
START,9,11,0,9,False,False,START,126
START,9,11,0,9,False,False,START,127
START,9,11,0,9,False,False,START,128
R,9,11,0,9,False,False,R,129
LEFT,9,11,0,9,False,False,LEFT,130
SELECT,9,11,0,9,False,False,SELECT,131
L,9,11,0,9,False,False,L,132
RIGHT,9,11,0,9,False,False,RIGHT,133
A,9,11,0,9,False,False,A,134
START,9,11,0,9,False,False,START,135
R,9,11,0,9,False,False,R,136
B,9,11,0,9,False,False,B,137
UP,9,11,0,9,False,False,UP,138
START,9,11,0,9,False,False,START,139
RIGHT,9,11,0,9,False,False,RIGHT,140
L,9,11,0,9,False,False,L,141
SELECT,9,11,0,9,False,False,SELECT,142
SELECT,9,11,0,9,False,False,SELECT,143
RIGHT,9,11,0,9,False,False,RIGHT,144
UP,9,11,0,9,False,False,UP,145
SELECT,9,11,0,9,False,False,SELECT,146
A,9,11,0,9,False,False,A,147
LEFT,9,11,0,9,False,False,LEFT,148
LEFT,9,11,0,9,False,False,LEFT,149
START,9,11,0,9,False,False,START,150
LEFT,9,11,0,9,False,False,LEFT,151
L,9,11,0,9,False,False,L,152
UP,9,11,0,9,False,False,UP,153
L,9,11,0,9,False,False,L,154
UP,9,11,0,9,False,False,UP,155
R,9,11,0,9,False,False,R,156
START,9,11,0,9,False,False,START,157
A,9,11,0,9,False,False,A,158
L,9,11,0,9,False,False,L,159
SELECT,9,11,0,9,False,False,SELECT,160
SELECT,9,11,0,9,False,False,SELECT,161
LEFT,9,11,0,9,False,False,LEFT,162
DOWN,9,11,0,9,False,False,DOWN,163
L,9,11,0,9,False,False,L,164
R,9,11,0,9,False,False,R,165
B,9,11,0,9,False,False,B,166
L,9,11,0,9,False,False,L,167
UP,9,11,0,9,False,False,UP,168
LEFT,9,11,0,9,False,False,LEFT,169
RIGHT,9,11,0,9,False,False,RIGHT,170
A,9,11,0,9,False,False,A,171
L,9,11,0,9,False,False,L,172
RIGHT,9,11,0,9,False,False,RIGHT,173
SELECT,9,11,0,9,False,False,SELECT,174
B,9,11,0,9,False,False,B,175
LEFT,9,11,0,9,False,False,LEFT,176
UP,9,11,0,9,False,False,UP,177
A,9,11,0,9,False,False,A,178
SELECT,9,11,0,9,False,False,SELECT,179
B,9,11,0,9,False,False,B,180
SELECT,9,11,0,9,False,False,SELECT,181
START,9,11,0,9,False,False,START,182
SELECT,9,11,0,9,False,False,SELECT,183
R,9,11,0,9,False,False,R,184
START,9,11,0,9,False,False,START,185
UP,9,11,0,9,False,False,UP,186
DOWN,9,11,0,9,False,False,DOWN,187
SELECT,9,11,0,9,False,False,SELECT,188
B,9,11,0,9,False,False,B,189
R,9,11,0,9,False,False,R,190
SELECT,9,11,0,9,False,False,SELECT,191
RIGHT,9,11,0,9,False,False,RIGHT,192
RIGHT,9,11,0,9,False,False,RIGHT,193
R,9,11,0,9,False,False,R,194
START,9,11,0,9,False,False,START,195
START,9,11,0,9,False,False,START,196
UP,9,11,0,9,False,False,UP,197
DOWN,9,11,0,9,False,False,DOWN,198
RIGHT,9,11,0,9,False,False,RIGHT,199
R,9,11,0,9,False,False,R,200
UP,9,11,0,9,False,False,UP,201
B,9,11,0,9,False,False,B,202
DOWN,9,12,0,9,False,False,DOWN,203
SELECT,9,12,0,9,False,False,SELECT,204
DOWN,9,12,0,9,False,False,DOWN,205
R,9,12,0,9,False,False,R,206
UP,9,11,0,9,False,False,UP,207
R,9,11,0,9,False,False,R,208
A,9,11,0,9,False,False,A,209
RIGHT,10,11,0,9,False,False,RIGHT,210
R,10,11,0,9,False,False,R,211
LEFT,9,11,0,9,False,False,LEFT,212
LEFT,8,11,0,9,False,False,LEFT,213
