x,y,mapBank,mapNum,isInBattle,isDone,lastAction,currentSteps
10,9,0,9,False,False,R,1
11,9,0,9,False,False,RIGHT,2
10,9,0,9,False,False,LEFT,3
10,9,0,9,False,False,L,4
10,9,0,9,False,False,B,5
10,9,0,9,False,False,L,6
10,10,0,9,False,False,DOWN,7
10,11,0,9,False,False,DOWN,8
11,11,0,9,False,False,RIGHT,9
11,11,0,9,False,False,SELECT,10
11,11,0,9,False,False,LEFT,11
11,11,0,9,False,False,R,12
11,11,0,9,False,False,R,13
11,11,0,9,False,False,B,14
12,11,0,9,False,False,RIGHT,15
12,11,0,9,False,False,A,16
11,11,0,9,False,False,LEFT,17
11,11,0,9,False,False,R,18
11,12,0,9,False,False,DOWN,19
11,12,0,9,False,False,B,20
12,12,0,9,False,False,RIGHT,21
12,11,0,9,False,False,UP,22
12,11,0,9,False,False,B,23
12,11,0,9,False,False,A,24
12,11,0,9,False,False,L,25
12,11,0,9,False,False,A,26
12,11,0,9,False,False,L,27
12,11,0,9,False,False,A,28
12,11,0,9,False,False,L,29
12,11,0,9,False,False,B,30
12,11,0,9,False,False,B,31
12,11,0,9,False,False,A,32
11,11,0,9,False,False,LEFT,33
11,11,0,9,False,False,B,34
11,11,0,9,False,False,START,35
11,11,0,9,False,False,SELECT,36
11,11,0,9,False,False,L,37
11,11,0,9,False,False,SELECT,38
11,11,0,9,False,False,B,39
10,11,0,9,False,False,LEFT,40
10,11,0,9,False,False,A,41
10,11,0,9,False,False,R,42
11,11,0,9,False,False,RIGHT,43
10,11,0,9,False,False,LEFT,44
10,11,0,9,False,False,SELECT,45
10,11,0,9,False,False,L,46
10,11,0,9,False,False,A,47
10,11,0,9,False,False,START,48
10,11,0,9,False,False,DOWN,49
10,11,0,9,False,False,DOWN,50
10,11,0,9,False,False,DOWN,51
10,11,0,9,False,False,LEFT,52
10,11,0,9,False,False,LEFT,53
10,11,0,9,False,False,START,54
10,11,0,9,False,False,UP,55
10,11,0,9,False,False,UP,56
10,11,0,9,False,False,START,57
