inputtedAction,x,y,mapBank,mapNum,isInBattle,isDone,executedStep,currentSteps,facingDirection,reward
PRINT_POSITION,9,10,0,9,False,False,NIL,0,DOWN,0
UP,9,9,0,9,False,False,UP,1,UP,0
PRINT_POSITION,9,9,0,9,False,False,NIL,1,UP,0.9
DOWN,9,10,0,9,False,False,DOWN,2,DOWN,0.9
PRINT_POSITION,9,10,0,9,False,False,NIL,2,DOWN,1.7999999999999998
DOWN,9,11,0,9,False,False,DOWN,3,DOWN,1.7999999999999998
PRINT_POSITION,9,11,0,9,False,False,NIL,3,DOWN,2.6999999999999997
RIGHT,10,11,0,9,False,False,RIGHT,4,RIGHT,2.6999999999999997
PRINT_POSITION,10,11,0,9,False,False,NIL,4,RIGHT,3.5999999999999996
B,10,11,0,9,False,False,B,5,RIGHT,3.5999999999999996
PRINT_POSITION,10,11,0,9,False,False,NIL,5,RIGHT,3.4999999999999996
UP,10,10,0,9,False,False,UP,6,UP,3.4999999999999996
PRINT_POSITION,10,10,0,9,False,False,NIL,6,UP,4.4
DOWN,10,11,0,9,False,False,DOWN,7,DOWN,4.4
PRINT_POSITION,10,11,0,9,False,False,NIL,7,DOWN,4.300000000000001
UP,10,10,0,9,False,False,UP,8,UP,4.300000000000001
PRINT_POSITION,10,10,0,9,False,False,NIL,8,UP,4.200000000000001
DOWN,10,11,0,9,False,False,DOWN,9,DOWN,4.200000000000001
PRINT_POSITION,10,11,0,9,False,False,NIL,9,DOWN,4.100000000000001
UP,10,10,0,9,False,False,UP,10,UP,4.100000000000001
PRINT_POSITION,10,10,0,9,False,False,NIL,10,UP,4.000000000000002
DOWN,10,11,0,9,False,False,DOWN,11,DOWN,4.000000000000002
PRINT_POSITION,10,11,0,9,False,False,NIL,11,DOWN,3.9000000000000017
B,10,11,0,9,False,False,B,12,DOWN,3.9000000000000017
PRINT_POSITION,10,11,0,9,False,False,NIL,12,DOWN,3.8000000000000016
UP,10,10,0,9,False,False,UP,13,UP,3.8000000000000016
PRINT_POSITION,10,10,0,9,False,False,NIL,13,UP,3.7000000000000015
DOWN,10,11,0,9,False,False,DOWN,14,DOWN,3.7000000000000015
PRINT_POSITION,10,11,0,9,False,False,NIL,14,DOWN,3.6000000000000014
UP,10,10,0,9,False,False,UP,15,UP,3.6000000000000014
PRINT_POSITION,10,10,0,9,False,False,NIL,15,UP,3.5000000000000013
LEFT,9,10,0,9,False,False,LEFT,16,LEFT,3.5000000000000013
PRINT_POSITION,9,10,0,9,False,False,NIL,16,LEFT,3.4000000000000012
RIGHT,10,10,0,9,False,False,RIGHT,17,RIGHT,3.4000000000000012
PRINT_POSITION,10,10,0,9,False,False,NIL,17,RIGHT,3.300000000000001
DOWN,10,11,0,9,False,False,DOWN,18,DOWN,3.300000000000001
PRINT_POSITION,10,11,0,9,False,False,NIL,18,DOWN,3.200000000000001
UP,10,10,0,9,False,False,UP,19,UP,3.200000000000001
PRINT_POSITION,10,10,0,9,False,False,NIL,19,UP,3.100000000000001
DOWN,10,11,0,9,False,False,DOWN,20,DOWN,3.100000000000001
PRINT_POSITION,10,11,0,9,False,False,NIL,20,DOWN,3.000000000000001
UP,10,10,0,9,False,False,UP,21,UP,3.000000000000001
PRINT_POSITION,10,10,0,9,False,False,NIL,21,UP,2.900000000000001
