inputtedAction,x,y,mapBank,mapNum,isInBattle,isDone,executedStep,currentSteps,facingDirection,reward
DOWN,9,11,0,9,False,False,DOWN,1,DOWN,0
A,9,11,0,9,False,False,A,2,DOWN,0.9
LEFT,8,11,0,9,False,False,LEFT,3,LEFT,0.8
B,8,11,0,9,False,False,B,4,LEFT,1.7
UP,8,10,0,9,False,False,UP,5,UP,1.5999999999999999
DOWN,8,11,0,9,False,False,DOWN,6,DOWN,2.4999999999999996
B,8,11,0,9,False,False,B,7,DOWN,2.3999999999999995
DOWN,8,12,0,9,False,False,DOWN,8,DOWN,2.2999999999999994
A,8,12,0,9,False,False,A,9,DOWN,3.1999999999999993
UP,8,11,0,9,False,False,UP,10,UP,3.099999999999999
B,8,11,0,9,False,False,B,11,UP,2.999999999999999
DOWN,8,12,0,9,False,False,DOWN,12,DOWN,2.899999999999999
DOWN,8,12,0,9,False,False,DOWN,13,DOWN,2.799999999999999
UP,8,11,0,9,False,False,UP,14,UP,2.699999999999999
UP,8,10,0,9,False,False,UP,15,UP,2.5999999999999988
RIGHT,9,10,0,9,False,False,RIGHT,16,RIGHT,2.4999999999999987
UP,9,9,0,9,False,False,UP,17,UP,3.3999999999999986
UP,9,8,0,9,False,False,UP,18,UP,4.299999999999999
A,9,8,0,9,False,False,A,19,UP,5.199999999999999
A,9,8,0,9,False,False,A,20,UP,5.1
B,9,8,0,9,False,False,B,21,UP,5.0
LEFT,8,8,0,9,False,False,LEFT,22,LEFT,4.9
A,8,8,0,9,False,False,A,23,LEFT,5.800000000000001
A,8,8,0,9,False,False,A,24,LEFT,5.700000000000001
DOWN,8,9,0,9,False,False,DOWN,25,DOWN,5.600000000000001
DOWN,8,10,0,9,False,False,DOWN,26,DOWN,6.500000000000002
LEFT,7,10,0,9,False,False,LEFT,27,LEFT,6.400000000000002
DOWN,7,11,0,9,False,False,DOWN,28,DOWN,7.3000000000000025
DOWN,7,12,0,9,False,False,DOWN,29,DOWN,8.200000000000003
LEFT,6,12,0,9,False,False,LEFT,30,LEFT,9.100000000000003
A,6,12,0,9,False,False,A,31,LEFT,10.000000000000004
B,6,12,0,9,False,False,B,32,LEFT,9.900000000000004
RIGHT,7,12,0,9,False,False,RIGHT,33,RIGHT,9.800000000000004
A,7,12,0,9,False,False,A,34,RIGHT,9.700000000000005
B,7,12,0,9,False,False,B,35,RIGHT,9.600000000000005
UP,7,11,0,9,False,False,UP,36,UP,9.500000000000005
DOWN,7,12,0,9,False,False,DOWN,37,DOWN,9.400000000000006
UP,7,11,0,9,False,False,UP,38,UP,9.300000000000006
LEFT,6,11,0,9,False,False,LEFT,39,LEFT,9.200000000000006
UP,6,10,0,9,False,False,UP,40,UP,10.100000000000007
RIGHT,7,10,0,9,False,False,RIGHT,41,RIGHT,11.000000000000007
B,7,10,0,9,False,False,B,42,RIGHT,10.900000000000007
UP,7,9,0,9,False,False,UP,43,UP,10.800000000000008
LEFT,6,9,0,9,False,False,LEFT,44,LEFT,11.700000000000008
DOWN,6,10,0,9,False,False,DOWN,45,DOWN,12.600000000000009
UP,6,9,0,9,False,False,UP,46,UP,12.500000000000009
A,6,9,0,9,False,False,A,47,UP,12.40000000000001
A,6,9,0,9,False,False,A,48,UP,12.30000000000001
RIGHT,7,9,0,9,False,False,RIGHT,49,RIGHT,12.20000000000001
DOWN,7,10,0,9,False,False,DOWN,50,DOWN,12.10000000000001
B,7,10,0,9,False,False,B,51,DOWN,12.00000000000001
LEFT,6,10,0,9,False,False,LEFT,52,LEFT,11.900000000000011
B,6,10,0,9,False,False,B,53,LEFT,11.800000000000011
A,6,10,0,9,False,False,A,54,LEFT,11.700000000000012
DOWN,6,11,0,9,False,False,DOWN,55,DOWN,11.600000000000012
A,6,11,0,9,False,False,A,56,DOWN,11.500000000000012
UP,6,10,0,9,False,False,UP,57,UP,11.400000000000013
UP,6,9,0,9,False,False,UP,58,UP,11.300000000000013
LEFT,5,9,0,9,False,False,LEFT,59,LEFT,11.200000000000014
DOWN,5,10,0,9,False,False,DOWN,60,DOWN,12.100000000000014
DOWN,5,11,0,9,False,False,DOWN,61,DOWN,13.000000000000014
RIGHT,6,11,0,9,False,False,RIGHT,62,RIGHT,13.900000000000015
LEFT,5,11,0,9,False,False,LEFT,63,LEFT,13.800000000000015
RIGHT,6,11,0,9,False,False,RIGHT,64,RIGHT,13.700000000000015
UP,6,10,0,9,False,False,UP,65,UP,13.600000000000016
RIGHT,7,10,0,9,False,False,RIGHT,66,RIGHT,13.500000000000016
LEFT,6,10,0,9,False,False,LEFT,67,LEFT,13.400000000000016
LEFT,5,10,0,9,False,False,LEFT,68,LEFT,13.300000000000017
LEFT,4,10,0,9,False,False,LEFT,69,LEFT,13.200000000000017
LEFT,3,10,0,9,False,False,LEFT,70,LEFT,14.100000000000017
LEFT,2,10,0,9,False,False,LEFT,71,LEFT,15.000000000000018
A,2,10,0,9,False,False,A,72,LEFT,15.900000000000018
B,2,10,0,9,False,False,B,73,LEFT,15.800000000000018
B,2,10,0,9,False,False,B,74,LEFT,15.700000000000019
B,2,10,0,9,False,False,B,75,LEFT,15.60000000000002
UP,2,9,0,9,False,False,UP,76,UP,15.50000000000002
UP,2,9,0,9,False,False,UP,77,UP,16.40000000000002
LEFT,1,9,0,9,False,False,LEFT,78,LEFT,16.30000000000002
RIGHT,2,9,0,9,False,False,RIGHT,79,RIGHT,17.200000000000017
UP,2,9,0,9,False,False,UP,80,UP,17.100000000000016
DOWN,2,10,0,9,False,False,DOWN,81,DOWN,17.000000000000014
UP,2,9,0,9,False,False,UP,82,UP,16.900000000000013
LEFT,1,9,0,9,False,False,LEFT,83,LEFT,16.80000000000001
RIGHT,2,9,0,9,False,False,RIGHT,84,RIGHT,16.70000000000001
B,2,9,0,9,False,False,B,85,RIGHT,16.60000000000001
UP,2,9,0,9,False,False,UP,86,UP,16.500000000000007
DOWN,2,10,0,9,False,False,DOWN,87,DOWN,16.400000000000006
RIGHT,3,10,0,9,False,False,RIGHT,88,RIGHT,16.300000000000004
RIGHT,4,10,0,9,False,False,RIGHT,89,RIGHT,16.200000000000003
RIGHT,5,10,0,9,False,False,RIGHT,90,RIGHT,16.1
A,5,10,0,9,False,False,A,91,RIGHT,16.0
