inputtedAction,x,y,mapBank,mapNum,isInBattle,isDone,executedStep,currentSteps,facingDirection,reward
B,9,10,0,9,False,False,B,1,DOWN,0
UP,9,9,0,9,False,False,UP,2,UP,0.9
DOWN,9,10,0,9,False,False,DOWN,3,DOWN,1.7999999999999998
B,9,10,0,9,False,False,B,4,DOWN,1.6999999999999997
LEFT,8,10,0,9,False,False,LEFT,5,LEFT,1.5999999999999996
RIGHT,9,10,0,9,False,False,RIGHT,6,RIGHT,2.4999999999999996
RIGHT,10,10,0,9,False,False,RIGHT,7,RIGHT,2.3999999999999995
A,10,10,0,9,False,False,A,8,RIGHT,3.2999999999999994
LEFT,9,10,0,9,False,False,LEFT,9,LEFT,3.1999999999999993
LEFT,8,10,0,9,False,False,LEFT,10,LEFT,3.099999999999999
UP,8,9,0,9,False,False,UP,11,UP,2.999999999999999
A,8,9,0,9,False,False,A,12,UP,3.899999999999999
A,8,9,0,9,False,False,A,13,UP,3.799999999999999
UP,8,8,0,9,False,False,UP,14,UP,3.699999999999999
LEFT,8,8,0,9,False,False,LEFT,15,LEFT,4.6
A,8,8,0,9,False,False,A,16,LEFT,4.5
DOWN,8,8,0,9,False,False,DOWN,17,LEFT,4.4
RIGHT,8,8,0,9,False,False,RIGHT,18,LEFT,4.300000000000001
B,8,8,0,9,False,False,B,19,LEFT,4.200000000000001
A,8,8,0,9,False,False,A,20,LEFT,4.100000000000001
UP,8,8,0,9,False,False,UP,21,LEFT,4.000000000000002
RIGHT,8,8,0,9,False,False,RIGHT,22,LEFT,3.9000000000000017
LEFT,8,8,0,9,False,False,LEFT,23,LEFT,3.8000000000000016
A,8,8,0,9,False,False,A,24,LEFT,3.7000000000000015
RIGHT,9,8,0,9,False,False,RIGHT,25,RIGHT,3.6000000000000014
LEFT,8,8,0,9,False,False,LEFT,26,LEFT,4.500000000000002
B,8,8,0,9,False,False,B,27,LEFT,4.400000000000002
A,8,8,0,9,False,False,A,28,LEFT,4.3000000000000025
UP,8,8,0,9,False,False,UP,29,LEFT,4.200000000000003
RIGHT,8,8,0,9,False,False,RIGHT,30,LEFT,4.100000000000003
DOWN,8,8,0,9,False,False,DOWN,31,LEFT,4.0000000000000036
LEFT,8,8,0,9,False,False,LEFT,32,LEFT,3.9000000000000035
RIGHT,8,8,0,9,False,False,RIGHT,33,LEFT,3.8000000000000034
RIGHT,8,8,0,9,False,False,RIGHT,34,LEFT,3.7000000000000033
DOWN,8,8,0,9,False,False,DOWN,35,LEFT,3.600000000000003
B,8,8,0,9,False,False,B,36,LEFT,3.500000000000003
DOWN,8,9,0,9,False,False,DOWN,37,DOWN,3.400000000000003
RIGHT,9,9,0,9,False,False,RIGHT,38,RIGHT,3.300000000000003
A,9,9,0,9,False,False,A,39,RIGHT,3.200000000000003
UP,9,8,0,9,False,False,UP,40,UP,3.1000000000000028
DOWN,9,9,0,9,False,False,DOWN,41,DOWN,3.0000000000000027
B,9,9,0,9,False,False,B,42,DOWN,2.9000000000000026
LEFT,8,9,0,9,False,False,LEFT,43,LEFT,2.8000000000000025
UP,8,8,0,9,False,False,UP,44,UP,2.7000000000000024
LEFT,8,8,0,9,False,False,LEFT,45,LEFT,2.6000000000000023
B,8,8,0,9,False,False,B,46,LEFT,2.500000000000002
A,8,8,0,9,False,False,A,47,LEFT,2.400000000000002
RIGHT,8,8,0,9,False,False,RIGHT,48,LEFT,2.300000000000002
RIGHT,8,8,0,9,False,False,RIGHT,49,LEFT,2.200000000000002
DOWN,8,8,0,9,False,False,DOWN,50,LEFT,2.100000000000002
UP,8,8,0,9,False,False,UP,51,LEFT,2.0000000000000018
LEFT,8,8,0,9,False,False,LEFT,52,LEFT,1.9000000000000017
A,8,8,0,9,False,False,A,53,LEFT,1.8000000000000016
DOWN,8,9,0,9,False,False,DOWN,54,DOWN,1.7000000000000015
LEFT,7,9,0,9,False,False,LEFT,55,LEFT,1.6000000000000014
A,7,9,0,9,False,False,A,56,LEFT,2.5000000000000013
RIGHT,8,9,0,9,False,False,RIGHT,57,RIGHT,2.4000000000000012
UP,8,8,0,9,False,False,UP,58,UP,2.300000000000001
RIGHT,9,8,0,9,False,False,RIGHT,59,RIGHT,2.200000000000001
UP,9,7,0,9,False,False,UP,60,UP,2.100000000000001
B,9,7,0,9,False,False,B,61,UP,3.000000000000001
RIGHT,10,7,0,9,False,False,RIGHT,62,RIGHT,2.900000000000001
DOWN,10,8,0,9,False,False,DOWN,63,DOWN,3.8000000000000007
LEFT,9,8,0,9,False,False,LEFT,64,LEFT,4.700000000000001
DOWN,9,9,0,9,False,False,DOWN,65,DOWN,4.600000000000001
UP,9,8,0,9,False,False,UP,66,UP,4.500000000000002
UP,9,7,0,9,False,False,UP,67,UP,4.400000000000002
A,9,7,0,9,False,False,A,68,UP,4.3000000000000025
DOWN,9,8,0,9,False,False,DOWN,69,DOWN,4.200000000000003
LEFT,8,8,0,9,False,False,LEFT,70,LEFT,4.100000000000003
A,8,8,0,9,False,False,A,71,LEFT,4.0000000000000036
DOWN,8,8,0,9,False,False,DOWN,72,LEFT,3.9000000000000035
DOWN,8,8,0,9,False,False,DOWN,73,LEFT,3.8000000000000034
DOWN,8,8,0,9,False,False,DOWN,74,LEFT,3.7000000000000033
DOWN,8,8,0,9,False,False,DOWN,75,LEFT,3.600000000000003
A,8,8,0,9,False,False,A,76,LEFT,3.500000000000003
A,8,8,0,9,False,False,A,77,LEFT,3.400000000000003
LEFT,8,8,0,9,False,False,LEFT,78,LEFT,3.300000000000003
DOWN,8,8,0,9,False,False,DOWN,79,LEFT,3.200000000000003
A,8,8,0,9,False,False,A,80,LEFT,3.1000000000000028
B,8,8,0,9,False,False,B,81,LEFT,3.0000000000000027
LEFT,8,8,0,9,False,False,LEFT,82,LEFT,2.9000000000000026
LEFT,8,8,0,9,False,False,LEFT,83,LEFT,2.8000000000000025
A,8,8,0,9,False,False,A,84,LEFT,2.7000000000000024
UP,8,8,0,9,False,False,UP,85,LEFT,2.6000000000000023
DOWN,8,8,0,9,False,False,DOWN,86,LEFT,2.500000000000002
RIGHT,8,8,0,9,False,False,RIGHT,87,LEFT,2.400000000000002
LEFT,8,8,0,9,False,False,LEFT,88,LEFT,2.300000000000002
B,8,8,0,9,False,False,B,89,LEFT,2.200000000000002
LEFT,8,8,0,9,False,False,LEFT,90,LEFT,2.100000000000002
RIGHT,9,8,0,9,False,False,RIGHT,91,RIGHT,2.0000000000000018
A,9,8,0,9,False,False,A,92,RIGHT,1.9000000000000017
UP,9,7,0,9,False,False,UP,93,UP,1.8000000000000016
A,9,7,0,9,False,False,A,94,UP,1.7000000000000015
A,9,7,0,9,False,False,A,95,UP,1.6000000000000014
UP,9,6,0,9,False,False,UP,96,UP,1.5000000000000013
UP,9,5,0,9,False,False,UP,97,UP,2.4000000000000012
A,9,5,0,9,False,False,A,98,UP,3.300000000000001
RIGHT,10,5,0,9,False,False,RIGHT,99,RIGHT,3.200000000000001
UP,10,4,0,9,False,False,UP,100,UP,4.100000000000001
RIGHT,11,4,0,9,False,False,RIGHT,101,RIGHT,5.000000000000002
RIGHT,12,4,0,9,False,False,RIGHT,102,RIGHT,5.900000000000002
DOWN,12,5,0,9,False,False,DOWN,103,DOWN,6.8000000000000025
