inputtedAction,x,y,mapBank,mapNum,isInBattle,isDone,executedStep,currentSteps,facingDirection,reward
PRINT_POSITION,9,10,0,9,False,False,NIL,0,DOWN,0
LEFT,8,10,0,9,False,False,LEFT,1,LEFT,0
PRINT_POSITION,8,10,0,9,False,False,NIL,1,LEFT,1
LEFT,7,10,0,9,False,False,LEFT,2,LEFT,1
PRINT_POSITION,7,10,0,9,False,False,NIL,2,LEFT,2
LEFT,6,10,0,9,False,False,LEFT,3,LEFT,2
PRINT_POSITION,6,10,0,9,False,False,NIL,3,LEFT,3
LEFT,5,10,0,9,False,False,LEFT,4,LEFT,3
PRINT_POSITION,5,10,0,9,False,False,NIL,4,LEFT,4
DOWN,5,11,0,9,False,False,DOWN,5,DOWN,4
PRINT_POSITION,5,11,0,9,False,False,NIL,5,DOWN,5
UP,5,10,0,9,False,False,UP,6,UP,5
PRINT_POSITION,5,10,0,9,False,False,NIL,6,UP,5
DOWN,5,11,0,9,False,False,DOWN,7,DOWN,5
PRINT_POSITION,5,11,0,9,False,False,NIL,7,DOWN,5
UP,5,10,0,9,False,False,UP,8,UP,5
PRINT_POSITION,5,10,0,9,False,False,NIL,8,UP,5
UP,5,9,0,9,False,False,UP,9,UP,5
PRINT_POSITION,5,9,0,9,False,False,NIL,9,UP,6
A,5,9,0,9,False,False,A,10,UP,6
PRINT_POSITION,5,9,0,9,False,False,NIL,10,UP,6
A,5,9,0,9,False,False,A,11,UP,6
PRINT_POSITION,5,9,0,9,False,False,NIL,11,UP,6
A,5,9,0,9,False,False,A,12,UP,6
PRINT_POSITION,5,9,0,9,False,False,NIL,12,UP,6
A,5,9,0,9,False,False,A,13,UP,6
PRINT_POSITION,5,9,0,9,False,False,NIL,13,UP,6
A,5,9,0,9,False,False,A,14,UP,6
PRINT_POSITION,5,9,0,9,False,False,NIL,14,UP,6
A,5,9,0,9,False,False,A,15,UP,6
PRINT_POSITION,5,9,0,9,False,False,NIL,15,UP,6
A,5,9,0,9,False,False,A,16,UP,6
PRINT_POSITION,5,9,0,9,False,False,NIL,16,UP,6
A,5,9,0,9,False,False,A,17,UP,6
PRINT_POSITION,5,9,0,9,False,False,NIL,17,UP,6
A,5,9,0,9,False,False,A,18,UP,6
PRINT_POSITION,5,9,0,9,False,False,NIL,18,UP,6
A,5,9,0,9,False,False,A,19,UP,6
PRINT_POSITION,5,9,0,9,False,False,NIL,19,UP,6
A,5,9,0,9,False,False,A,20,UP,6
PRINT_POSITION,5,9,0,9,False,False,NIL,20,UP,6
A,5,9,0,9,False,False,A,21,UP,6
PRINT_POSITION,5,9,0,9,False,False,NIL,21,UP,6
A,5,9,0,9,False,False,A,22,UP,6
PRINT_POSITION,5,9,0,9,False,False,NIL,22,UP,6
A,5,9,0,9,False,False,A,23,UP,6
PRINT_POSITION,5,9,0,9,False,False,NIL,23,UP,6
A,5,9,0,9,False,False,A,24,UP,6
PRINT_POSITION,5,9,0,9,False,False,NIL,24,UP,6
A,5,9,0,9,False,False,A,25,UP,6
PRINT_POSITION,5,9,0,9,False,False,NIL,25,UP,6
A,5,9,0,9,False,False,A,26,UP,6
PRINT_POSITION,5,9,0,9,False,False,NIL,26,UP,6
A,5,9,0,9,False,False,A,27,UP,6
PRINT_POSITION,5,9,0,9,False,False,NIL,27,UP,6
A,5,9,0,9,False,False,A,28,UP,6
PRINT_POSITION,5,9,0,9,False,False,NIL,28,UP,6
A,5,9,0,9,False,False,A,29,UP,6
PRINT_POSITION,5,9,0,9,False,False,NIL,29,UP,6
A,5,9,0,9,False,False,A,30,UP,6
PRINT_POSITION,5,9,0,9,False,False,NIL,30,UP,6
A,5,9,0,9,False,False,A,31,UP,6
PRINT_POSITION,5,9,0,9,False,False,NIL,31,UP,6
A,5,9,0,9,False,False,A,32,UP,6
PRINT_POSITION,5,9,0,9,False,False,NIL,32,UP,6
A,5,9,0,9,False,False,A,33,UP,6
PRINT_POSITION,5,9,0,9,False,False,NIL,33,UP,6
A,5,9,0,9,False,False,A,34,UP,6
PRINT_POSITION,5,9,0,9,False,False,NIL,34,UP,6
A,5,9,0,9,False,False,A,35,UP,6
PRINT_POSITION,5,9,0,9,False,False,NIL,35,UP,6
A,5,9,0,9,False,False,A,36,UP,6
PRINT_POSITION,5,9,0,9,False,False,NIL,36,UP,6
A,5,9,0,9,False,False,A,37,UP,6
PRINT_POSITION,5,9,0,9,False,False,NIL,37,UP,6
A,5,9,0,9,False,False,A,38,UP,6
PRINT_POSITION,5,9,0,9,False,False,NIL,38,UP,6
A,5,9,0,9,False,False,A,39,UP,6
PRINT_POSITION,5,9,0,9,False,False,NIL,39,UP,6
A,5,9,0,9,False,False,A,40,UP,6
PRINT_POSITION,5,9,0,9,False,False,NIL,40,UP,6
A,5,9,0,9,False,False,A,41,UP,6
PRINT_POSITION,5,9,0,9,False,False,NIL,41,UP,6
A,5,9,0,9,False,False,A,42,UP,6
PRINT_POSITION,5,9,0,9,False,False,NIL,42,UP,6
B,5,9,0,9,False,False,B,43,UP,6
PRINT_POSITION,5,9,0,9,False,False,NIL,43,UP,6
A,5,9,0,9,False,False,A,44,UP,6
PRINT_POSITION,5,9,0,9,False,False,NIL,44,UP,6
A,5,9,0,9,False,False,A,45,UP,6
PRINT_POSITION,5,9,0,9,False,False,NIL,45,UP,6
A,5,9,0,9,False,False,A,46,UP,6
PRINT_POSITION,5,9,0,9,False,False,NIL,46,UP,6
A,5,9,0,9,False,False,A,47,UP,6
PRINT_POSITION,5,9,0,9,False,False,NIL,47,UP,6
A,5,9,0,9,False,False,A,48,UP,6
PRINT_POSITION,5,9,0,9,False,False,NIL,48,UP,6
A,5,9,0,9,False,False,A,49,UP,6
PRINT_POSITION,5,9,0,9,False,False,NIL,49,UP,6
A,5,9,0,9,False,False,A,50,UP,6
PRINT_POSITION,5,9,0,9,False,False,NIL,50,UP,6
A,5,9,0,9,False,False,A,51,UP,6
PRINT_POSITION,5,9,0,9,False,False,NIL,51,UP,6
A,5,9,0,9,False,False,A,52,UP,6
PRINT_POSITION,5,9,0,9,False,False,NIL,52,UP,6
A,5,9,0,9,False,False,A,53,UP,6
PRINT_POSITION,5,9,0,9,False,False,NIL,53,UP,6
A,5,9,0,9,False,False,A,54,UP,6
PRINT_POSITION,5,9,0,9,False,False,NIL,54,UP,6
LEFT,4,9,0,9,False,False,LEFT,55,LEFT,6
PRINT_POSITION,4,9,0,9,False,False,NIL,55,LEFT,7
UP,4,9,0,9,False,False,UP,56,UP,7
PRINT_POSITION,4,9,0,9,False,False,NIL,56,UP,7
LEFT,3,9,0,9,False,False,LEFT,57,LEFT,7
PRINT_POSITION,3,9,0,9,False,False,NIL,57,LEFT,8
DOWN,3,10,0,9,False,False,DOWN,58,DOWN,8
PRINT_POSITION,3,10,0,9,False,False,NIL,58,DOWN,9
RIGHT,4,10,0,9,False,False,RIGHT,59,RIGHT,9
PRINT_POSITION,4,10,0,9,False,False,NIL,59,RIGHT,10
RIGHT,5,10,0,9,False,False,RIGHT,60,RIGHT,10
PRINT_POSITION,5,10,0,9,False,False,NIL,60,RIGHT,10
LEFT,4,10,0,9,False,False,LEFT,61,LEFT,10
PRINT_POSITION,4,10,0,9,False,False,NIL,61,LEFT,10
DOWN,4,11,0,9,False,False,DOWN,62,DOWN,10
PRINT_POSITION,4,11,0,9,False,False,NIL,62,DOWN,11
UP,4,10,0,9,False,False,UP,63,UP,11
PRINT_POSITION,4,10,0,9,False,False,NIL,63,UP,11
UP,4,9,0,9,False,False,UP,64,UP,11
PRINT_POSITION,4,9,0,9,False,False,NIL,64,UP,11
LEFT,3,9,0,9,False,False,LEFT,65,LEFT,11
PRINT_POSITION,3,9,0,9,False,False,NIL,65,LEFT,11
DOWN,3,10,0,9,False,False,DOWN,66,DOWN,11
PRINT_POSITION,3,10,0,9,False,False,NIL,66,DOWN,11
RIGHT,4,10,0,9,False,False,RIGHT,67,RIGHT,11
PRINT_POSITION,4,10,0,9,False,False,NIL,67,RIGHT,11
RIGHT,5,10,0,9,False,False,RIGHT,68,RIGHT,11
PRINT_POSITION,5,10,0,9,False,False,NIL,68,RIGHT,11
LEFT,4,10,0,9,False,False,LEFT,69,LEFT,11
PRINT_POSITION,4,10,0,9,False,False,NIL,69,LEFT,11
UP,4,9,0,9,False,False,UP,70,UP,11
PRINT_POSITION,4,9,0,9,False,False,NIL,70,UP,11
LEFT,3,9,0,9,False,False,LEFT,71,LEFT,11
PRINT_POSITION,3,9,0,9,False,False,NIL,71,LEFT,11
UP,3,9,0,9,False,False,UP,72,UP,11
PRINT_POSITION,3,9,0,9,False,False,NIL,72,UP,11
A,3,9,0,9,False,False,A,73,UP,11
PRINT_POSITION,3,9,0,9,False,False,NIL,73,UP,11
A,3,9,0,9,False,False,A,74,UP,11
PRINT_POSITION,3,9,0,9,False,False,NIL,74,UP,11
RIGHT,4,9,0,9,False,False,RIGHT,75,RIGHT,11
PRINT_POSITION,4,9,0,9,False,False,NIL,75,RIGHT,11
UP,4,9,0,9,False,False,UP,76,UP,11
PRINT_POSITION,4,9,0,9,False,False,NIL,76,UP,11
LEFT,3,9,0,9,False,False,LEFT,77,LEFT,11
PRINT_POSITION,3,9,0,9,False,False,NIL,77,LEFT,11
DOWN,3,10,0,9,False,False,DOWN,78,DOWN,11
PRINT_POSITION,3,10,0,9,False,False,NIL,78,DOWN,11
RIGHT,4,10,0,9,False,False,RIGHT,79,RIGHT,11
PRINT_POSITION,4,10,0,9,False,False,NIL,79,RIGHT,11
RIGHT,5,10,0,9,False,False,RIGHT,80,RIGHT,11
PRINT_POSITION,5,10,0,9,False,False,NIL,80,RIGHT,11
LEFT,4,10,0,9,False,False,LEFT,81,LEFT,11
PRINT_POSITION,4,10,0,9,False,False,NIL,81,LEFT,11
UP,4,9,0,9,False,False,UP,82,UP,11
PRINT_POSITION,4,9,0,9,False,False,NIL,82,UP,11
LEFT,3,9,0,9,False,False,LEFT,83,LEFT,11
PRINT_POSITION,3,9,0,9,False,False,NIL,83,LEFT,11
DOWN,3,10,0,9,False,False,DOWN,84,DOWN,11
PRINT_POSITION,3,10,0,9,False,False,NIL,84,DOWN,11
RIGHT,4,10,0,9,False,False,RIGHT,85,RIGHT,11
PRINT_POSITION,4,10,0,9,False,False,NIL,85,RIGHT,11
RIGHT,5,10,0,9,False,False,RIGHT,86,RIGHT,11
PRINT_POSITION,5,10,0,9,False,False,NIL,86,RIGHT,11
UP,5,9,0,9,False,False,UP,87,UP,11
PRINT_POSITION,5,9,0,9,False,False,NIL,87,UP,11
A,5,9,0,9,False,False,A,88,UP,11
PRINT_POSITION,5,9,0,9,False,False,NIL,88,UP,11
A,5,9,0,9,False,False,A,89,UP,11
PRINT_POSITION,5,9,0,9,False,False,NIL,89,UP,11
A,5,9,0,9,False,False,A,90,UP,11
PRINT_POSITION,5,9,0,9,False,False,NIL,90,UP,11
A,5,9,0,9,False,False,A,91,UP,11
PRINT_POSITION,5,9,0,9,False,False,NIL,91,UP,11
RIGHT,6,9,0,9,False,False,RIGHT,92,RIGHT,11
PRINT_POSITION,6,9,0,9,False,False,NIL,92,RIGHT,12
B,6,9,0,9,False,False,B,93,RIGHT,12
PRINT_POSITION,6,9,0,9,False,False,NIL,93,RIGHT,12
B,6,9,0,9,False,False,B,94,RIGHT,12
PRINT_POSITION,6,9,0,9,False,False,NIL,94,RIGHT,12
B,6,9,0,9,False,False,B,95,RIGHT,12
PRINT_POSITION,6,9,0,9,False,False,NIL,95,RIGHT,12
B,6,9,0,9,False,False,B,96,RIGHT,12
PRINT_POSITION,6,9,0,9,False,False,NIL,96,RIGHT,12
B,6,9,0,9,False,False,B,97,RIGHT,12
PRINT_POSITION,6,9,0,9,False,False,NIL,97,RIGHT,12
B,6,9,0,9,False,False,B,98,RIGHT,12
PRINT_POSITION,6,9,0,9,False,False,NIL,98,RIGHT,12
B,6,9,0,9,False,False,B,99,RIGHT,12
PRINT_POSITION,6,9,0,9,False,False,NIL,99,RIGHT,12
B,6,9,0,9,False,False,B,100,RIGHT,12
PRINT_POSITION,6,9,0,9,False,False,NIL,100,RIGHT,12
B,6,9,0,9,False,False,B,101,RIGHT,12
PRINT_POSITION,6,9,0,9,False,False,NIL,101,RIGHT,12
B,6,9,0,9,False,False,B,102,RIGHT,12
PRINT_POSITION,6,9,0,9,False,False,NIL,102,RIGHT,12
B,6,9,0,9,False,False,B,103,RIGHT,12
PRINT_POSITION,6,9,0,9,False,False,NIL,103,RIGHT,12
B,6,9,0,9,False,False,B,104,RIGHT,12
PRINT_POSITION,6,9,0,9,False,False,NIL,104,RIGHT,12
B,6,9,0,9,False,False,B,105,RIGHT,12
PRINT_POSITION,6,9,0,9,False,False,NIL,105,RIGHT,12
B,6,9,0,9,False,False,B,106,RIGHT,12
PRINT_POSITION,6,9,0,9,False,False,NIL,106,RIGHT,12
B,6,9,0,9,False,False,B,107,RIGHT,12
PRINT_POSITION,6,9,0,9,False,False,NIL,107,RIGHT,12
B,6,9,0,9,False,False,B,108,RIGHT,12
PRINT_POSITION,6,9,0,9,False,False,NIL,108,RIGHT,12
B,6,9,0,9,False,False,B,109,RIGHT,12
PRINT_POSITION,6,9,0,9,False,False,NIL,109,RIGHT,12
A,6,9,0,9,False,False,A,110,RIGHT,12
PRINT_POSITION,6,9,0,9,False,False,NIL,110,RIGHT,12
B,6,9,0,9,False,False,B,111,RIGHT,12
PRINT_POSITION,6,9,0,9,False,False,NIL,111,RIGHT,12
B,6,9,0,9,False,False,B,112,RIGHT,12
PRINT_POSITION,6,9,0,9,False,False,NIL,112,RIGHT,12
B,6,9,0,9,False,False,B,113,RIGHT,12
PRINT_POSITION,6,9,0,9,False,False,NIL,113,RIGHT,12
B,6,9,0,9,False,False,B,114,RIGHT,12
PRINT_POSITION,6,9,0,9,False,False,NIL,114,RIGHT,12
B,6,9,0,9,False,False,B,115,RIGHT,12
PRINT_POSITION,6,9,0,9,False,False,NIL,115,RIGHT,12
B,6,9,0,9,False,False,B,116,RIGHT,12
PRINT_POSITION,6,9,0,9,False,False,NIL,116,RIGHT,12
LEFT,5,9,0,9,False,False,LEFT,117,LEFT,12
PRINT_POSITION,5,9,0,9,False,False,NIL,117,LEFT,12
UP,5,8,0,9,False,False,UP,118,UP,12
