inputtedAction,x,y,mapBank,mapNum,isInBattle,isDone,executedStep,currentSteps,facingDirection,reward
RIGHT,10,10,0,9,False,False,RIGHT,1,RIGHT,0
B,10,10,0,9,False,False,B,2,RIGHT,0.9
LEFT,9,10,0,9,False,False,LEFT,3,LEFT,0.8
A,9,10,0,9,False,False,A,4,LEFT,1.7
B,9,10,0,9,False,False,B,5,LEFT,1.5999999999999999
A,9,10,0,9,False,False,A,6,LEFT,1.4999999999999998
RIGHT,10,10,0,9,False,False,RIGHT,7,RIGHT,1.3999999999999997
A,10,10,0,9,False,False,A,8,RIGHT,1.2999999999999996
UP,10,9,0,9,False,False,UP,9,UP,1.1999999999999995
B,10,9,0,9,False,False,B,10,UP,2.099999999999999
RIGHT,11,9,0,9,False,False,RIGHT,11,RIGHT,1.9999999999999991
B,11,9,0,9,False,False,B,12,RIGHT,2.899999999999999
DOWN,11,10,0,9,False,False,DOWN,13,DOWN,2.799999999999999
RIGHT,12,10,0,9,False,False,RIGHT,14,RIGHT,3.699999999999999
LEFT,11,10,0,9,False,False,LEFT,15,LEFT,4.6
LEFT,10,10,0,9,False,False,LEFT,16,LEFT,4.5
UP,10,9,0,9,False,False,UP,17,UP,4.4
A,10,9,0,9,False,False,A,18,UP,4.300000000000001
RIGHT,11,9,0,9,False,False,RIGHT,19,RIGHT,4.200000000000001
UP,11,8,0,9,False,False,UP,20,UP,4.100000000000001
RIGHT,11,8,0,9,False,False,RIGHT,21,RIGHT,5.000000000000002
A,11,8,0,9,False,False,A,22,RIGHT,4.900000000000002
A,11,8,0,9,False,False,A,23,RIGHT,4.8000000000000025
RIGHT,11,8,0,9,False,False,RIGHT,24,RIGHT,4.700000000000003
B,11,8,0,9,False,False,B,25,RIGHT,4.600000000000003
UP,11,7,0,9,False,False,UP,26,UP,4.5000000000000036
DOWN,11,8,0,9,False,False,DOWN,27,DOWN,5.400000000000004
RIGHT,11,8,0,9,False,False,RIGHT,28,RIGHT,5.300000000000004
B,11,8,0,9,False,False,B,29,RIGHT,5.200000000000005
B,11,8,0,9,False,False,B,30,RIGHT,5.100000000000005
RIGHT,11,8,0,9,False,False,RIGHT,31,RIGHT,5.000000000000005
A,11,8,0,9,False,False,A,32,RIGHT,4.900000000000006
A,11,8,0,9,False,False,A,33,RIGHT,4.800000000000006
