pos_x,pos_y,map_bank,map_num,in_battle,action,q_value
9,10,0,9,0,0,1.658507983039143
9,10,0,9,0,1,0.46097327500000007
9,10,0,9,0,2,3.868422999068283
9,10,0,9,0,3,4.2199881201456275
9,10,0,9,0,4,1.3215426995837074
9,10,0,9,0,5,4.6938200725652335
9,11,0,9,0,0,0.2733150000000001
9,11,0,9,0,1,4.313205033125284
9,11,0,9,0,2,0.32000000000000023
9,11,0,9,0,3,4.172045000000012
9,11,0,9,0,4,0.27662159722500024
9,11,0,9,0,5,4.666309798279416
9,12,0,9,0,0,0.5446240972250003
9,12,0,9,0,1,0.0
9,12,0,9,0,2,31.67682382970682
9,12,0,9,0,3,0.0
9,12,0,9,0,4,12.406720503695304
9,12,0,9,0,5,0.27
8,11,0,9,0,0,7.898279360767217
8,11,0,9,0,1,48.35208611849143
8,11,0,9,0,2,0.41500000000000026
8,11,0,9,0,3,7.728966735781924
8,11,0,9,0,4,0.0
8,11,0,9,0,5,0.0
7,11,0,9,0,0,5.833400000000134
7,11,0,9,0,1,108.85756763396094
7,11,0,9,0,2,12.086575168800692
7,11,0,9,0,3,7.260131641793596
7,11,0,9,0,4,23.127207963775255
7,11,0,9,0,5,9.796443319389878
7,10,0,9,0,0,0.0
7,10,0,9,0,1,15.214061823064217
7,10,0,9,0,2,0.0
7,10,0,9,0,3,6.230267415000134
7,10,0,9,0,4,5.961796474085156
7,10,0,9,0,5,0.5050000000000002
8,10,0,9,0,0,0.0
8,10,0,9,0,1,9.663522019867953
8,10,0,9,0,2,5.913594699663391
8,10,0,9,0,3,0.6406363542250003
8,10,0,9,0,4,57.92200293703882
8,10,0,9,0,5,10.438712002769748
9,9,0,9,0,0,4.383053090754379
9,9,0,9,0,1,3.955832727258794
9,9,0,9,0,2,0.0
9,9,0,9,0,3,5.4432178199408705
9,9,0,9,0,4,4.6260650130810514
9,9,0,9,0,5,10.05260225915702
10,9,0,9,0,0,11.041125818036411
10,9,0,9,0,1,3.9682020438957992
10,9,0,9,0,2,4.650565013081051
10,9,0,9,0,3,8.805516991531613
10,9,0,9,0,4,25.71651611203677
10,9,0,9,0,5,19.634577330272343
11,9,0,9,0,0,3.715000000000002
11,9,0,9,0,1,0.0
11,9,0,9,0,2,9.080505374056669
11,9,0,9,0,3,33.396307699764435
11,9,0,9,0,4,4.658970032031649
11,9,0,9,0,5,7.916060532031646
12,9,0,9,0,0,8.471037167939283
12,9,0,9,0,1,18.367535752477707
12,9,0,9,0,2,20.67994425194603
12,9,0,9,0,3,18.07126459551952
12,9,0,9,0,4,50.190735154974504
12,9,0,9,0,5,23.219110671295574
13,9,0,9,0,0,0.0
13,9,0,9,0,1,5.033260000000033
13,9,0,9,0,2,23.99352203633123
13,9,0,9,0,3,4.494618916111125
13,9,0,9,0,4,0.0
13,9,0,9,0,5,0.0
13,10,0,9,0,0,4.3732927400000365
